Protein_ID,Study_ID,Abundance_Corrected,Tissue_Compartment,Age_Group,Gene_Symbol,Zscore
P35052,Tsumagari_2023,13.099488721592703,Cortex,Old,GPC1,-0.6544148642675159
P35237,Tsumagari_2023,13.099488721592703,Cortex,Old,SERPINB6,-0.6544148642675159
P35555,Tsumagari_2023,13.099488721592703,Cortex,Old,FBN1,-0.6544148642675159
P36955,Tsumagari_2023,13.099488721592703,Cortex,Old,SERPINF1,-0.6544148642675159
P39060,Tsumagari_2023,13.099488721592703,Cortex,Old,COL18A1,-0.6544148642675159
P47879,Tsumagari_2023,13.175962279406765,Cortex,Old,Igfbp4,-0.6107031078554351
P47880,Tsumagari_2023,16.624282932811468,Cortex,Old,IGFBP6,1.3603331135645853
P47880,Tsumagari_2023,16.624282932811468,Cortex,Old,Igfbp6,1.3603331135645853
P49257,Tsumagari_2023,13.099488721592703,Cortex,Old,LMAN1,-0.6544148642675159
P50454,Tsumagari_2023,13.099488721592703,Cortex,Old,SERPINH1,-0.6544148642675159
P50543,Tsumagari_2023,17.03795944325355,Cortex,Old,S100A11,1.5967877440894234
P50543,Tsumagari_2023,17.03795944325355,Cortex,Old,S100a11,1.5967877440894234
P50608,Tsumagari_2023,15.701440937616566,Cortex,Old,FMOD,0.8328430156293117
P50608,Tsumagari_2023,15.701440937616566,Cortex,Old,Fmod,0.8328430156293117
P50995,Tsumagari_2023,13.099488721592703,Cortex,Old,ANXA11,-0.6544148642675159
P51884,Tsumagari_2023,13.099488721592703,Cortex,Old,LUM,-0.6544148642675159
P51885,Tsumagari_2023,17.429008766572597,Cortex,Old,LUM,1.8203088310459425
P51885,Tsumagari_2023,17.429008766572597,Cortex,Old,Lum,1.8203088310459425
P51888,Tsumagari_2023,13.099488721592703,Cortex,Old,PRELP,-0.6544148642675159
P55268,Tsumagari_2023,13.099488721592703,Cortex,Old,LAMB2,-0.6544148642675159
P60882,Tsumagari_2023,15.493925579766241,Cortex,Old,Megf8,0.7142286731898754
P60903,Tsumagari_2023,13.099488721592703,Cortex,Old,S100A10,-0.6544148642675159
P61148,Tsumagari_2023,16.79808688140428,Cortex,Old,FGF1,1.4596782477718744
P61148,Tsumagari_2023,16.79808688140428,Cortex,Old,Fgf1,1.4596782477718744
P70232-2,Tsumagari_2023,16.64600702425054,Cortex,Old,Chl1,1.372750453889817
P70701,Tsumagari_2023,15.202837982236638,Cortex,Old,Wnt10a,0.5478450169105514
P86793,Tsumagari_2023,14.140634816368863,Cortex,Old,CCL21C;CCL21B;CCL21A,-0.059302961733848476
P86793,Tsumagari_2023,14.140634816368863,Cortex,Old,Ccl21c,-0.059302961733848476
P97298,Tsumagari_2023,15.228241411667492,Cortex,Old,SERPINF1,0.5623654413690667
