Protein_ID,Study_ID,Abundance_Corrected,Tissue_Compartment,Age_Group,Gene_Symbol,Zscore
A0A087WXV4,Randles_2021,8.569947928674788,Glomerular,Young,HNF4A,-1.495577825130795
A0A087WY00,Randles_2021,11.302925730695502,Glomerular,Young,MYO5A,-0.6015172717891368
A0A087WY71,Randles_2021,15.310491719549557,Glomerular,Young,AP2M1,0.7095093537834726
A0A087WYA1,Randles_2021,17.918199781196822,Glomerular,Young,MYO15A,1.5625894303307557
A0A087WYC5,Randles_2021,19.269306627205488,Glomerular,Young,IGHG1,2.0045876541996277
A0A087WYD8,Randles_2021,13.788345096899969,Glomerular,Young,AOC1,0.21155754067068108
A0A087WYG8,Randles_2021,13.359126348738268,Glomerular,Young,INA,0.07114383105242972
A0A087WYS1,Randles_2021,11.74463919232337,Glomerular,Young,UGP2,-0.4570160681461817
A0A087WYT3,Randles_2021,15.96573404600236,Glomerular,Young,PTGES3,0.923863936732562
A0A087WYU1,Randles_2021,10.008729903286158,Glomerular,Young,SNX9,-1.024897745911734
A0A087WYV8,Randles_2021,16.920354472232063,Glomerular,Young,FBN2,1.2361564353672465
A0A087WYY6,Randles_2021,14.365972371622412,Glomerular,Young,PKP1,0.4005213004501202
A0A087WZ82,Randles_2021,12.159512600371308,Glomerular,Young,FXYD6,-0.3212952626234201
A0A087WZN1,Randles_2021,11.758531703259967,Glomerular,Young,IDH3B,-0.45247130162590676
A0A087WZV1,Randles_2021,11.087006493060152,Glomerular,Young,HNRNPAB,-0.6721526325793478
A0A087WZY5,Randles_2021,13.742385434092034,Glomerular,Young,COL4A6,0.1965223941974546
A0A087X004,Randles_2021,9.879993170582026,Glomerular,Young,GLS2,-1.0670124072133194
A0A087X054,Randles_2021,13.772493077039824,Glomerular,Young,HYOU1,0.2063717445631296
A0A087X0K0,Randles_2021,15.072554484574248,Glomerular,Young,COL15A1,0.6316710721094246
A0A087X0Q5,Randles_2021,12.901447998143633,Glomerular,Young,CLEC18B,-0.0785800924578849
A0A087X0Q9,Randles_2021,14.332247648324667,Glomerular,Young,SELO,0.3894886661013955
A0A087X0S5,Randles_2021,21.39179349600272,Glomerular,Young,COL6A1,2.698933500321825
A0A087X0T3,Randles_2021,9.420439552186664,Glomerular,Young,MYH7B,-1.2173498018489175
A0A087X0X3,Randles_2021,16.199206634315715,Glomerular,Young,HNRNPM,1.000241663380473
A0A087X198,Randles_2021,12.000012887470032,Glomerular,Young,PRAMEF15,-0.3734736599265057
A0A087X1J7,Randles_2021,17.08444995088884,Glomerular,Young,GPX3,1.2898382817182361
A0A087X1N2,Randles_2021,11.888063601544092,Glomerular,Young,CEBPZ,-0.41009651154540466
A0A087X1S2,Randles_2021,15.246742024879708,Glomerular,Young,YBX1,0.6886544140727496
A0A087X1V3,Randles_2021,14.40618349950511,Glomerular,Young,TRIM24,0.41367588341772243
A0A087X256,Randles_2021,16.80418429769203,Glomerular,Young,KIAA1033,1.1981527712122484
A0A087X2C0,Randles_2021,13.225267365473483,Glomerular,Young,IGHM,0.027353487582029854
A0A087X2D5,Randles_2021,11.993258617623464,Glomerular,Young,MRPL45,-0.3756832374181252
A0A087X2I1,Randles_2021,11.630754032614496,Glomerular,Young,PSMC6,-0.4942722174026579
A0A087X2I6,Randles_2021,10.84255122067539,Glomerular,Young,KRT33B,-0.7521232111672925
A0A096LNH1,Randles_2021,13.78736708147025,Glomerular,Young,PCDH11X,0.211237594780296
A0A096LP22,Randles_2021,11.793660884819442,Glomerular,Young,PTRH1,-0.4409792157844919
A0A096LP34,Randles_2021,17.113643710606322,Glomerular,Young,PTRH1,1.2993886662650251
A0A096LPI6,Randles_2021,9.581789986856537,Glomerular,Young,4,-1.1645659633573637
A0A0A0MQR2,Randles_2021,12.680779179024515,Glomerular,Young,RTFDC1,-0.15076922124664222
A0A0A0MQS9,Randles_2021,15.279305954479389,Glomerular,Young,LAMA4,0.6993073088366012
A0A0A0MQU0,Randles_2021,7.193430316402733,Glomerular,Young,WDR18,-1.9458888731029158
A0A0A0MQU3,Randles_2021,13.16992539684914,Glomerular,Young,UBE2D2,0.009249033511926002
A0A0A0MQV9,Randles_2021,15.603357238473931,Glomerular,Young,SETD1B,0.8053167576016151
A0A0A0MQX1,Randles_2021,15.051394856759934,Glomerular,Young,MYO10,0.6247489564090406
A0A0A0MQZ6,Randles_2021,9.19052749174088,Glomerular,Young,NSA2,-1.292562744972749
A0A0A0MR89,Randles_2021,10.30977257443636,Glomerular,Young,NRXN3,-0.9264152858826054
A0A0A0MRA8,Randles_2021,14.443810357351376,Glomerular,Young,EPB41L3,0.4259850537745645
A0A0A0MRE3,Randles_2021,8.921797963166563,Glomerular,Young,SYNE2,-1.380474352172322
A0A0A0MRF9,Randles_2021,16.31422243181636,Glomerular,Young,PLCG2,1.0378676870826884
A0A0A0MRH7,Randles_2021,8.7169717145211,Glomerular,Young,PAX2,-1.447480776105754
A0A0A0MRJ6,Randles_2021,7.0070522433927955,Glomerular,Young,PCMT1,-2.0068602000426408
A0A0A0MRM8,Randles_2021,10.240076168062805,Glomerular,Young,MYO6,-0.9492156202293364
A0A0A0MRP6,Randles_2021,7.597472395610327,Glomerular,Young,SMARCA1,-1.8137114054913739
A0A0A0MRP7,Randles_2021,9.85772824352426,Glomerular,Young,BCAS1,-1.0742961081605642
A0A0A0MS41,Randles_2021,10.921445388673035,Glomerular,Young,SFXN3,-0.7263139406187897
A0A0A0MS51,Randles_2021,17.511355630836103,Glomerular,Young,GSN,1.4294952991137455
A0A0A0MSA0,Randles_2021,15.106272323599894,Glomerular,Young,LAMA3,0.6427014543519973
A0A0A0MSA7,Randles_2021,13.932362272523818,Glomerular,Young,EIF4G3,0.25867101361354905
A0A0A0MSG0,Randles_2021,18.97219617703465,Glomerular,Young,WIPF3,1.9073915725896995
A0A0A0MSG2,Randles_2021,14.949937049440834,Glomerular,Young,FHL2,0.591558264817811
A0A0A0MSQ0,Randles_2021,13.212098523617396,Glomerular,Young,PLS3,0.02304546062768835
A0A0A0MSV6,Randles_2021,11.09351363629756,Glomerular,Young,C1QB,-0.6700238995617545
A0A0A0MSX5,Randles_2021,9.385405164296955,Glomerular,Young,HOXD8,-1.228810877090546
A0A0A0MSX9,Randles_2021,18.18074717784284,Glomerular,Young,IARS,1.648478628022077
A0A0A0MSY7,Randles_2021,10.313983344473368,Glomerular,Young,TK2,-0.9250377835163228
A0A0A0MT16,Randles_2021,17.11851195326157,Glomerular,Young,ABCA13,1.3009812528271756
A0A0A0MT26,Randles_2021,9.219672347658612,Glomerular,Young,ATP1A3,-1.2830283587111395
A0A0A0MT68,Randles_2021,13.989799912907657,Glomerular,Young,DNASE1L3,0.2774610412918729
A0A0A0MT83,Randles_2021,10.487090440312633,Glomerular,Young,IVD,-0.8684078958608182
A0A0A0MTE2,Randles_2021,18.970130107511952,Glomerular,Young,LMO7,1.9067156829943503
A0A0A0MTH3,Randles_2021,14.58626499752468,Glomerular,Young,ILK,0.47258736218894704
A0A0A0MTL9,Randles_2021,19.09366942037653,Glomerular,Young,NID2,1.9471300714088795
A0A0A0MTR1,Randles_2021,6.039813975762587,Glomerular,Young,CDH13,-2.3232804725129466
A0A0A0MTS2,Randles_2021,10.724705984235175,Glomerular,Young,GPI,-0.7906748515145045
A0A0A0MTT1,Randles_2021,11.09680872340826,Glomerular,Young,GPX4,-0.6689459517630846
A0A0A6YY98,Randles_2021,19.382929915383844,Glomerular,Young,TRPV5,2.041758135359822
A0A0A6YYA0,Randles_2021,11.866288962342784,Glomerular,Young,TMED7-TICAM2,-0.4172198207646533
A0A0A6YYI3,Randles_2021,9.36458671591281,Glomerular,Young,PPAN-P2RY11,-1.2356213800768054
A0A0A6YYL2,Randles_2021,15.456936753084864,Glomerular,Young,SULT1A4,0.7574170710067546
A0A0A6YYL6,Randles_2021,14.979315910060246,Glomerular,Young,RPL17-C18orf32,0.601169202880505
A0A0B4J1R2,Randles_2021,13.152618948180182,Glomerular,Young,ACSS3,0.0035874386530483507
A0A0B4J1R6,Randles_2021,11.688465300094297,Glomerular,Young,TKT,-0.47539267593734147
A0A0B4J1Y3,Randles_2021,9.441320995155346,Glomerular,Young,GJA5,-1.2105186909480723
A0A0B4J203,Randles_2021,12.59116458889496,Glomerular,Young,FIP1L1,-0.18008554792133236
A0A0B4J239,Randles_2021,10.156671314270517,Glomerular,Young,DAD1,-0.9765005069480569
A0A0B4J2C3,Randles_2021,15.88748671920989,Glomerular,Young,TPT1,0.8982662724420377
A0A0B4J2E5,Randles_2021,14.740261953537814,Glomerular,Young,1,0.5229655992914344
A0A0C3SFZ7,Randles_2021,13.568397748119748,Glomerular,Young,MECOM,0.13960443215619642
A0A0C4DFN3,Randles_2021,8.471758803209246,Glomerular,Young,MGLL,-1.5276992070830915
A0A0C4DFR6,Randles_2021,15.284968000466524,Glomerular,Young,SEC13,0.7011595785347161
A0A0C4DFU1,Randles_2021,11.865985668069609,Glomerular,Young,SOD2,-0.41731903980898655
A0A0C4DFZ5,Randles_2021,15.040268575595624,Glomerular,Young,ANKDD1A,0.6211091284210332
A0A0C4DG17,Randles_2021,11.69481943843164,Glomerular,Young,RPSA,-0.473313996617775
A0A0C4DG87,Randles_2021,13.337826691539655,Glomerular,Young,GGTLC2,0.06417590643668669
A0A0C4DGF9,Randles_2021,12.277174380373909,Glomerular,Young,PIK3C2A,-0.2828036378255496
A0A0C4DGH2,Randles_2021,12.506658453183038,Glomerular,Young,RRAS2,-0.2077307056681329
A0A0C4DGI9,Randles_2021,17.706928341898198,Glomerular,Young,BAZ2A,1.4934745404165548
A0A0C4DGQ8,Randles_2021,7.574839408835754,Glomerular,Young,DHRS7B,-1.821115512712621
A0A0C4DGR6,Randles_2021,11.762244620653698,Glomerular,Young,SFXN2,-0.4512566657159127
A0A0C4DGS0,Randles_2021,7.435111154957899,Glomerular,Young,NDUFA6,-1.8668259169051213
A0A0C4DGS1,Randles_2021,11.771458765256064,Glomerular,Young,DDOST,-0.44824237002142514
A0A0C4DGV4,Randles_2021,17.97432376059915,Glomerular,Young,LAMTOR5,1.5809497097457885
A0A0C4DGV7,Randles_2021,15.533335176354209,Glomerular,Young,RBP4,0.7824098889257719
A0A0C4DGV8,Randles_2021,10.243906185713524,Glomerular,Young,SEMA3B,-0.9479626763899908
A0A0C4DGW9,Randles_2021,9.58208901494827,Glomerular,Young,SERPINI2,-1.164468139942566
A0A0C4DGZ9,Randles_2021,16.20936896807227,Glomerular,Young,TPP1,1.0035661476609194
A0A0C4DH03,Randles_2021,9.860160576006196,Glomerular,Young,RHOQ,-1.073500400078668
A0A0C4DH22,Randles_2021,15.533344853805936,Glomerular,Young,EPB41L1,0.7824130547867751
A0A0C4DH83,Randles_2021,8.315829620134606,Glomerular,Young,EHD3,-1.5787095488424532
A0A0D9SEM4,Randles_2021,12.059995267543124,Glomerular,Young,SRSF4,-0.3538511515112352
A0A0D9SF28,Randles_2021,18.829240809111464,Glomerular,Young,NBEA,1.86062545716276
A0A0D9SF53,Randles_2021,11.10234471211729,Glomerular,Young,DDX3X,-0.667134920175185
A0A0D9SF54,Randles_2021,11.63772140661056,Glomerular,Young,SPTAN1,-0.4919929254722027
A0A0D9SFB1,Randles_2021,16.692377612317863,Glomerular,Young,DNM1,1.161576569634975
A0A0D9SFH4,Randles_2021,8.194107349164872,Glomerular,Young,SPTAN1,-1.6185295140308784
A0A0D9SFK2,Randles_2021,17.25471956336958,Glomerular,Young,MYO18A,1.345539921094613
A0A0D9SGC1,Randles_2021,9.964273355471532,Glomerular,Young,MYO6,-1.0394411665386474
A0A0G2JH46,Randles_2021,12.150957638984996,Glomerular,Young,HLA-DRA,-0.3240939145207047
A0A0G2JH68,Randles_2021,13.947065443788706,Glomerular,Young,DIAPH1,0.26348097783178853
A0A0G2JHD9,Randles_2021,16.428429227376416,Glomerular,Young,COL11A2,1.0752290556083688
A0A0G2JIW1,Randles_2021,15.195142516250042,Glomerular,Young,HSPA1B,0.6717742604163655
A0A0G2JJE4,Randles_2021,12.978823842838157,Glomerular,Young,MOG,-0.053267522969865304
A0A0G2JL54,Randles_2021,16.87567648115151,Glomerular,Young,C4B_2,1.22154057226066
A0A0G2JLS1,Randles_2021,11.680611900813137,Glomerular,Young,LRRC56,-0.4779618202976562
A0A0G2JMC2,Randles_2021,14.324509250667232,Glomerular,Young,PROX2,0.3869571431280039
A0A0G2JNQ3,Randles_2021,11.783969409180637,Glomerular,Young,HNRNPCL2,-0.4441496645403949
A0A0G2JPD4,Randles_2021,17.46330243301309,Glomerular,Young,IGHG4,1.4137752780423292
A0A0J9YVP6,Randles_2021,12.109595230050113,Glomerular,Young,PUF60,-0.33762512512641224
A0A0J9YW57,Randles_2021,13.064819295645933,Glomerular,Young,PRSS2,-0.02513515319161868
A0A0J9YWR7,Randles_2021,7.613032214731052,Glomerular,Young,ARMC10,-1.8086211993130852
A0A0J9YX62,Randles_2021,12.029657980647617,Glomerular,Young,DNAJB6,-0.36377562711020556
A0A0J9YXB8,Randles_2021,17.2414987808416,Glomerular,Young,PSAP,1.3412149023791897
A0A0J9YXV3,Randles_2021,12.315930371881056,Glomerular,Young,4,-0.27012508508115324
A0A5E8,Randles_2021,17.44485294982567,Glomerular,Young,GAS2L1,1.4077397532988727
A1L0T0,Randles_2021,11.87752877117806,Glomerular,Young,ILVBL,-0.4135428535754976
A3KMH1,Randles_2021,16.34723479356058,Glomerular,Young,VWA8,1.0486672809858402
A4D1E9,Randles_2021,9.478686528586923,Glomerular,Young,GTPBP10,-1.1982950097052016
A6ND22,Randles_2021,11.128864927495648,Glomerular,Young,MRPS16,-0.6584591532449217
A6ND91,Randles_2021,8.898346862767115,Glomerular,Young,ASPDH,-1.3881460953471474
A6NHL2,Randles_2021,14.911484397016002,Glomerular,Young,TUBAL3,0.5789789457765145
A6NHQ4,Randles_2021,15.405897034021333,Glomerular,Young,C17orf96,0.7407200457200493
A6NHS7,Randles_2021,13.859100607119528,Glomerular,Young,MANSC4,0.23470434800007003
A6NJD9,Randles_2021,7.887334004567922,Glomerular,Young,MRPL23,-1.7188866943994956
A6NMB1,Randles_2021,13.844351134232308,Glomerular,Young,SIGLEC16,0.229879236767445
A6NMH8,Randles_2021,14.139134937339673,Glomerular,Young,CD81,0.3263141839987987
A6NMZ7,Randles_2021,16.795432021863775,Glomerular,Young,COL6A6,1.1952895702875201
A6ZKI3,Randles_2021,9.269075664806984,Glomerular,Young,FAM127A,-1.2668666624712621
A8MQB8,Randles_2021,10.192392397049678,Glomerular,Young,FMR1,-0.9648147877988246
A8MUH7,Randles_2021,12.74023690291996,Glomerular,Young,PDZK1P1,-0.1313183477389641
A8MWD9,Randles_2021,11.498093195585168,Glomerular,Young,SNRPGP15,-0.537670601858438
A8MXV4,Randles_2021,13.636416534397586,Glomerular,Young,NUDT19,0.1618559534280588
A8MYB8,Randles_2021,13.676041795019238,Glomerular,Young,ALDH3A1,0.17481887702425733
A8MZ25,Randles_2021,18.021745566431296,Glomerular,Young,5,1.596463178582381
A8MZF9,Randles_2021,8.354861092849104,Glomerular,Young,DRG2,-1.5659408757610025
A9YTQ3,Randles_2021,19.31242603020691,Glomerular,Young,AHRR,2.0186936441124295
B0I1T2,Randles_2021,18.643437798640814,Glomerular,Young,MYO1G,1.7998422549607116
B0QYF8,Randles_2021,9.7902039893732,Glomerular,Young,MB,-1.0963858492428527
B0QYS7,Randles_2021,8.452286316192552,Glomerular,Young,TFEB,-1.5340693951264088
B0QZ43,Randles_2021,14.46200675296268,Glomerular,Young,ERLIN1,0.4319377839859248
B0YIW2,Randles_2021,12.466162101743622,Glomerular,Young,APOC3,-0.2209785960642685
B1AHL2,Randles_2021,15.13968133053302,Glomerular,Young,FBLN1,0.653630805919778
B1AKJ1,Randles_2021,14.32570372585647,Glomerular,Young,COL9A2,0.38734790120436086
B1ALM3,Randles_2021,20.00330979815862,Glomerular,Young,CACNA1S,2.2447078925314856
B1ANH3,Randles_2021,8.374347958037758,Glomerular,Young,GUK1,-1.5595659840730496
B1PS43,Randles_2021,12.76782215396187,Glomerular,Young,MYH11,-0.12229416730384945
B2R5W2,Randles_2021,14.209530535382353,Glomerular,Young,HNRNPC,0.3493432504230924
B3KW70,Randles_2021,12.785337439803078,Glomerular,Young,MFAP5,-0.11656425389600941
B4DGU4,Randles_2021,11.008795403817633,Glomerular,Young,CTNNB1,-0.6977384421947491
B4DUR8,Randles_2021,12.069563640399805,Glomerular,Young,CCT3,-0.3507209743380076
B4DZ31,Randles_2021,19.022057763263927,Glomerular,Young,PARPBP,1.9237031860033462
B4E135,Randles_2021,12.994624292286504,Glomerular,Young,LIG1,-0.048098597497294136
B4E1Z4,Randles_2021,11.062906443335374,Glomerular,Young,1,-0.680036671658101
B5MCP9,Randles_2021,14.182632547862235,Glomerular,Young,RPS7,0.3405438999167575
B5MCT4,Randles_2021,12.0251237945521,Glomerular,Young,UGT1A6,-0.3652589311189373
B5MCX3,Randles_2021,10.73221303346612,Glomerular,Young,37500,-0.7882190113739738
B5MD23,Randles_2021,13.33453230754239,Glomerular,Young,TSPAN9,0.06309818865305228
B5MDP7,Randles_2021,16.69251100759607,Glomerular,Young,PAPLN,1.161620208282958
B7WPG3,Randles_2021,11.279723813339077,Glomerular,Young,HNRNPLL,-0.6091074977525295
B7Z306,Randles_2021,6.615039889455829,Glomerular,Young,UBE2E1,-2.1351022888801388
B7Z509,Randles_2021,12.189236214093942,Glomerular,Young,GLS,-0.31157154276278926
B7Z5N5,Randles_2021,17.403344229693694,Glomerular,Young,SMAD2,1.3941606787589116
B7Z645,Randles_2021,13.72408272406084,Glomerular,Young,SYNCRIP,0.1905348845125821
B8ZZ77,Randles_2021,9.63161190411836,Glomerular,Young,PPIL3,-1.1482673271654733
B8ZZZ0,Randles_2021,9.550654245711783,Glomerular,Young,HIBCH,-1.1747516435835252
B9A008,Randles_2021,4.921472398950195,Glomerular,Young,IMP4,-2.689132360607532
B9ZVP7,Randles_2021,7.873668557729773,Glomerular,Young,RPL23,-1.723357179652886
C9J0J7,Randles_2021,10.355092630069478,Glomerular,Young,PFN2,-0.9115893791420305
C9J1K5,Randles_2021,17.605093831471798,Glomerular,Young,CYP27A1,1.460160614970916
C9J5F6,Randles_2021,14.886701317969944,Glomerular,Young,GRID2IP,0.5708714619363437
C9J7L4,Randles_2021,8.409224325296115,Glomerular,Young,SLC13A3,-1.5481566033651275
C9J8K5,Randles_2021,13.879951674236912,Glomerular,Young,TNS1,0.24152552180943973
C9J9C1,Randles_2021,5.993882955526829,Glomerular,Young,PPP2R1A,-2.338306248915947
C9JB55,Randles_2021,10.409389646522504,Glomerular,Young,TF,-0.8938267685057861
C9JB63,Randles_2021,11.075608375310598,Glomerular,Young,ECI2,-0.6758813886104742
C9JCA9,Randles_2021,15.36433538331744,Glomerular,Young,LRPPRC,0.7271236555852154
C9JCE4,Randles_2021,12.589259964196463,Glomerular,Young,CLEC5A,-0.18070862279979913
C9JDL2,Randles_2021,16.797688964042408,Glomerular,Young,TUBA4A,1.1960279015581206
C9JEH7,Randles_2021,7.932013906586025,Glomerular,Young,RPS4Y1,-1.7042702061528583
C9JF17,Randles_2021,11.396925786396714,Glomerular,Young,APOD,-0.5707662932220101
C9JL73,Randles_2021,10.925045716219293,Glomerular,Young,ATP6V1B1,-0.7251361371123588
C9JMJ0,Randles_2021,14.363540179890368,Glomerular,Young,LAMB4,0.3997256384128447
C9JNZ1,Randles_2021,15.288046193122828,Glomerular,Young,UGP2,0.7021665719422558
C9JQD4,Randles_2021,5.631659093805895,Glomerular,Young,PPIH,-2.4568033936802856
C9JRD2,Randles_2021,9.66515191986734,Glomerular,Young,DNAJB2,-1.137295117651935
C9JRZ6,Randles_2021,14.970937805688598,Glomerular,Young,CHCHD3,0.5984284076113553
C9JSW2,Randles_2021,9.591111142779328,Glomerular,Young,MEST,-1.161516660206803
C9JUM1,Randles_2021,15.532155616041123,Glomerular,Young,ACTB,0.7820240100703209
C9JW69,Randles_2021,8.36842922088834,Glomerular,Young,RCC1,-1.561502227172785
C9JWJ8,Randles_2021,10.33820494803754,Glomerular,Young,NFIX,-0.9171139795727292
C9JXX5,Randles_2021,8.513464650903867,Glomerular,Young,C11orf94,-1.5140556446509834
C9JY79,Randles_2021,18.513914180230255,Glomerular,Young,SPTBN4,1.7574701735404612
C9JYN0,Randles_2021,9.324436623347832,Glomerular,Young,SYPL1,-1.2487559960802073
C9JZR2,Randles_2021,16.230679688415382,Glomerular,Young,CTNND1,1.0105376914502564
C9K0S6,Randles_2021,12.13113640269472,Glomerular,Young,TUBA8,-0.33057819166064245
D3YTB1,Randles_2021,13.09503107154232,Glomerular,Young,RPL32,-0.015251736994316936
D6R956,Randles_2021,13.039389827292688,Glomerular,Young,UCHL1,-0.03345409545681973
D6R968,Randles_2021,12.523845507658198,Glomerular,Young,N4BP2L2,-0.20210816917222232
D6R9D6,Randles_2021,15.3722856620303,Glomerular,Young,RBM47,0.7297244928770458
D6RAA6,Randles_2021,9.0682017408751,Glomerular,Young,TMEM33,-1.332580131292583
D6RAN4,Randles_2021,12.353284521704408,Glomerular,Young,RPL9,-0.2579051278476987
D6RCD0,Randles_2021,9.32539197406554,Glomerular,Young,HSD17B11,-1.2484434646755693
D6RDW0,Randles_2021,11.754616510792896,Glomerular,Young,PRDM16,-0.4537521093737634
D6RE79,Randles_2021,5.678101805751431,Glomerular,Young,MFSD10,-2.4416102235381745
D6RFZ9,Randles_2021,9.785898259745863,Glomerular,Young,GNB2L1,-1.0977944164878226
D6RGZ6,Randles_2021,7.869827424270723,Glomerular,Young,VCAN,-1.7246137598941589
D6RH31,Randles_2021,14.91580211287205,Glomerular,Young,NPNT,0.5803914341708867
D6W5Y5,Randles_2021,9.354305105495303,Glomerular,Young,CIRBP,-1.238984884270774
E0YMJ8,Randles_2021,8.270854133774012,Glomerular,Young,HNF1B,-1.5934227339230753
E5KLJ9,Randles_2021,18.16374671632604,Glomerular,Young,OPA1,1.642917133150244
E5RFH3,Randles_2021,14.53568904879908,Glomerular,Young,MRPS28,0.4560420537455504
E5RFU2,Randles_2021,10.336536983453463,Glomerular,Young,EPHX2,-0.9176596339640275
E5RFU4,Randles_2021,15.547438954687022,Glomerular,Young,DPYSL2,0.787023769013316
E5RFV2,Randles_2021,15.260476093045527,Glomerular,Young,DECR1,0.693147347961523
E5RH45,Randles_2021,11.64457214823916,Glomerular,Young,PMP2,-0.48975178840671374
E5RH60,Randles_2021,18.98457529177998,Glomerular,Young,C8orf46,1.9114412498943982
E5RHH1,Randles_2021,11.769094644080049,Glomerular,Young,RPL26L1,-0.44901576360158224
E5RK27,Randles_2021,16.03445962400206,Glomerular,Young,VDAC3,0.9463466763470975
E7EMV2,Randles_2021,15.7414741874081,Glomerular,Young,NEFM,0.8505000429172301
E7EMZ9,Randles_2021,19.978187981708025,Glomerular,Young,TACC2,2.236489594856268
E7EN65,Randles_2021,8.624084855891518,Glomerular,Young,ELN,-1.4778675857472847
E7ENJ6,Randles_2021,6.608033576198432,Glomerular,Young,AP1M1,-2.13739431931784
E7EQ52,Randles_2021,13.13100794047435,Glomerular,Young,TNKS,-0.003482340506321843
E7EQG2,Randles_2021,8.988151400677102,Glomerular,Young,EIF4A2,-1.3587676295590132
E7EQR4,Randles_2021,14.734946221366563,Glomerular,Young,EZR,0.5212266219594813
E7EQT4,Randles_2021,13.869640042018997,Glomerular,Young,ACIN1,0.2381521963474516
E7EQV9,Randles_2021,15.850184987852666,Glomerular,Young,RPL15,0.886063463274256
E7ERC7,Randles_2021,12.1883396416905,Glomerular,Young,SNX19,-0.3118648455545422
E7ES68,Randles_2021,11.776422566863562,Glomerular,Young,ELAC2,-0.4466185225066019
E7ESA6,Randles_2021,15.58710844765566,Glomerular,Young,PTK2,0.8000011626855589
E7ESZ7,Randles_2021,14.33130991265716,Glomerular,Young,NDUFA10,0.3891818972468661
E7ET76,Randles_2021,10.064843849057796,Glomerular,Young,GGT1,-1.0065407488773341
E7ETR0,Randles_2021,19.12138069776095,Glomerular,Young,RUVBL1,1.9561954798340058
E7ETU7,Randles_2021,9.959078765755672,Glomerular,Young,MRPL3,-1.0411405135850487
E7ETZ7,Randles_2021,11.335125390972795,Glomerular,Young,KMT2E,-0.5909835433177076
E7EWW0,Randles_2021,12.143007001789163,Glomerular,Young,C16orf62,-0.3266948690858934
E7EX59,Randles_2021,9.795381713312446,Glomerular,Young,PCCB,-1.0946920196307899
E9PAP0,Randles_2021,10.733118469901196,Glomerular,Young,LCK,-0.7879228088217389
E9PBG7,Randles_2021,11.971153096490994,Glomerular,Young,CAMK2D,-0.38291479064954526
E9PBK7,Randles_2021,10.237530663112931,Glomerular,Young,MAPK3,-0.9500483513120166
E9PBW4,Randles_2021,8.328659729605594,Glomerular,Young,HBG2,-1.5745123340811096
E9PBY7,Randles_2021,11.74724581973263,Glomerular,Young,ZC3H11A,-0.4561633415919615
E9PCY7,Randles_2021,11.395737979749692,Glomerular,Young,HNRNPH1,-0.5711548697656303
E9PD91,Randles_2021,19.03368051974674,Glomerular,Young,RGS9,1.9275054298725407
E9PDE8,Randles_2021,6.201762617385331,Glomerular,Young,HSPA4L,-2.2703009378694143
E9PDF6,Randles_2021,14.571605016868244,Glomerular,Young,MYO1B,0.46779152725462003
E9PEB5,Randles_2021,14.6636175380054,Glomerular,Young,FUBP1,0.49789230798596096
E9PF18,Randles_2021,13.451730304084494,Glomerular,Young,HADH,0.10143809231472635
E9PF49,Randles_2021,11.632749860053364,Glomerular,Young,NDUFB9,-0.4936193066534195
E9PFF2,Randles_2021,9.078743828694195,Glomerular,Young,TKT,-1.3291314150747096
E9PFT6,Randles_2021,11.451867566338514,Glomerular,Young,HBD,-0.5527927560275179
E9PGN7,Randles_2021,9.20804223020546,Glomerular,Young,SERPING1,-1.2868330106325363
E9PH58,Randles_2021,15.763145264588058,Glomerular,Young,TTLL4,0.8575894730767789
E9PIR5,Randles_2021,12.563733442854938,Glomerular,Young,AMPD3,-0.18905931477344695
E9PIT3,Randles_2021,8.595729926420395,Glomerular,Young,F2,-1.4871435571489446
E9PJ95,Randles_2021,13.974646494275692,Glomerular,Young,COMMD9,0.2725037841062877
E9PK25,Randles_2021,12.613004951673538,Glomerular,Young,CFL1,-0.17294073803061158
E9PKB1,Randles_2021,13.846019094762877,Glomerular,Young,CCDC15,0.23042488983268736
E9PKC0,Randles_2021,15.461717800023926,Glomerular,Young,PLEKHA7,0.7589811325475141
E9PKH6,Randles_2021,12.18377709176267,Glomerular,Young,NDUFS8,-0.31335742844713266
E9PKP7,Randles_2021,15.222485423395524,Glomerular,Young,UBTF,0.6807191609839381
E9PLC6,Randles_2021,12.223527230756291,Glomerular,Young,NDUFV1,-0.30035365240556794
E9PMS6,Randles_2021,10.376662878037388,Glomerular,Young,LMO7,-0.9045329340367512
E9PN89,Randles_2021,14.864429549266267,Glomerular,Young,HSPA8,0.5635855228275871
E9PNW4,Randles_2021,13.685174576770628,Glomerular,Young,CD59,0.1778065558484904
E9PPR0,Randles_2021,14.21518813057707,Glomerular,Young,NDUFV1,0.3511940640984294
E9PPV6,Randles_2021,10.591034143705128,Glomerular,Young,SERPINH1,-0.834403973508151
E9PS48,Randles_2021,15.225113462241683,Glomerular,Young,NDUFS3,0.6815788920301484
E9PSF4,Randles_2021,13.882363167431697,Glomerular,Young,RPS3,0.24231441257119965
F2Z2E2,Randles_2021,10.276576263954762,Glomerular,Young,IQGAP3,-0.9372750563849982
F5GX77,Randles_2021,9.99888288689122,Glomerular,Young,TRMT112,-1.0281190779402316
F5GY37,Randles_2021,12.940225386233353,Glomerular,Young,PHB2,-0.06589454008091156
F5GY80,Randles_2021,15.976674592962626,Glomerular,Young,C8B,0.9274430040275553
