effect_type,S100,CALM,CAMK,Target,total_effect,direct_effect,indirect_effect,mediated_pct,p_value
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2A,TGM3,-0.6001214437347987,-0.6108841682791297,-0.011145674464271723,1.857236494484796,0.7696
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2B,TGM3,-0.6001214437347987,-0.6013856499536241,-0.0002034862915392073,0.033907518830327034,0.8766
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2D,TGM3,-0.6001214437347987,-0.6065826519172752,-0.048136748616461965,8.021167901764597,0.8458
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2G,TGM3,-0.6001214437347987,-0.5982485559763765,0.00028470887458388654,-0.04744187656618766,0.9994
S100→CALM→Target,S100A16,CALM2,,LOX,-0.07451960889672236,-0.06976678767435934,-0.004752821222362955,6.377947083632643,0.7798
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK1,LOX,-0.07451960889672236,-0.06416736371729789,0.008214348172925101,-11.02306935656287,0.786
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2A,LOX,-0.07451960889672236,-0.07050911563138709,-0.00035156676581282883,0.47177752408774654,0.9974
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2B,LOX,-0.07451960889672236,-0.061049780062436526,-0.005748689427245891,7.7143311839076745,0.744
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2D,LOX,-0.07451960889672236,-0.06831364224647136,0.00037176448353597115,-0.4988814206623174,0.917
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2G,LOX,-0.07451960889672236,-0.06331514657159314,-0.015145736894212903,20.32449863659854,0.7488
S100→CALM→Target,S100A16,CALM2,,LOXL2,-0.05986559599914916,-0.05017893862110162,-0.00968665737804745,16.180674753802037,0.7158
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK1,LOXL2,-0.05986559599914916,-0.03988818341858869,0.015096525436188637,-25.21736430453845,0.7394
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2A,LOXL2,-0.05986559599914916,-0.05036957594311708,-9.028589871890857e-05,0.1508143320250111,0.921
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2B,LOXL2,-0.05986559599914916,-0.03765813323515773,-0.00825721678209047,13.792925041968724,0.7366
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2D,LOXL2,-0.05986559599914916,-0.04585523398414697,0.0011061520687955342,-1.8477258103489946,0.7964
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2G,LOXL2,-0.05986559599914916,-0.040843462983581755,-0.02191576616492042,36.60828193413776,0.7432
S100→CALM→Target,S100A16,CALM2,,LOXL3,-0.11423129434246293,-0.11100632970850641,-0.003224964633956515,2.823188385039341,0.8138
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK1,LOXL3,-0.11423129434246293,-0.10863689348499066,0.0034759600742418953,-3.0429140230356166,0.7372
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2A,LOXL3,-0.11423129434246293,-0.11090714567268667,4.6973592147831256e-05,-0.04112147412687582,0.9882
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2B,LOXL3,-0.11423129434246293,-0.1079124096772057,-0.002040377405241192,1.7861807633240898,0.7438
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2D,LOXL3,-0.11423129434246293,-0.10960486249387828,0.0003585434225918642,-0.313874954018256,0.8604
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2G,LOXL3,-0.11423129434246293,-0.10959588994572964,-0.0033111187079195204,2.8986091131847447,0.8754
S100→CALM→Target,S100A16,CALM2,,LOXL4,-0.05786047070269812,-0.0559008074920877,-0.001959663210610388,3.3868774083771944,0.854
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK1,LOXL4,-0.05786047070269812,-0.05512108453934304,0.0011438526286599213,-1.9769155258645033,0.7848
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2A,LOXL4,-0.05786047070269812,-0.055962114332430646,-2.9034939850445256e-05,0.050180960330644724,0.971
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2B,LOXL4,-0.05786047070269812,-0.05451488846706917,-0.0009139854409724292,1.579637064601012,0.7448
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2D,LOXL4,-0.05786047070269812,-0.05554384250966848,9.132389627545904e-05,-0.15783469295420105,0.9114
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2G,LOXL4,-0.05786047070269812,-0.05529416723228395,-0.0014241359086890576,2.4613279003667836,0.9446
S100→CALM→Target,S100A16,CALM2,,TGM1,0.09418114353088486,0.10010502751062461,-0.005923883979739673,-6.289883258634517,0.7762
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK1,TGM1,0.09418114353088486,0.1045316237197218,0.006493811285108501,6.895022763212663,0.8334
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2A,TGM1,0.09418114353088486,0.10257377072497637,0.0011691976023193488,1.2414349183771944,0.886
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2B,TGM1,0.09418114353088486,0.10199198140672028,-0.0012444077595331112,-1.3212918349468035,0.9106
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2D,TGM1,0.09418114353088486,0.10687419784252933,0.0017317861406776626,1.8387822400030185,0.8648
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2G,TGM1,0.09418114353088486,0.09586041627033619,0.009964560030481047,10.580207095503534,0.9372
S100→CALM→Target,S100A16,CALM2,,TGM2,-0.11645088057828,-0.10995988847251581,-0.006490992105764121,5.5740171937993885,0.9156
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK1,TGM2,-0.11645088057828,-0.0935459907518331,0.024079168104861985,-20.677532007734037,0.7122
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2A,TGM2,-0.11645088057828,-0.1106324718335924,-0.0003185357021175012,0.2735365336317717,0.9196
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2B,TGM2,-0.11645088057828,-0.08593017289605659,-0.0158471092402362,13.60840653290169,0.6998
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2D,TGM2,-0.11645088057828,-0.1026336806873522,0.0018742954430134248,-1.6095159037921536,0.8388
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2G,TGM2,-0.11645088057828,-0.09628168593932063,-0.032110660443388575,27.57442475654215,0.7226
S100→CALM→Target,S100A16,CALM2,,TGM3,-0.6001214437347987,-0.5957762066916363,-0.004345237043162372,0.7240596196863427,0.9776
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK1,TGM3,-0.6001214437347987,-0.5953107818965997,0.0006827776114228896,-0.11377324015847327,0.8002
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2A,TGM3,-0.6001214437347987,-0.594561231220674,0.000575412784638106,-0.09588272351294086,0.9372
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2B,TGM3,-0.6001214437347987,-0.6011244873452999,0.003527082436592559,-0.5877281129369577,0.9128
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2D,TGM3,-0.6001214437347987,-0.5945836290297573,0.00030510230430923224,-0.05084009370011128,0.9612
S100→CALM→CAMK→Target,S100A16,CALM2,CAMK2G,TGM3,-0.6001214437347987,-0.5964488665549229,0.0015791221406088614,-0.26313376352315376,0.961
S100→CALM→Target,S100A4,CALM1,,LOX,0.044426036856506874,0.04766736816883994,-0.0032413313123328385,-7.296017249528967,0.9522
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK1,LOX,0.044426036856506874,0.006212703172511445,-0.03323445764672698,-74.80851320155352,0.734
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2A,LOX,0.044426036856506874,0.08542832060392902,-0.10873003519675274,-244.74394497070148,0.136
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2B,LOX,0.044426036856506874,-0.06440749560907039,0.018309193696737353,41.212754934397644,0.5362
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2D,LOX,0.044426036856506874,0.04480606251111055,-0.025361306085601887,-57.086582283981826,0.986
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2G,LOX,0.044426036856506874,-0.07123560069172895,-0.056693090378121584,-127.6123066327894,0.2126
S100→CALM→Target,S100A4,CALM1,,LOXL2,0.005080662821540606,-0.02899836041676953,0.034079023238307735,500.0,0.6138
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK1,LOXL2,0.005080662821540606,-0.4920654479400348,-0.3712437070532179,-500.0,0.2206
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2A,LOXL2,0.005080662821540606,-0.0020533004612386806,-0.07758642535247542,-500.0,0.3026
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2B,LOXL2,0.005080662821540606,-0.2335324398753323,0.033413862414426544,500.0,0.5188
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2D,LOXL2,0.005080662821540606,-0.0006929851229778838,0.2508859145315353,500.0,0.6752
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2G,LOXL2,0.005080662821540606,-0.2700333992816943,-0.11492582038626326,-500.0,0.1962
S100→CALM→Target,S100A4,CALM1,,LOXL3,0.06613890655612835,0.07692112937040001,-0.01078222281427098,-16.302390492532133,0.7144
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK1,LOXL3,0.06613890655612835,0.0568404656422852,-0.016098790528138895,-24.340877958840707,0.7098
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2A,LOXL3,0.06613890655612835,0.08838211393455667,-0.03300110761751328,-49.896663455582086,0.3392
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2B,LOXL3,0.06613890655612835,0.03678546202934299,0.0065567932248521135,9.913670434342203,0.6006
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2D,LOXL3,0.06613890655612835,0.07909512561095358,0.019269309427566713,29.134605379685162,0.8458
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2G,LOXL3,0.06613890655612835,0.03306898129331489,-0.020908761303717185,-31.613406378245912,0.3792
S100→CALM→Target,S100A4,CALM1,,LOXL4,0.03520765785117911,0.046622121753598325,-0.011414463902418412,-32.4204011259901,0.569
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK1,LOXL4,0.03520765785117911,0.030827240006583198,-0.012662852986571634,-35.96618962867918,0.7646
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2A,LOXL4,0.03520765785117911,0.054730198589789614,-0.023346643104209322,-66.31126444961019,0.3588
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2B,LOXL4,0.03520765785117911,0.025199910812127628,0.003499655465269973,9.940040544766795,0.6506
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2D,LOXL4,0.03520765785117911,0.04355449668953202,-0.02719002704079886,-77.22759393916418,0.9424
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2G,LOXL4,0.03520765785117911,0.024510006711885607,-0.010543085244417,-29.945432010791677,0.4256
S100→CALM→Target,S100A4,CALM1,,TGM1,0.14591463865414223,0.12219697994242175,0.023717658711718815,16.2544751715667,0.6398
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK1,TGM1,0.14591463865414223,-0.13258544271921288,-0.2042606214723748,-139.98638063760595,0.4204
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2A,TGM1,0.14591463865414223,0.09069296645707996,0.09071361483766767,62.16896102705901,0.3282
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2B,TGM1,0.14591463865414223,0.13759009128625183,-0.0025147071135247587,-1.7234097529345946,0.9716
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2D,TGM1,0.14591463865414223,0.141643021807449,0.17236083064392352,118.12442687979102,0.5142
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2G,TGM1,0.14591463865414223,0.1235673784534896,0.0006534077944943334,0.44780139986029044,0.9436
S100→CALM→Target,S100A4,CALM1,,TGM2,0.13364012094546426,0.056344758057032825,0.07729536288842631,57.83844128663198,0.33
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK1,TGM2,0.13364012094546426,-0.03975370258620131,-0.07704272174066018,-57.64939540282196,0.7232
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2A,TGM2,0.13364012094546426,0.14273970001858002,-0.24876822417146233,-186.14785919939374,0.0558
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2B,TGM2,0.13364012094546426,-0.1672042264452855,0.03652024655655738,27.327307322222893,0.523
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2D,TGM2,0.13364012094546426,0.028784265665781274,-0.24428361280323635,-182.79212191294215,0.5956
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2G,TGM2,0.13364012094546426,-0.17372341937870953,-0.10969680657670812,-82.08373787799331,0.2082
S100→CALM→Target,S100A4,CALM1,,TGM3,0.12203574292460997,0.20447182118277693,-0.08243607825816154,-67.55076527791377,0.3654
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK1,TGM3,0.12203574292460997,0.4538163718217419,0.19990104632104228,163.8053258253487,0.521
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2A,TGM3,0.12203574292460997,0.167056630854357,0.10773443726811174,88.28105167079357,0.2858
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2B,TGM3,0.12203574292460997,0.19610242008477247,0.0013672734515449718,1.120387698536512,0.9218
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2D,TGM3,0.12203574292460997,0.30655572295036154,0.9048250654894485,500.0,0.1156
S100→CALM→CAMK→Target,S100A4,CALM1,CAMK2G,TGM3,0.12203574292460997,0.16846589933890077,-0.017167670419030223,-14.067739506150994,0.9696
S100→CALM→Target,S100A4,CALM2,,LOX,0.044426036856506874,0.0006752949116598112,0.04375074194484726,98.47995689140409,0.4772
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK1,LOX,0.044426036856506874,-0.07751728269714465,-0.11827565814215588,-266.23049569822837,0.313
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2A,LOX,0.044426036856506874,0.09418016703129858,0.028139317843436325,63.33969859684859,0.4704
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2B,LOX,0.044426036856506874,-0.08247425177367479,0.044575590970362435,100.33663618102737,0.3488
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2D,LOX,0.044426036856506874,-0.06500067352978925,-0.023286405982929023,-52.41612268531301,0.7076
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2G,LOX,0.044426036856506874,0.04256696700063985,0.15157230079238848,341.1789831308988,0.2294
S100→CALM→Target,S100A4,CALM2,,LOXL2,0.005080662821540606,-0.10518401034816327,0.11026467316970438,500.0,0.325
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK1,LOXL2,0.005080662821540606,-0.27930814878382637,-0.2633836573971044,-500.0,0.2046
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2A,LOXL2,0.005080662821540606,-0.19330108275723776,-0.02651791560956809,-500.0,0.9112
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2B,LOXL2,0.005080662821540606,-0.24588552976721925,0.07542859376332134,500.0,0.3078
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2D,LOXL2,0.005080662821540606,-0.4037850850491752,-0.10587351838786589,-500.0,0.365
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2G,LOXL2,0.005080662821540606,-0.05135681249529798,0.1947573781833378,500.0,0.1798
S100→CALM→Target,S100A4,CALM2,,LOXL3,0.06613890655612835,0.043875701224768617,0.0222632053313598,33.66128424343737,0.4624
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK1,LOXL3,0.06613890655612835,0.01962861745062134,-0.036676624292436046,-55.45393203818795,0.5684
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2A,LOXL3,0.06613890655612835,0.0734037390158111,0.00888615557520912,13.435594928785136,0.5008
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2B,LOXL3,0.06613890655612835,0.01874320694481285,0.013473263893161884,20.37116214149668,0.4806
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2D,LOXL3,0.06613890655612835,0.024804359847100464,-0.006762031965395881,-10.223985120856703,0.9732
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2G,LOXL3,0.06613890655612835,0.05728152138740903,0.048504891419574266,73.3379094775492,0.3082
S100→CALM→Target,S100A4,CALM2,,LOXL4,0.03520765785117911,0.020812692622268623,0.014394965228910529,40.885892750257,0.4594
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK1,LOXL4,0.03520765785117911,0.013581520142896077,-0.0109380162451753,-31.067151048245556,0.822
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2A,LOXL4,0.03520765785117911,0.048611723771463444,0.008365829025956008,23.761390380802723,0.409
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2B,LOXL4,0.03520765785117911,0.009412774590946733,0.006111375269223271,17.358085263881307,0.5646
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2D,LOXL4,0.03520765785117911,0.023417700724906124,0.0009236449451204863,2.623420589420302,0.7836
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2G,LOXL4,0.03520765785117911,0.026842917028028813,0.021818536761532586,61.970997485144785,0.4566
S100→CALM→Target,S100A4,CALM2,,TGM1,0.14591463865414223,0.1304314413170161,0.015483197337126112,10.611133660019913,0.7952
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK1,TGM1,0.14591463865414223,0.12405281257951498,-0.009648441515086644,-6.612387628876702,0.9214
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2A,TGM1,0.14591463865414223,-0.045482134625607094,-0.05293935935328967,-36.28104749570088,0.3414
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2B,TGM1,0.14591463865414223,0.15026774763222026,-0.010634033640802273,-7.287845646527526,0.815
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2D,TGM1,0.14591463865414223,0.02943356354281262,-0.03581032211745868,-24.54196676067504,0.4366
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2G,TGM1,0.14591463865414223,0.10897655255454779,-0.07762800315214723,-53.20097001106717,0.5642
S100→CALM→Target,S100A4,CALM2,,TGM2,0.13364012094546426,0.09564964953328617,0.03799047141217822,28.427444650159618,0.7034
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK1,TGM2,0.13364012094546426,-0.09485720471573318,-0.2881644812839293,-215.62722275709643,0.2214
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2A,TGM2,0.13364012094546426,0.27881176895898985,0.05512073305445246,41.24564738829149,0.5944
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2B,TGM2,0.13364012094546426,-0.10636572479429816,0.10829830173132104,81.03726707604172,0.3024
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2D,TGM2,0.13364012094546426,-0.09586900945840397,-0.06790583150003436,-50.81245887808296,0.4964
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2G,TGM2,0.13364012094546426,0.18888124130101147,0.3373302178236044,252.41687558877754,0.2162
S100→CALM→Target,S100A4,CALM2,,TGM3,0.12203574292460997,0.0760622289266786,0.04597351399793165,37.672171198509204,0.6566
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK1,TGM3,0.12203574292460997,0.052246453565747565,-0.03602421855271701,-29.519399554089404,0.8498
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2A,TGM3,0.12203574292460997,-0.02100871418202294,-0.029212489783451402,-23.937650628716213,0.7566
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2B,TGM3,0.12203574292460997,0.10237430086355276,-0.014105622976867167,-11.558599668280136,0.753
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2D,TGM3,0.12203574292460997,0.03726560600688172,-0.013755928287261108,-11.272048629030847,0.7978
S100→CALM→CAMK→Target,S100A4,CALM2,CAMK2G,TGM3,0.12203574292460997,0.08754867474414019,0.04156021790635919,34.0557748986982,0.9724
