effect_type,S100,CALM,CAMK,Target,total_effect,direct_effect,indirect_effect,mediated_pct,p_value
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK1,LOXL3,0.1027265461298369,0.08971963236915048,0.002766743919274182,2.693309590860061,0.836
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2A,LOXL3,0.1027265461298369,0.10484934127986581,3.211594494396213e-05,0.03126353036669853,1.0008
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2B,LOXL3,0.1027265461298369,-0.06104584929461574,-0.0050282560618842695,-4.894797159372045,0.7642
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2D,LOXL3,0.1027265461298369,0.12249592187723943,0.011846525302737188,11.532097348784871,0.8702
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2G,LOXL3,0.1027265461298369,-0.03294934054826263,0.0007367300190029382,0.7171758875955776,0.8736
S100→CALM→Target,S100A10,CALM1,,LOXL4,0.05146512038230683,0.05222062021262801,-0.0007554998303205113,-1.4679841895021473,0.9384
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK1,LOXL4,0.05146512038230683,0.04196882547388884,0.0018481305326791672,3.5910350912431466,0.8726
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2A,LOXL4,0.05146512038230683,0.045116757695775556,0.0010477919680733044,2.0359263910971523,0.993
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2B,LOXL4,0.05146512038230683,-0.07341560653993227,-0.00380302191299507,-7.389513295110273,0.814
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2D,LOXL4,0.05146512038230683,0.06894259279160113,0.011366061981119488,22.08498085050049,0.914
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2G,LOXL4,0.05146512038230683,-0.042704560435545574,0.00050670948222136,0.9845687301560484,0.9136
S100→CALM→Target,S100A10,CALM1,,TGM1,-0.03603108276921777,-0.027512281253899085,-0.008518801515311186,23.642923999466937,0.8868
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK1,TGM1,-0.03603108276921777,-0.08245547065894963,0.009904820423153628,-27.489655214068552,0.8272
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2A,TGM1,-0.03603108276921777,0.08917876501104069,-0.017211473438912477,47.768404710881065,0.876
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2B,TGM1,-0.03603108276921777,-0.3744310524555115,-0.010501268010121552,29.145024803676012,0.8162
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2D,TGM1,-0.03603108276921777,-0.05087480280537753,-0.015879697609560914,44.07221873200914,0.9582
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2G,TGM1,-0.03603108276921777,-0.47546828321493456,0.002391183796140526,-6.636447234895123,0.871
S100→CALM→Target,S100A10,CALM1,,TGM2,0.46522723620573697,0.47904154133075194,-0.013814305125002185,-2.9693672360345422,0.8108
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK1,TGM2,0.46522723620573697,0.48244497769779277,-0.0006135505856558206,-0.13188191445104705,0.8108
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2A,TGM2,0.46522723620573697,0.3209305352395441,0.02332075569499689,5.012766639630654,0.8642
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2B,TGM2,0.46522723620573697,0.18230346269610392,-0.008982293122270918,-1.9307324299256392,0.9024
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2D,TGM2,0.46522723620573697,0.5906375236679273,0.07585270494242179,16.304442010114283,0.867
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2G,TGM2,0.46522723620573697,0.44753072978758546,0.0001682043362191319,0.03615530715504951,0.9292
S100→CALM→Target,S100A10,CALM1,,TGM3,0.1930292185530423,0.19204374230576382,0.0009854762472776557,0.5105321643349334,0.9434
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK1,TGM3,0.1930292185530423,0.1735935879068079,0.0033260804128772683,1.7230968647180729,0.928
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2A,TGM3,0.1930292185530423,0.3984716278259587,-0.03044730664780239,-15.773418592292444,0.9072
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2B,TGM3,0.1930292185530423,0.42827964545066793,0.007150885851305182,3.704561363771049,0.9068
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2D,TGM3,0.1930292185530423,0.06210648185585734,-0.08831942218273925,-45.754431813373394,0.884
S100→CALM→CAMK→Target,S100A10,CALM1,CAMK2G,TGM3,0.1930292185530423,0.10730289090539152,0.00045234565415500923,0.23434050945541676,0.9472
S100→CALM→Target,S100A10,CALM2,,LOX,0.2531675155282568,0.26071200129837135,-0.007544485770114558,-2.9800370534791205,0.8738
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK1,LOX,0.2531675155282568,0.231722918052905,-0.04408110611890549,-17.41183343642106,0.6036
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2A,LOX,0.2531675155282568,0.25360488891544436,-0.0011493635339330077,-0.4539932903851259,0.9756
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2B,LOX,0.2531675155282568,0.16865744315329803,0.01974423071324269,7.7988799913940685,0.8342
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2D,LOX,0.2531675155282568,0.2567103777452804,-0.0035418347621928394,-1.399008381783296,0.7542
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2G,LOX,0.2531675155282568,-0.8072928093661992,0.5675222179476851,224.1686563789588,0.3502
S100→CALM→Target,S100A10,CALM2,,LOXL2,0.42171074640757134,0.40214402615488054,0.019566720252690538,4.639843878623824,0.8338
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK1,LOXL2,0.42171074640757134,0.319363372706202,-0.12587713582954502,-29.84916483676429,0.6616
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2A,LOXL2,0.42171074640757134,0.4357957212633155,0.005442158380044967,1.2904955414119983,0.5918
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2B,LOXL2,0.42171074640757134,0.3069185388503501,0.020424344312843307,4.843211724347134,0.6346
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2D,LOXL2,0.42171074640757134,0.3827831903753041,-0.01713626488834575,-4.063511550114505,0.9034
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2G,LOXL2,0.42171074640757134,0.42948533410127454,-0.014528773253064904,-3.4451987237297628,0.9324
S100→CALM→Target,S100A10,CALM2,,LOXL3,0.1027265461298369,0.06681964124657822,0.03590690488325834,34.95387145390376,0.4162
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK1,LOXL3,0.1027265461298369,0.017874684409541527,-0.0744262182439348,-72.45081339527071,0.3204
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2A,LOXL3,0.1027265461298369,0.07998837680137659,0.0021296503585692596,2.073125631886404,0.8716
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2B,LOXL3,0.1027265461298369,-0.010391886567347599,0.016560638056375507,16.121089124756892,0.6898
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2D,LOXL3,0.1027265461298369,0.056361846606433334,-0.00925618816985622,-9.010512392928357,0.6572
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2G,LOXL3,0.1027265461298369,-0.30079056379886615,0.19534271458737615,190.15796982065467,0.6336
S100→CALM→Target,S100A10,CALM2,,LOXL4,0.05146512038230683,0.025685467313897398,0.025779653068409222,50.091504453707635,0.3686
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK1,LOXL4,0.05146512038230683,0.008505779254618371,-0.02612361508704199,-50.75984451796409,0.4654
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2A,LOXL4,0.05146512038230683,0.026195094359706357,8.241698045550654e-05,0.1601414314068925,0.9488
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2B,LOXL4,0.05146512038230683,-0.014196047727062637,0.008553947246386648,16.620863184315812,0.7498
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2D,LOXL4,0.05146512038230683,0.022619615994355448,-0.0027135832831853873,-5.272664793218455,0.723
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2G,LOXL4,0.05146512038230683,-0.33792850101830946,0.19321917253935003,375.43713315742434,0.5766
S100→CALM→Target,S100A10,CALM2,,TGM1,-0.03603108276921777,-0.1753262374014689,0.13929515463225006,-386.59719310809413,0.652
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK1,TGM1,-0.03603108276921777,-0.38125748734814513,-0.31314123338198435,500.0,0.3624
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2A,TGM1,-0.03603108276921777,-0.07761528345048166,0.01580183361203885,-43.85611643494306,0.6946
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2B,TGM1,-0.03603108276921777,-0.3687208085870899,0.04148004302144357,-115.12294339619729,0.5056
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2D,TGM1,-0.03603108276921777,-0.2255481329988818,-0.044451371622085116,123.36951378008823,0.7018
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2G,TGM1,-0.03603108276921777,0.6910512617420085,-0.460380398088206,500.0,0.5884
S100→CALM→Target,S100A10,CALM2,,TGM2,0.46522723620573697,0.5318159998856875,-0.06658876367995001,-14.313169672315256,0.5398
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK1,TGM2,0.46522723620573697,0.335311037937336,-0.2988075203065097,-64.22829470249853,0.1676
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2A,TGM2,0.46522723620573697,0.556904735211158,0.004057354934314092,0.8721232590346049,0.931
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2B,TGM2,0.46522723620573697,0.13549322332733787,0.08500489812735847,18.27169424142804,0.6904
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2D,TGM2,0.46522723620573697,0.49391565599500337,-0.033545573118039816,-7.210578080429708,0.5736
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2G,TGM2,0.46522723620573697,-2.5287163819002374,1.62632237988802,349.5759175992897,0.094
S100→CALM→Target,S100A10,CALM2,,TGM3,0.1930292185530423,0.1186493493442021,0.07437986920883967,38.53295877504726,0.5682
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK1,TGM3,0.1930292185530423,0.07505438018270513,-0.06629097048658546,-34.342453947390055,0.8544
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2A,TGM3,0.1930292185530423,0.1966864488291727,0.012620174215535572,6.537960579303535,0.7968
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2B,TGM3,0.1930292185530423,0.2559345708585867,-0.029445484739895656,-15.254418455724286,0.8626
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2D,TGM3,0.1930292185530423,0.09958283343947372,-0.016875762532211666,-8.742594856215714,0.8022
S100→CALM→CAMK→Target,S100A10,CALM2,CAMK2G,TGM3,0.1930292185530423,3.5734165765497083,-1.8358130410073867,-500.0,0.1414
S100→CALM→Target,S100B,CALM1,,LOX,0.01979718925797447,0.004970429106999633,0.014826760150973844,74.89325862256685,0.8354
S100→CALM→CAMK→Target,S100B,CALM1,CAMK1,LOX,0.01979718925797447,-0.8254263225918812,-0.4522945531870349,-500.0,0.2506
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2A,LOX,0.01979718925797447,0.1937917051573468,-0.1507751740381733,-500.0,0.1434
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2B,LOX,0.01979718925797447,-0.14050919150222674,0.04175767968113715,210.9273146657262,0.4146
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2D,LOX,0.01979718925797447,0.0061591880195803065,-0.05635558807340683,-284.66459222592084,0.9562
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2G,LOX,0.01979718925797447,-0.18611401579652967,-0.05931983397241533,-299.6376566361349,0.2608
S100→CALM→Target,S100B,CALM1,,LOXL2,0.11863239797836124,0.11285416984363547,0.0057782281347253115,4.8706999379539395,0.9974
S100→CALM→CAMK→Target,S100B,CALM1,CAMK1,LOXL2,0.11863239797836124,-0.5553242458732321,-0.36393863218707573,-306.7784503972168,0.3794
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2A,LOXL2,0.11863239797836124,0.30683570700857915,-0.15489568039164214,-130.56777324849776,0.123
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2B,LOXL2,0.11863239797836124,-0.09443139007965984,0.05949812061341839,50.15334902382311,0.3896
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2D,LOXL2,0.11863239797836124,0.10697232600488947,0.27884103747225175,235.04627928292643,0.636
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2G,LOXL2,0.11863239797836124,-0.17326641571156887,-0.08882264403988355,-74.87216439482658,0.2574
S100→CALM→Target,S100B,CALM1,,LOXL3,0.07996816979422837,0.07643991376291827,0.003528256031309838,4.412075505027359,0.9784
S100→CALM→CAMK→Target,S100B,CALM1,CAMK1,LOXL3,0.07996816979422837,-0.25831585722258155,-0.18233237492187573,-228.00618720054214,0.4484
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2A,LOXL3,0.07996816979422837,0.1514936585100572,-0.05993096574270094,-74.94352552636062,0.277
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2B,LOXL3,0.07996816979422837,0.020079057468339104,0.016177513894027756,20.22994140750656,0.4554
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2D,LOXL3,0.07996816979422837,0.07709239448625753,-0.03093220541287628,-38.68064692798407,1.0022
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2G,LOXL3,0.07996816979422837,0.002762148506481856,-0.02287236307841229,-28.60183387623694,0.2676
S100→CALM→Target,S100B,CALM1,,LOXL4,0.04082094319314121,0.044015999463439245,-0.0031950562702978305,-7.827002563808148,0.903
S100→CALM→CAMK→Target,S100B,CALM1,CAMK1,LOXL4,0.04082094319314121,-0.20322423512516696,-0.13466503957816717,-329.89203346186713,0.4594
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2A,LOXL4,0.04082094319314121,0.09460247713251448,-0.040393673499480656,-98.95330764005388,0.338
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2B,LOXL4,0.04082094319314121,0.012788151747798708,0.008963471698511838,21.95802202830505,0.5168
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2D,LOXL4,0.04082094319314121,0.04528602848378465,-0.06020836651937717,-147.49381520781094,0.8294
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2G,LOXL4,0.04082094319314121,0.0048549774403351745,-0.012157061375526508,-29.781431844938737,0.3258
S100→CALM→Target,S100B,CALM1,,TGM1,0.31721513973376175,0.29883026130025675,0.01838487843350378,5.79571279256538,0.677
S100→CALM→CAMK→Target,S100B,CALM1,CAMK1,TGM1,0.31721513973376175,0.6290924247693676,0.17988482897511524,56.70751690038891,0.4498
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2A,TGM1,0.31721513973376175,0.23264393741115696,0.052850265139958094,16.6607007421888,0.4274
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2B,TGM1,0.31721513973376175,0.3375683529601908,-0.011119171305368575,-3.50524609723889,0.7254
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2D,TGM1,0.31721513973376175,0.2969082137972979,0.0911186584494761,28.724561673176087,0.6404
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2G,TGM1,0.31721513973376175,0.34677557317168095,0.01488403695760989,4.69209539308308,0.9006
S100→CALM→Target,S100B,CALM1,,TGM2,0.07020086287325222,-0.056304353071630044,0.12650521594487407,180.2046453093881,0.1284
S100→CALM→CAMK→Target,S100B,CALM1,CAMK1,TGM2,0.07020086287325222,-1.9745160016434131,-1.0447977773684145,-500.0,0.0646
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2A,TGM2,0.07020086287325222,0.35888331600534656,-0.3315303993967919,-472.2597213589391,0.064
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2B,TGM2,0.07020086287325222,-0.34732361830570996,0.08353258832951639,118.9908284750497,0.4172
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2D,TGM2,0.07020086287325222,-0.05014481551253776,-0.2920056857023268,-415.95740244609755,0.553
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2G,TGM2,0.07020086287325222,-0.4316359220814782,-0.11651710514433061,-165.97674213022486,0.3122
S100→CALM→Target,S100B,CALM1,,TGM3,0.17731116627661778,0.23909832183950308,-0.0617871555628809,-34.84673687526742,0.5192
S100→CALM→CAMK→Target,S100B,CALM1,CAMK1,TGM3,0.17731116627661778,1.2862167058201757,0.5703369391167982,321.65878274526307,0.2084
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2A,TGM3,0.17731116627661778,0.09933257555034856,0.11160397367351213,62.942439563790444,0.3344
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2B,TGM3,0.17731116627661778,0.21153396528674484,0.007911923104600233,4.462168554154723,0.942
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2D,TGM3,0.17731116627661778,0.22160626000542397,0.8292475630197336,467.67926715120103,0.122
S100→CALM→CAMK→Target,S100B,CALM1,CAMK2G,TGM3,0.17731116627661778,0.17048937463003613,-0.021298810374346926,-12.012108893987701,0.9978
S100→CALM→Target,S100B,CALM2,,LOX,0.01979718925797447,-0.12832473805808206,0.14812192731605744,500.0,0.1888
S100→CALM→CAMK→Target,S100B,CALM2,CAMK1,LOX,0.01979718925797447,-0.258323019810456,-0.2932282726405066,-500.0,0.0938
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2A,LOX,0.01979718925797447,-0.2460979413394574,-0.057516357505769916,-290.52789644167217,0.7634
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2B,LOX,0.01979718925797447,-0.19369194151597854,0.09734401352001272,491.70623289769156,0.2656
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2D,LOX,0.01979718925797447,-0.4801558772007361,-0.1975872514661338,-500.0,0.1192
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2G,LOX,0.01979718925797447,0.03864502417359815,0.37256890213176896,500.0,0.0944
S100→CALM→Target,S100B,CALM2,,LOXL2,0.11863239797836124,-0.10825887953018358,0.22689127750854604,191.25574579545412,0.1118
S100→CALM→CAMK→Target,S100B,CALM2,CAMK1,LOXL2,0.11863239797836124,-0.3137292905191357,-0.4634656157055339,-390.67373129393445,0.0284
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2A,LOXL2,0.11863239797836124,-1.0807145940996663,-0.4749137238296719,-400.32380017834333,0.3656
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2B,LOXL2,0.11863239797836124,-0.1964843466628863,0.13138425098615406,110.74904766750038,0.2112
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2D,LOXL2,0.11863239797836124,-0.6801415561217455,-0.32116749672633915,-270.72494714717027,0.0504
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2G,LOXL2,0.11863239797836124,0.15408418116588804,0.5853806389794254,493.4407876389718,0.023
S100→CALM→Target,S100B,CALM2,,LOXL3,0.07996816979422837,0.019580649438140706,0.06038752035608799,75.51444594952629,0.3278
S100→CALM→CAMK→Target,S100B,CALM2,CAMK1,LOXL3,0.07996816979422837,-0.02833419997545077,-0.10807826332766822,-135.15160295123906,0.22
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2A,LOXL3,0.07996816979422837,-0.0021745356617700255,-0.010624479668954944,-13.28588574215657,0.836
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2B,LOXL3,0.07996816979422837,-0.004928032842236765,0.03649802000165828,45.64068440677567,0.343
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2D,LOXL3,0.07996816979422837,-0.10966261965949635,-0.07258260986713214,-90.76437544325383,0.2514
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2G,LOXL3,0.07996816979422837,0.0811655157084102,0.13741773185499997,171.8405363141348,0.2086
S100→CALM→Target,S100B,CALM2,,LOXL4,0.04082094319314121,0.00012511390963404438,0.04069582928350739,99.69350558843814,0.3252
S100→CALM→CAMK→Target,S100B,CALM2,CAMK1,LOXL4,0.04082094319314121,-0.018801041610434527,-0.04269044033556228,-104.57974999150727,0.4126
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2A,LOXL4,0.04082094319314121,0.09392178730681129,0.045807049903151105,112.21457986999101,0.8894
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2B,LOXL4,0.04082094319314121,-0.011520861259960357,0.017343039083703927,42.48564027941894,0.4314
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2D,LOXL4,0.04082094319314121,-0.048869095885711145,-0.027514992774110986,-67.4041083370511,0.4656
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2G,LOXL4,0.04082094319314121,0.024654405074725324,0.05473356946372046,134.08207939917682,0.3962
S100→CALM→Target,S100B,CALM2,,TGM1,0.31721513973376175,0.38674011412001463,-0.06952497438625344,-21.917293873364827,0.4042
S100→CALM→CAMK→Target,S100B,CALM2,CAMK1,TGM1,0.31721513973376175,0.39805424166219955,0.025520507124461883,8.045173110552419,0.8476
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2A,TGM1,0.31721513973376175,0.21333865161259394,-0.0846832745626549,-26.695848954034624,0.5972
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2B,TGM1,0.31721513973376175,0.39595400836317,-0.01372121489571455,-4.325523336380082,0.9326
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2D,TGM1,0.31721513973376175,0.41367268910547444,0.015125248661190312,4.7681358064703065,0.8204
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2G,TGM1,0.31721513973376175,0.3718431738349425,-0.03324037007030506,-10.478809459789233,0.8664
S100→CALM→Target,S100B,CALM2,,TGM2,0.07020086287325222,-0.10163213475340573,0.1718329976266588,244.77334122930023,0.4724
S100→CALM→CAMK→Target,S100B,CALM2,CAMK1,TGM2,0.07020086287325222,-0.41784643398148574,-0.7132630639188048,-500.0,0.0896
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2A,TGM2,0.07020086287325222,-0.05489823234906429,0.022823220931724834,32.51131111156311,0.808
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2B,TGM2,0.07020086287325222,-0.26702985138736574,0.24630818992533196,350.86205474431534,0.2098
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2D,TGM2,0.07020086287325222,-0.9507517865563083,-0.47686290239815643,-500.0,0.1104
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2G,TGM2,0.07020086287325222,0.30517582059694087,0.9077331804128977,500.0,0.064
S100→CALM→Target,S100B,CALM2,,TGM3,0.17731116627661778,0.07468421139805546,0.10262695487856278,57.87957805119706,0.5894
S100→CALM→CAMK→Target,S100B,CALM2,CAMK1,TGM3,0.17731116627661778,0.024037365553177335,-0.11424064165765418,-64.42946829385286,0.93
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2A,TGM3,0.17731116627661778,-1.791072268878845,-0.911170909412485,-500.0,0.2124
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2B,TGM3,0.17731116627661778,0.08414592417163062,-0.014090263120199157,-7.946630444140988,0.7644
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2D,TGM3,0.17731116627661778,-0.09893672836683984,-0.09750496891408826,-54.990879007571195,0.9554
S100→CALM→CAMK→Target,S100B,CALM2,CAMK2G,TGM3,0.17731116627661778,0.13611731809151523,0.13707910228420628,77.3099095577282,0.9062
S100→CALM→Target,S100A12,CALM1,,LOX,-0.13670164735131873,-0.13867145004814502,0.0019698026968274556,-1.4409502262727878,1.0906
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK1,LOX,-0.13670164735131873,-0.13103216068168577,-0.0017557916104804286,1.2843968192776067,1.0252
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2A,LOX,-0.13670164735131873,-0.20094561217421522,-0.016984720102470322,12.424663807320588,0.9934
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2B,LOX,-0.13670164735131873,-0.11956256021593709,0.006094226993995625,-4.4580494178930135,0.9958
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2D,LOX,-0.13670164735131873,-0.152107685568495,-0.012755201562118961,9.330686066524505,1.0874
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2G,LOX,-0.13670164735131873,-0.11090457476049118,-0.001468685675566735,1.0743730628148622,0.964
S100→CALM→Target,S100A12,CALM1,,LOXL2,-0.23987728629725896,-0.24341395150583317,0.003536665208576298,-1.4743643565292037,1.0614
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK1,LOXL2,-0.23987728629725896,-0.22504981041857552,-0.004220759720956813,1.7595495539024872,1.0412
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2A,LOXL2,-0.23987728629725896,-0.3002628986374037,-0.015505041291364305,6.463738826922638,1.0026
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2B,LOXL2,-0.23987728629725896,-0.21355440190740685,0.00952283857351942,-3.9698792330502686,1.0048
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2D,LOXL2,-0.23987728629725896,-0.22211517887817372,0.020219215231822386,-8.428982811972652,1.025
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2G,LOXL2,-0.23987728629725896,-0.19645996502152155,-0.0024835580757956157,1.0353452442837623,0.9622
S100→CALM→Target,S100A12,CALM1,,LOXL3,-0.2403107015306644,-0.2428386018919199,0.002527900361257155,-1.0519299994364117,1.0276
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK1,LOXL3,-0.2403107015306644,-0.23414865228228762,-0.0019972722445991188,0.8311208081360707,1.083
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2A,LOXL3,-0.2403107015306644,-0.26957074776690704,-0.007290953421514671,3.033969513248798,0.9924
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2B,LOXL3,-0.2403107015306644,-0.23444480389206018,0.0026769587768871845,-1.113957372616465,1.0406
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2D,LOXL3,-0.2403107015306644,-0.25794656247518605,-0.014342192955775731,5.968187377600254,1.119
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2G,LOXL3,-0.2403107015306644,-0.23070007285409028,-0.0006420486113624673,0.26717437353930734,1.009
S100→CALM→Target,S100A12,CALM1,,LOXL4,-0.12102540955441587,-0.12189237013681392,0.0008669605823986417,-0.7163459190847323,1.0582
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK1,LOXL4,-0.12102540955441587,-0.11566856811014893,-0.0014304601985215433,1.181950305963125,1.0888
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2A,LOXL4,-0.12102540955441587,-0.1383721344754519,-0.00449470815969842,3.7138549468634463,1.0022
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2B,LOXL4,-0.12102540955441587,-0.11712655777121796,0.0015199178299611018,-1.2558667105999015,1.039
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2D,LOXL4,-0.12102540955441587,-0.13464886141474897,-0.01210991108551353,10.006089737765876,1.1302
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2G,LOXL4,-0.12102540955441587,-0.11514747594846345,-0.0003567606860700271,0.29478163914795025,0.9878
S100→CALM→Target,S100A12,CALM1,,TGM1,-0.006758044399053684,-0.015050956685115307,0.00829291228606666,-122.71171653189938,1.0338
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK1,TGM1,-0.006758044399053684,0.02400919688412832,-0.008977469847138398,132.84123804211018,1.0788
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2A,TGM1,-0.006758044399053684,0.039418096625935824,0.014855946561945464,-219.8261166207448,1.0694
