Gene_Symbol,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,reconstruction_error
Chl1,0.15226546,0.25572756,-2.5122886,-1.3204199,0.2225521,-0.31370828,1.6235417,-0.13322116,0.31094217
Cilp,0.304412,0.4316542,-1.3149055,0.12828657,0.64406556,-0.7413251,-0.5554804,0.119470924,0.41943917
Cilp2,-0.29216087,1.4991395,-3.2626894,-4.281473,1.6750898,-0.30788478,0.019947812,0.6048769,2.811701
Clec10a,0.28350306,0.5016822,-1.031635,-0.45309335,0.48714006,-0.3895148,-0.13928567,0.07743037,0.012247133
Clec1a,0.17304602,0.47684628,-0.87082314,-0.61772156,0.38175797,-0.11923085,-0.10898796,0.1942935,0.0041882754
Clec2l,0.15366581,-0.03747291,-3.1046655,-1.6073153,0.24555309,-0.2694321,2.301339,-0.082236156,0.28750056
Clec3b,0.05836486,0.53808415,-0.7984787,-0.7602658,0.2784121,0.095215224,-0.12562734,0.386062,0.025553597
Coch,0.24583745,0.63736445,-0.6536231,-0.46276873,0.6177417,-0.319176,-0.72448057,0.34892955,0.037748426
Col11a1,-0.049855437,1.7900926,-2.7581882,-2.4775586,1.775757,-0.77221316,0.037685968,0.44480574,0.52385587
Col11a2,2.2290552,-0.87659806,-2.2880318,-3.4580486,0.045795,1.2478635,-3.2250931,1.4535787,4.0024595
Col12a1,2.1046395,-0.31443343,0.16294861,-3.2323556,-0.25885618,0.64515615,-4.259789,2.3497813,2.0901432
Col14a1,-2.9020236,11.956694,-17.991356,-15.270786,9.715234,-2.6299427,2.3905458,3.4766905,0.5235501
Col15a1,-0.84610504,3.7852058,-5.3973527,-4.376261,2.9975593,-0.8472231,0.684485,0.9668385,0.30584174
Col18a1,0.54560125,0.88090104,-1.0711269,-0.65244484,0.79255986,-0.8949316,-0.95377964,0.52655745,0.2585815
Col1a1,0.22916213,1.740859,-1.4018598,-3.3479404,1.3351933,-0.11757897,-1.5503279,0.92812705,2.1436741
Col1a2,1.1251221,3.3189697,-1.1378067,-2.875434,2.4748824,-1.1172351,-3.7285078,1.740666,2.2384338
Col25a1,0.12836802,0.19392738,-1.390721,-0.56760645,0.2983032,-0.22260618,0.61764896,-0.01629065,0.08220485
Col2a1,2.4539986,-0.19460401,-1.4229052,-3.784027,-0.49370775,0.3716471,-1.9859017,2.4330986,3.9498103
Col3a1,-1.0690942,4.514487,-5.660968,-5.38864,3.0799031,-0.8289531,0.43004012,0.9598082,1.261582
Col4a1,3.0524545,-0.687401,-0.40515512,-1.2807202,-0.30467078,-1.3444928,-4.094074,2.8181114,0.40129456
Col4a2,2.389056,0.16383052,-0.08837797,-1.3942907,0.11917496,-1.4805428,-3.6416566,2.4438906,0.28087485
Col4a3,1.0370635,-0.41588858,-1.17647,-0.4631612,0.17388642,-0.065129034,-1.6333562,0.6449255,0.62006617
Col4a4,0.22184196,0.35168087,-0.9952227,-0.07201277,0.5737439,-0.44528165,-0.45331544,0.13277376,0.10508926
Col4a5,0.22149444,0.52897346,-0.8439107,-0.526182,0.50004417,-0.27719098,-0.3249938,0.2072066,0.008388245
Col5a1,0.24808753,1.3082093,-1.9550581,-2.1162562,-0.17019235,-0.65380794,0.83038414,0.78766483,1.8903742
Col5a2,1.3581485,-0.08945263,-1.2149858,-2.584782,0.07715922,0.22405067,-1.205708,1.3065939,2.073012
Col6a1,1.0868685,4.737179,-2.8054237,-2.0342326,3.645866,-2.1463606,-3.4538522,1.5939108,1.1969106
Col6a2,0.811785,2.3172698,-1.9457898,-0.9952034,2.1397564,-1.4682341,-2.3969314,0.72255754,1.3355585
Col6a3,0.50463915,1.429409,-0.4973967,-0.76547635,1.0809236,-0.6691851,-1.7037889,0.9244142,0.04405315
Col6a5,0.3177869,0.45099157,-1.3838319,0.16383627,0.66296315,-0.7958083,-0.57411975,0.10925602,0.50844395
Col6a6,0.348509,2.3011527,-3.3125544,-0.667141,2.3237438,-1.8832456,-0.4431566,0.34281,1.0763792
Col8a2,1.6595622,-0.7815901,-1.1395695,-1.5179007,-0.18019958,0.46260408,-1.9329109,1.1371603,0.67813265
Colec11,0.09152419,0.7418736,-1.1909231,-1.0139415,0.36739764,-0.30478662,0.17158571,0.32695168,0.06897355
Colec12,0.016813532,0.50111026,-1.2382456,-0.8658519,0.14297916,0.017136462,0.4213816,0.3647616,0.06357196
Comp,4.488636,-2.1218877,-0.5811563,-1.2996645,-1.3790451,-0.49661192,-3.6482365,2.88748,0.992835
Cpn2,0.20869172,0.3663127,-0.8745924,-0.371,0.24700695,-0.3363262,-0.00075676665,0.20036252,0.09823198
Creld1,0.030990943,0.28792486,-1.822729,-1.0570917,0.1264747,-0.16784646,1.1085699,0.12572348,0.030145189
Creld2,0.04040741,0.29465878,-1.690926,-0.98344815,0.13639249,-0.14150245,0.9367199,0.13445404,0.024058947
Crlf3,0.13680732,0.531146,-0.6112336,-0.66036355,0.43818825,-0.033082098,-0.43389642,0.41322464,0.014680791
Crp,0.6533345,2.0809853,-0.29880545,-1.1351722,1.4547311,-0.8320679,-2.7526162,1.300679,0.87809247
Cspg4,-0.13244756,0.8463663,-2.4869394,-1.8645853,0.16667359,-0.62281585,1.6927007,0.35650736,0.08996334
Cspg5,0.16929495,0.30126882,-1.1655229,-0.561339,0.3363105,-0.22044383,0.31679535,0.034259275,0.017140182
Cst3,-0.21107495,1.4978808,-2.8005981,-2.5077388,1.2706194,-0.37433833,0.62936294,0.68195564,0.23835392
Cstb,3.0182896,-1.1347413,-0.3696813,-0.7076851,-1.0333736,-0.25177935,-1.9439157,1.8075122,0.17131095
Ctsa,0.21892247,0.6189578,-0.59071845,-0.5164435,0.57691115,-0.21858753,-0.71744925,0.3815727,0.047060236
Ctsb,2.5150437,-0.8423935,-1.495247,-0.45120764,-0.21320489,-1.4989781,-2.8859959,1.9342098,0.8334309
Ctsc,0.721455,-0.11646231,-0.3868447,-0.4805745,-0.19077913,-0.1742263,-0.19125642,0.9393447,0.5629401
Ctsd,3.4382813,-0.33885285,-1.232427,-1.0295357,-0.33720443,-2.4474063,-4.5980144,3.0030775,1.1767253
Ctsf,3.8685641,-1.2589488,-3.3643885,-0.14238581,-0.19416144,-2.3408942,-5.325278,2.486913,4.697848
Ctsh,0.46127516,2.857701,-2.2788208,-0.79121614,2.5212462,-0.7944164,-1.3477069,0.88375974,0.59421307
Ctsl,-0.38846555,1.7752714,-3.9814363,-3.1710405,2.1305997,-0.8216169,0.537732,0.12859398,0.41219023
Ctss,1.80664,0.22457123,-0.65024567,-0.78092587,0.43346295,-1.6675638,-2.115331,1.613279,0.70686746
Ctsz,0.34390247,2.0743449,-1.6005518,-0.6250417,1.871324,-0.9635812,-1.3712525,0.55861086,0.28873068
Cx3cl1,0.22919798,0.50761765,-0.96544373,-0.55846417,0.4819369,-0.33299476,-0.18926336,0.2085426,0.037491057
Cxcl12,0.30955714,0.43638107,-1.3327659,0.13809177,0.64847267,-0.75681406,-0.5599666,0.118738346,0.4432191
Cyr61,2.2295961,-0.80488294,-0.2750932,-0.5123341,-0.30465788,-0.7695994,-1.1031764,1.4014089,1.426562
DCN,-1.274684,0.43037072,-4.8863435,-2.0557644,0.5546494,-3.1017184,-0.5756892,4.004514,0.2671765
DPT,0.14014348,0.76150495,-1.945404,-2.784444,-0.5012677,-1.5268673,-0.754769,-0.062385753,0.51667726
DSP,0.92516303,1.8008498,-2.416159,-2.3737638,-0.61812735,1.9586009,-2.078913,0.4602912,1.2225533
Dcn,0.11653199,2.4819067,-2.4302516,-1.3725,1.9017556,-0.7678136,-0.6369752,0.30967206,0.06911715
Dpt,1.4502236,-0.23299024,-0.5116337,-0.9072143,-0.24626043,-0.24279496,-0.7113022,0.9749618,0.58896327
Dsp,0.06291834,0.3239784,-2.1631176,-1.2824181,0.119938865,-0.18791601,1.3428946,0.066945046,0.19530463
EBI3,1.5895164,0.886714,-7.575838,-3.2201667,1.8935312,-2.5444548,-2.0480783,2.2861521,0.5033899
ECM1,0.7141728,0.41440457,-1.0678393,-0.39839298,1.4050504,-1.7371078,0.58431774,0.48642164,0.35871574
ECM2,0.19170192,0.89582986,-1.1825604,-0.46275905,-0.2836917,-0.09194637,-0.5624658,-0.24181671,0.029994922
EDIL3,0.1055743,0.7162419,-1.1767716,-0.61074555,-0.036493104,0.42642257,-0.7022573,-0.05460979,0.018142955
EFEMP1,0.085199304,-0.018136576,-0.75868887,-3.7162302,0.9427065,-2.357248,-0.50072503,0.6365921,0.6803214
EFEMP2,0.558143,1.2417964,-3.6139176,-2.0941536,2.3545337,3.7894366,-1.1172887,0.41579717,0.059660405
EGF,0.13678011,1.1598564,-0.54879487,-0.36073706,0.73927045,0.03182792,0.40550834,0.03093806,0.030151732
EGFL7,0.11961595,0.15719266,-0.8858793,-0.53397274,0.59681076,0.0025177374,-0.17264101,0.15100314,0.00385576
EGFLAM,0.102673806,0.63693935,-0.80524886,-0.78568435,0.21193029,-0.10063866,-0.041970566,0.3479873,0.023270022
EGLN1,-0.027295433,0.62499505,-0.80743635,-0.89743185,0.21392906,0.2288697,-0.116200104,0.5581852,0.068733014
ELANE,-0.58282465,0.76732045,-6.5161896,-1.2121067,1.1062155,-1.1315695,-2.196961,-0.6769954,0.6963463
ELN,2.1384802,0.2735321,-6.9986887,-2.070487,3.2575626,-5.9400887,-1.2807505,0.7784925,0.81899196
EMID1,0.1851053,0.36506245,-0.92293394,-0.5389415,0.49227163,-0.1520862,-0.1414401,0.14438477,0.0036203272
EMILIN1,0.84111375,1.1746578,-3.6050744,-1.2947847,0.22895315,-0.92338836,-1.2220848,0.95481694,0.06623434
EMILIN2,1.2550381,1.2424034,-2.820223,-3.7094018,1.3322502,-0.99047685,0.67154396,2.2937968,0.23261335
EMILIN3,0.30958548,1.0563985,-1.3533791,-1.1031684,-0.44811788,0.548857,-0.89956445,-0.30473006,0.19465439
EPYC,0.44070515,0.013181042,-0.90902555,-0.79849195,1.486723,-1.782869,0.795091,0.56047416,0.061037645
Ecm1,-0.47465023,1.9023592,-2.5768323,-1.7841005,1.0771828,-0.80318993,0.64888847,0.30175877,0.28382015
Edil3,0.4099646,1.0838269,-0.69127226,-0.6700086,0.89471483,-0.5867657,-1.1964301,0.673353,0.028129943
Efemp1,-0.7173998,3.2878127,-4.5570583,-3.9492812,2.2266762,-0.3670085,0.5028286,1.2828021,0.34525037
Efemp2,0.048339806,0.8684277,-1.2054,-0.59270823,0.59138703,-0.36488265,0.09947018,0.13455555,0.031135798
Egfl7,0.24111459,0.39989573,-0.92082405,-0.2957995,0.5130233,-0.30767894,-0.33643335,0.07399107,0.022578098
Egln1,-0.047988065,0.52449995,-2.1664755,-1.470246,0.16930336,-0.49713394,1.3725725,0.17522497,0.06524166
Elfn1,0.13534981,0.22826979,-1.664027,-0.7510401,0.28150964,-0.2520473,0.8595513,-0.049795315,0.007911019
Elfn2,0.137741,0.20109421,-1.897612,-0.90756905,0.26257718,-0.2559213,1.0759096,-0.06397812,0.0076194284
Eln,-1.7904457,6.2221,-9.489931,-7.901999,4.405393,-1.6618489,1.7454683,1.4200277,1.5591127
Emilin1,-0.25819665,1.5598347,-2.1339698,-2.1667955,0.98204947,-0.28946617,0.3929054,0.66350174,0.12852359
Emilin2,-0.2944316,1.3528199,-1.5177221,-1.6312811,0.32418802,-0.06347141,0.423312,0.8118768,0.12199723
F10,0.2825871,-0.066055335,-1.5927576,-0.96817243,3.088007,-3.9762287,0.95032185,0.36361176,0.051992435
F12,0.16848773,-0.2050558,-2.9043868,-2.513806,2.6661766,1.0273795,-0.0221867,0.51059026,0.5436548
F13A1,0.67998886,-0.8716834,-5.445874,-3.8878427,2.491733,-4.2303867,-0.60586226,1.9781657,0.42641878
F13B,-0.6759605,-3.3227034,-4.0351057,-2.4670916,4.749456,0.35462716,-0.83968145,2.7117097,4.754147
F13a1,-0.65525335,2.262905,-3.876318,-2.9887037,1.993791,-0.9078554,0.81202203,0.6266863,0.4694017
F13b,-0.116310254,1.2868456,-1.6873163,-1.2592971,0.3869126,-0.13184053,0.34806067,0.63679314,0.26435813
F2,1.8901585,-1.347462,-1.2548877,-2.1570802,3.1231174,-3.901346,0.50482607,0.79155856,0.78475523
F7,0.15265995,0.5917245,-1.0648096,-0.49858734,0.18250588,0.13542297,-0.38535,0.035564467,0.009993097
F9,-1.5705397,-3.9782066,-3.0858006,-5.9692783,4.742312,-6.8797107,1.0450878,1.3263208,0.6028979
FAM132A,0.12829739,0.18474852,-0.8907914,-0.53463143,0.58295274,-0.017976992,-0.16850491,0.1501258,0.003752705
FAM20C,0.015214495,0.46285146,-0.9114282,-0.23294893,0.37421808,-0.1602401,-0.21812971,-0.09941472,0.024192512
FBLN1,2.2815685,1.7763449,-3.0822818,-0.75563914,1.075857,0.075280674,0.5534929,-0.7764779,0.43175197
FBLN2,0.32232746,0.9130127,-1.1654531,-1.0998555,-0.2239057,0.51058644,-0.7105764,0.25250745,0.08795438
FBLN5,2.3818948,2.858394,-6.4807105,0.06575379,2.1546707,-0.64030325,-0.5524097,3.7933302,0.55937433
FBLN7,0.3667658,1.162724,-3.5371172,-2.1888714,2.2733574,3.5961304,-1.2270083,0.46038103,0.0633617
FBN1,0.22706106,1.140009,-2.7630816,-1.0856129,-0.3844671,-0.40267092,-1.3086897,-0.016953558,0.0856411
FBN2,1.0621089,3.2624884,-0.9237789,0.7267628,1.5613956,0.26544887,2.2899692,0.42613083,0.33286595
FBN3,0.032746285,-1.4636447,-1.3327178,-1.3853223,4.9521437,-5.9253254,2.1623876,1.5939271,3.1440659
FCN1,-0.88277406,-1.1736305,-1.6811267,-4.08607,0.8244039,-3.1144512,-1.0501807,0.8178817,0.40471324
FCN2,2.3263671,-0.91426474,-8.788206,-5.8253536,5.1299996,-8.099102,-0.34443766,3.9200978,0.7485932
FCN3,0.30052722,0.13589326,-0.8492253,-0.65279275,1.160889,-1.2403839,0.5078227,0.41410786,0.033109132
FGA,0.107743956,-1.7916849,-3.918578,-3.8711765,3.5900936,-6.4531503,0.78941065,2.3264346,0.10304818
FGB,0.64142317,-1.6172365,-6.2052603,-4.3405,3.745353,-7.316646,-0.05261763,2.4656596,0.21541521
FGF1,0.071060486,0.5358247,-0.8032429,-0.7491343,0.2842001,0.068027,-0.11915599,0.36524302,0.02209404
FGF12,0.1368241,0.4840662,-0.8318901,-0.6679436,0.34655842,-0.03829918,-0.107052915,0.24423882,0.007458666
FGF2,0.61785674,0.8567004,-3.2537942,-1.1326954,0.3061431,-1.0346475,-1.1090544,0.41559845,0.17605138
FGFBP2,-0.14513195,0.7867752,-1.2839961,-0.32642478,-0.016644437,0.4444022,-0.73422337,-0.49193412,0.01859259
FGG,1.0154424,-2.1064885,-3.272458,-4.0213814,3.5106819,-5.7987885,-0.0053764246,0.93891364,0.13968459
FGL1,3.4272993,1.8429407,-8.568243,-6.8222938,3.8643153,-3.7299316,-0.8533802,5.3481374,0.58698994
FGL2,2.234771,1.3316947,-4.324601,-4.51276,2.2509253,-1.9313835,0.18142462,2.9105523,0.27818754
FLG,0.4266393,2.5985813,-0.48745865,-0.92596304,1.3464286,0.78283304,1.2168944,0.686106,0.30712974
FLG2,2.55877,4.0981216,-2.685746,1.3553468,2.86343,0.9813784,2.256918,0.9681117,0.36266822
FMOD,1.7628431,8.531014,-5.762469,-1.6928608,-1.2544801,-7.685749,1.7805207,5.0816674,1.6645147
FN1,1.0794379,0.4886066,-5.4542584,-1.7424744,1.6318178,-2.918878,-1.0488664,2.34009,0.062398728
FNDC1,0.05219882,2.0977147,-2.9421458,-2.1490629,2.0615103,5.15504,-1.5655538,-0.10391007,0.11687968
FRAS1,0.51716876,2.6760721,-1.0140839,-1.0269738,1.5198907,1.1833535,1.0864878,0.29015344,0.45673934
FREM1,0.8042111,2.7767031,-2.0104265,-1.2226291,0.05987652,-1.1557549,0.49475354,0.5244031,0.7987982
FREM2,0.335924,2.2723477,-1.003386,-0.91939294,1.8731145,1.921995,0.6033278,-0.021636114,0.11245337
FRZB,0.26502398,1.0243912,-1.6202997,-0.93642104,-0.27223018,0.886203,-1.1839315,-0.08919044,0.06813444
FSTL1,-0.03544894,0.68446136,-1.0903414,-0.52252156,-0.04127701,0.4783859,-0.7003059,-0.19268419,0.011389716
FSTL3,0.23946229,0.5584031,-1.0280005,-0.5994055,0.26292753,0.031725906,-0.29063714,0.17134948,0.009812269
Fam20b,0.054458052,0.54069084,-0.79683614,-0.7648423,0.27507877,0.101773925,-0.12652516,0.39308795,0.026843823
Fbln1,-0.30660048,1.1560615,-1.3829167,-1.349847,0.41678455,-0.030098237,0.33405578,0.66651607,0.078577936
Fbln2,-0.6737138,1.8610216,-2.6403925,-2.304972,1.0329025,-0.32617602,0.6120321,0.53730434,0.34064367
Fbln5,-2.05764,5.206181,-10.508092,-8.840935,3.9425623,-1.6170994,2.884071,2.1623352,1.1540227
Fbn1,-0.39708713,1.9583786,-3.3450456,-3.1785605,1.8477391,-0.1865257,0.20664394,0.2325933,0.7425055
Fbn2,-2.18446,7.307113,-12.09701,-11.627977,5.237838,-2.3846402,2.4291892,2.6944532,5.698862
Fcn1,0.14119825,0.4802588,-0.8339547,-0.662598,0.35093173,-0.046600938,-0.105758056,0.23598677,0.0068950625
Fga,0.23951164,2.9068658,-2.4524162,-1.711154,2.4011896,-0.18473631,-1.1592724,0.7936145,0.21049047
Fgb,0.15126869,2.3678048,-2.1684124,-0.9889847,2.4200058,0.13534144,-1.6673001,0.6303009,0.66891587
Fgf1,0.235293,0.0999033,-2.173937,-1.114874,0.16698529,-0.061797988,1.6144621,0.22616735,0.16382933
Fgf12,0.16412276,0.07506794,-3.5110536,-1.9257591,0.18837693,-0.32382253,2.6127398,-0.15986915,0.16152287
Fgf13,0.15916407,0.45374304,-2.246576,-1.2010927,0.30989605,-0.4293983,1.3497077,-0.0450031,0.24764732
Fgf2,0.34579694,0.26690853,-0.8000058,-0.5400313,0.33307892,-0.15734494,-0.28482413,0.18787085,0.012632683
Fgfbp1,1.4270715,-0.49691892,-0.29074186,-0.42717963,-0.16533576,-0.5402543,-0.70666623,0.9691082,0.50025827
Fgg,1.6519514,8.00328,-3.1678762,-2.670008,5.925257,-2.18394,-6.966145,3.451551,0.9016686
Fgl2,-0.21420968,1.2925586,-1.5863231,-1.8424729,0.20746623,-0.23479164,0.40603054,0.8303344,0.23526366
Fmod,0.0888078,3.5951462,-3.032088,-2.2241077,3.3205261,-0.34281632,-1.9296465,0.5740024,0.3883614
Fn1,-0.3666595,3.9045432,-5.00098,-3.906475,3.1647878,-0.7852054,-0.1311095,0.9175662,0.09995089
Fstl1,0.13655981,0.10422422,-2.1859221,-1.100295,0.23429225,-0.2368108,1.3538569,-0.06545873,0.02529335
GAS6,0.575319,0.65407854,-2.1561022,-3.9941535,1.2834914,-1.4113486,0.5772786,1.9142028,0.2791249
GDF10,0.49688458,0.58627206,-1.1087176,-1.0263075,0.24534309,0.10246941,-0.26864046,0.5427906,0.024425475
GDF15,1.0997348,0.72944343,-6.8843684,-2.4416666,1.7219499,-1.8804977,-1.9468107,1.7532974,0.5645734
GDF5,0.32358292,0.55944794,-1.0438862,-0.7359971,0.2937447,-0.01219254,-0.24536721,0.27855426,0.0069202636
GDF6,0.14573583,0.6755057,-1.154765,-0.6098157,0.054584444,0.2965916,-0.562382,-0.0075223446,0.015687147
GLDN,0.23455662,0.5309705,-0.9875921,-0.5688675,0.33609027,-0.089057,-0.21641387,0.15619174,0.00611806
GPC1,-1.054589,-0.8392802,-1.1521171,-1.4664062,-0.06093492,-0.9579374,-0.27928275,1.7492527,0.126766
GPC4,0.95423883,0.6527437,-4.5863028,-1.9918755,1.1335661,-1.0492194,-1.2530645,1.5549189,0.5208761
GPC6,-0.82570505,1.3193245,-2.903946,-0.055476695,1.4956945,-1.490304,1.001815,3.193773,0.12280742
GREM1,0.5244836,0.48360896,-0.9727725,-0.998793,0.526524,-0.32978934,0.013089523,0.5674296,0.016095482
Gas6,0.19044912,0.5308469,-0.9832716,-0.6581813,0.41347158,-0.24247095,-0.04708725,0.17537984,0.011394073
Gpc1,0.6357525,0.025144938,-1.691882,-0.6588985,-0.13810796,-0.08203119,1.5493683,0.24657582,0.31721866
Gpc4,0.0023037344,0.23009413,-1.6284884,-0.71938455,0.28090116,-0.110196434,0.6906358,-0.07917552,0.24642576
Gpc5,0.13985434,0.18371376,-2.0797596,-1.0296576,0.24810986,-0.26038006,1.243968,-0.076002136,0.01225402
Gpc6,0.13061702,0.21064886,-1.4630737,-0.61607057,0.29461348,-0.23324582,0.68047535,-0.027218714,0.03994396
Grip1,0.14093721,0.05956097,-2.5949106,-1.3743862,0.20136985,-0.2446953,1.7321801,-0.091030434,0.025824787
HABP2,-0.30386695,0.7748301,-1.2075225,-0.03248459,0.2523984,0.23330933,-0.4377966,-0.57298803,0.017569156
HAPLN1,0.36565644,1.4136889,-1.5665973,-0.46573818,-0.3711873,-0.50141364,-0.5619848,-0.34013957,0.042715926
HAPLN3,0.09569042,1.5536613,-3.9147756,-2.1430066,2.1533833,4.63655,-1.9188967,0.1812313,0.07500859
HCFC1,1.474275,1.2012832,-2.3183887,-2.4944768,1.5911996,0.15131304,0.99044603,2.089995,0.31391826
HCFC2,0.2168855,0.4659358,-0.94091547,-0.54135275,0.44154167,-0.22711128,-0.12629919,0.1411731,0.004528574
HGF,0.106771834,0.49179196,-0.9377949,-0.36985844,0.39638996,-0.21018445,-0.1760155,-0.026082233,0.008460732
HGFAC,0.04294969,0.34710914,-0.8698031,-0.29996243,0.6005018,-0.43768054,-0.022155961,0.012740403,0.018038318
HHIP,0.058757693,0.7384837,-1.1862353,-0.5761243,-0.0676675,0.44968668,-0.7423432,-0.10754441,0.019983783
HMCN1,0.4809816,1.2433486,-1.2707487,-0.7651541,-0.0688453,-1.1937101,-0.021484114,0.2988239,0.07240873
HMCN2,0.3271313,0.67576015,-0.90210664,-0.4881138,0.29343584,-0.8918376,0.026215281,0.20907356,0.021543097
HPX,2.4307826,-1.3953393,-5.5909534,-2.717632,4.6073227,-7.309887,-0.45173168,1.1984752,0.5940795
HRG,-0.4026665,-2.221985,-1.5949451,-3.503297,2.5856519,-3.785761,0.14855157,0.30908185,0.27857685
HRNR,0.11853043,1.7044626,-0.44823277,-0.029033795,1.3239313,0.064303346,0.8894599,0.4854027,0.19354156
HSPG2,-0.29333538,0.8270579,-0.37091267,-0.7907622,-0.004205933,-0.3502139,-0.10712246,1.2130958,0.2858966
HTRA1,1.7979909,0.5972044,-6.211356,-1.6411136,2.2083404,-1.6853851,-1.2703005,1.9405155,0.32121232
HTRA3,0.082305856,0.2648017,-0.86951554,-0.3920632,0.83189213,-0.67846066,0.15492421,0.13505064,0.019405358
HTRA4,0.16448042,0.6958743,-1.018728,-0.4123972,0.32211465,-0.40739998,-0.12519154,0.014407709,0.012633884
HYAL1,0.45479023,0.5517081,-1.0517669,-0.93021536,0.32442936,-0.0316709,-0.1943345,0.4770462,0.015477186
HYAL2,0.15416417,0.26685205,-0.9054271,-0.53659403,0.54166234,-0.07904185,-0.1561813,0.14751172,0.0034131797
Habp2,0.119316734,0.4974159,-0.824106,-0.68886775,0.33041728,-0.0071091577,-0.111619994,0.2764474,0.01023645
Hapln1,0.46494198,1.3095436,-0.49794805,-0.71937007,1.0213056,-0.6099813,-1.5987086,0.849703,0.06028679
Hapln2,1.6000072,5.562806,-0.70267904,-2.4317517,3.3117778,-1.9705794,-6.905284,3.2371345,0.41610026
Hapln4,0.32187355,0.83150786,-0.6758113,-0.55263776,0.769573,-0.4558484,-0.9729669,0.5161985,0.012973891
Hcfc1,-0.0024723448,0.7743784,-1.8383641,-1.3534238,0.22113225,-0.5069965,0.9131204,0.33803263,0.09522309
Hgfac,0.13130862,0.48886707,-0.82928693,-0.67468405,0.34104404,-0.027831353,-0.108685695,0.2546439,0.008262915
Hmcn1,0.04513301,0.8679013,-1.3182253,-1.1846238,0.34695166,-0.3549763,0.27239406,0.41339278,0.11603031
Hmcn2,0.41671446,0.10590643,-3.2794602,-2.7199185,0.27763703,-0.5827479,1.4248576,0.5443376,0.8950546
Hpx,1.7719404,-0.6969466,-0.46466786,-0.35974234,-0.49797395,-0.4320832,-1.2757831,1.1905491,0.25140333
Hrg,0.4147594,0.60355574,-1.7828634,0.34436575,0.8253554,-1.1098408,-0.65020996,0.073005676,0.91302764
Hspg2,0.30897626,0.92478985,-0.42336398,-0.69765383,0.7785854,-0.24526995,-1.2965862,0.69500834,0.0573968
Htra1,1.8324119,5.5153894,-1.2009921,-1.8712935,3.359719,-2.7663498,-6.2035594,3.087937,0.119973786
IBSP,0.24246496,0.54108006,-1.0058917,-0.59773064,0.3416734,-0.111887716,-0.20817755,0.14551944,0.006199285
IGF2,-0.04103501,0.629227,-1.0574722,-0.25784358,0.13342598,0.16607657,-0.4738093,-0.24763589,0.013424564
IGFALS,1.0690281,-1.095165,-4.804059,-2.7316496,2.961203,-0.84204566,-0.17935114,1.022303,0.9137638
IGFBP2,0.04216481,0.55991143,-1.0237757,-0.3198076,0.2114325,0.10670107,-0.3879922,-0.12684725,0.010854922
IGFBP3,0.17612937,0.57578737,-1.0915833,-0.30737343,0.31566957,-0.13976355,-0.33029222,-0.09120594,0.019886691
IGFBP4,0.23455662,0.5309705,-0.9875921,-0.5688675,0.33609027,-0.089057,-0.21641387,0.15619174,0.00611806
IGFBP5,0.0013807975,0.7301158,-1.2010396,-0.5171309,-0.075062886,0.5162704,-0.7746074,-0.2108636,0.02571455
IGFBP6,-0.31008396,0.2993858,-0.98218167,-0.0541503,0.44271526,0.20494655,-0.3114097,-0.36679196,0.008781653
IGFBP7,1.517867,1.8864666,-5.009238,-0.8848288,0.20170137,-0.54700094,-1.6582006,0.5652922,0.08632304
IHH,0.106771834,0.49179196,-0.9377949,-0.36985844,0.39638996,-0.21018445,-0.1760155,-0.026082233,0.008460732
IL11,0.1916481,0.602392,-1.0844823,-0.5691425,0.15830842,0.18373424,-0.41015613,0.09287405,0.0115427
IL16,0.24103323,0.5488629,-0.95853734,-0.5461832,0.40005955,-0.30126494,-0.10941193,0.14161047,0.00584903
IL17B,0.22112268,1.5102516,-2.4893787,-1.0880512,-0.51157784,1.4984207,-1.8911406,-0.7667225,0.16063565
IL17D,0.23455662,0.5309705,-0.9875921,-0.5688675,0.33609027,-0.089057,-0.21641387,0.15619174,0.00611806
INHA,2.1795406,2.5898604,-3.2388322,0.8022182,2.0101593,0.22550824,0.8072893,1.2851413,0.09096675
INHBA,0.5228498,0.5690524,-1.0889266,-1.0560024,0.31064877,-0.0065711066,-0.19714133,0.56399053,0.020437995
INHBC,1.933067,1.250465,-2.6629562,-4.023912,2.2651496,-0.39989597,0.95249474,2.4246688,0.36184266
INHBE,0.16123259,0.49175662,-0.5628309,-0.6075051,0.89235204,0.018881343,0.17065723,0.3809083,0.17003004
ISM1,0.106771834,0.49179196,-0.9377949,-0.36985844,0.39638996,-0.21018445,-0.1760155,-0.026082233,0.008460732
ISM2,0.04551045,0.5421591,-0.9806725,-0.28903976,0.3440734,-0.12797002,-0.25045478,-0.14410494,0.018179215
ITIH1,1.5267799,2.3302085,-0.6924553,-1.077156,4.118341,-3.0605655,2.444563,0.3433208,0.3779579
ITIH2,1.2603065,0.013011046,-1.7529001,-1.234002,3.2547133,-4.119555,1.4980358,1.1318355,0.07746536
ITIH3,1.0348854,-1.7409972,-3.0303464,-2.5690882,3.5350044,-4.4941144,0.4856301,1.4678373,0.7140939
ITIH4,1.9328126,-0.5829135,-2.485299,-1.9289204,3.5005524,-4.5115013,0.8009124,0.6598071,0.2879023
ITIH5,-0.18267906,1.2755733,-1.2084943,-1.5772531,0.7503803,2.0834548,-1.2372824,-0.29576582,0.2038157
