Gene_Symbol,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,reconstruction_error
VCAN,1.0725882,2.4870775,-3.6712632,0.22650507,0.9608538,0.04745283,-0.023142107,2.2118132,1.6307834
VEGFA,0.39465982,0.83217156,-1.3431693,-1.1160815,-0.10011339,0.57957494,-0.7571128,0.29434133,0.03153221
VEGFB,0.3271313,0.67576015,-0.90210664,-0.4881138,0.29343584,-0.8918376,0.026215281,0.20907356,0.021543097
VIT,0.6772383,1.6382889,-2.2309887,-1.2475858,-0.8215281,0.92570037,-1.7509482,-0.26103437,0.20287274
VTN,3.4824605,-1.1214789,-4.055317,-3.126142,4.65319,-5.5865493,-0.50650924,-0.94376504,0.30842707
VWA1,1.0208552,1.2114354,-3.507294,-0.8977301,0.37907287,-0.48762637,-0.759874,0.71114975,0.25512117
VWA2,0.3271313,0.67576015,-0.90210664,-0.4881138,0.29343584,-0.8918376,0.026215281,0.20907356,0.021543097
VWA3B,-0.038555127,0.12584257,-0.83272517,-1.0123249,0.28714836,-0.45366874,-0.2889802,0.117416725,0.012009822
VWA5A,2.2033339,1.3570931,-2.9362795,-3.1551054,2.5807176,1.2229536,0.7725471,2.4312963,0.16542952
VWA9,2.6724772,3.0750859,-3.7873592,1.0585109,2.3887742,0.3079684,0.9790792,1.5719892,0.14540502
VWF,0.24112612,-0.4168258,-0.970423,-1.2969756,2.1888146,-2.8902564,1.2203171,0.9451428,0.54819965
Vcan,0.42550176,1.192386,-0.62903905,-0.6923442,0.91359746,-0.48766533,-1.4564995,0.83305997,0.08103825
Vtn,1.4599832,-0.4542789,-1.3804438,-0.15358675,0.13826492,-0.9469988,-1.6939015,1.0057683,0.29235214
Vwa1,0.5758785,2.19946,-1.1011838,-1.0482291,1.509954,-1.0956866,-1.6202081,1.0369507,0.34115958
Vwa5a,-0.17693093,0.9767271,-1.0377806,-1.5315775,0.43499732,-0.14589855,-0.25372565,0.9204112,0.26920134
Vwa5b2,0.13369223,0.09651211,-2.0533128,-1.0112576,0.24324352,-0.2258811,1.2350105,-0.051551387,0.05822726
Vwf,0.304765,-0.40605238,-1.6479408,-0.3970514,0.17414425,0.21335506,0.8749731,-0.28928792,0.24448763
WFIKKN2,0.24246496,0.54108006,-1.0058917,-0.59773064,0.3416734,-0.111887716,-0.20817755,0.14551944,0.0061992845
WIF1,0.16856194,0.36946025,-0.86948776,-0.46961242,0.5454386,-0.38935888,-0.025104556,0.16501215,0.016726341
WISP2,0.94474095,-0.5275265,-3.178012,-2.1599452,2.7238042,-4.4867415,0.4254201,0.9869149,1.1010274
WISP3,0.14645457,0.6138436,-1.0996882,-0.5200594,0.1707832,0.1298548,-0.39628762,-0.006065011,0.01807146
WNT11,0.106771834,0.49179196,-0.9377949,-0.36985844,0.39638996,-0.21018445,-0.1760155,-0.026082233,0.008460732
WNT3A,0.22195598,0.48203003,-0.9437845,-0.5417373,0.43344787,-0.2390814,-0.12388346,0.14066069,0.0047386787
WNT4,-0.7532654,-0.9621676,-1.4097127,-3.0994306,0.70953643,-2.288964,-0.8093478,0.5792862,0.20488703
WNT6,1.5032202,1.9077483,-2.4808285,0.4480466,1.4958577,0.13161102,0.5601409,0.8934451,0.039084226
WNT9A,0.21544942,0.46137765,-0.94010293,-0.5412438,0.44383413,-0.22372109,-0.12698337,0.14131823,0.0044723274
Wnt10a,0.12962231,0.15615667,-1.606733,-0.7120553,0.2800363,-0.22137535,0.82004225,-0.026381567,0.08176827
ZP1,1.6109235,2.016374,-2.6015396,0.50444806,1.5777597,0.1465641,0.59949887,0.95582235,0.045580503
ZP2,1.5385884,1.9434195,-2.5204682,0.46656826,1.5227532,0.1365214,0.5730656,0.9139289,0.041143745
ZP3,1.2305971,1.6327907,-2.1752787,0.3052809,1.2885437,0.09376127,0.46051598,0.7355531,0.025630372
ZP4,-0.794737,1.2777376,-2.8162928,-0.060874686,1.4408582,-1.4391812,0.96045023,3.0841038,0.11443286
