,Latent_1,Latent_2,Latent_3,Latent_4,Latent_5,Latent_6,Latent_7,Latent_8,Latent_9,Latent_10
HHIP,-0.14290363,-0.1185857,-0.091267996,-0.054422323,-0.14647602,0.09158489,-0.028904142,-0.35577753,0.2536141,0.39180297
HMCN1,0.20180787,-0.24410689,-0.45531288,-0.3167023,-0.33167624,0.15664466,0.26201555,-0.011089783,0.1427804,0.23831059
HMCN2,0.27672336,-0.3701339,-0.31853476,-0.21460232,-0.024289485,0.07614947,0.13442908,0.18071929,0.2791795,0.0028906174
HPX,2.1954656,-5.8065667,1.3350434,1.0864872,1.1238384,0.24681862,-0.20798783,2.1852138,-0.7972721,0.08706886
HRG,0.85572034,-0.9094975,0.70981616,1.5360688,-0.1774448,0.68691355,-0.51420677,1.5093926,-1.1652316,-1.3818214
HRNR,-0.6254031,0.42629504,-1.0443085,0.08824348,0.12638965,0.22416706,-0.2864428,0.22847141,-0.5591417,0.2372635
HSPG2,0.12362312,1.4277093,-0.5161639,0.23002832,-0.09324134,0.27263343,-0.13797419,-0.2850812,0.09521984,0.7657396
HTRA1,1.4395353,-2.286763,0.8802667,-0.63588715,0.7049035,0.37452337,0.2630587,-0.9247265,1.6331512,-0.7489136
HTRA3,0.010756428,-0.25016284,-0.09976597,-0.14197123,0.02198516,-0.034897417,0.2019212,0.18523087,-0.021334406,-0.23065856
HTRA4,-0.106939696,-0.15428632,-0.068845935,-0.29339334,-0.10995402,-0.12194182,0.18849066,0.029941538,0.12922776,-0.03210887
HYAL1,-0.113808006,-0.16560815,-0.11905744,-0.19748585,0.2109728,-0.20694557,0.09954647,0.08328459,0.3254926,-0.07837562
HYAL2,-0.022224847,-0.217563,-0.080774695,-0.048559625,0.10273735,-0.09294595,0.013621563,0.16277099,0.15475753,-0.15084608
Habp2,-0.04596024,0.13841295,-0.034288466,-0.19005543,0.12165845,-0.041919414,0.13437968,0.010695451,0.09822009,-0.23628409
Hapln1,-0.70827764,-0.5992607,-0.5972805,0.3375585,0.018095003,-0.29745123,0.5663465,-0.45697677,-0.0038501776,-0.046408836
Hapln2,-3.4251103,-2.3084254,-2.6649694,2.8134136,1.0085365,-0.55821055,2.5487347,-1.7685046,-0.78031564,-0.11763345
Hapln4,-0.35697603,-0.14247882,-0.3170955,0.18542625,0.24769321,-0.06409454,0.46099082,-0.18040389,0.06127666,-0.21220022
Hcfc1,0.084793955,0.41417634,-0.16698262,-0.51396,-0.3008395,0.05538931,-0.24586932,0.06065901,0.02247978,-0.75369644
Hgfac,-0.045874827,0.10193031,-0.032073483,-0.19417179,0.10980744,-0.06256325,0.1434829,0.027318947,0.109654546,-0.22799598
Hmcn1,-0.21921507,0.13391957,-0.33261222,-0.29250473,-0.28714615,0.026323004,0.096187934,0.08645983,-0.07256499,-0.63017434
Hmcn2,-0.27484205,0.29453522,-1.0030582,-1.1597894,-1.0406498,-0.99361145,-1.1869632,0.20463766,0.75337887,-1.0515214
Hpx,-0.28116962,-0.4225792,0.49148104,0.2430737,0.9821904,-0.9424103,-0.4794615,-1.1593543,-0.16004872,-0.34638193
Hrg,0.70914483,-1.1165711,-0.21003814,1.5941284,1.5095186,-0.5511203,0.7877446,-0.061751105,0.061586987,0.9152284
Hspg2,-0.46626958,-0.32763174,-0.43876606,0.18166363,0.1421175,-0.16469523,0.55431724,-0.3781129,0.039972078,-0.034216292
Htra1,-2.7336025,-1.6759115,-2.317081,3.4010067,1.9002826,-0.088185996,2.6191268,-1.322912,-0.71804917,-0.537129
IBSP,-0.06433262,-0.1651971,-0.103754744,-0.1904461,0.022855954,-0.14008904,0.1279306,0.066173874,0.16803329,-0.083005734
IGF2,-0.15716298,-0.08496549,-0.06660221,-0.07833412,-0.17356263,0.034610543,-0.0132281445,-0.14678903,0.31907773,0.14071746
IGFALS,0.3155563,-1.4979202,1.6209038,-0.9312789,1.0455406,-0.4274509,0.20347257,-0.030707126,-1.4586749,0.20197974
IGFBP2,-0.13361356,-0.12614457,-0.041195933,-0.13456753,-0.11679273,-0.023705581,0.029610086,-0.07044856,0.26233852,0.07974104
IGFBP3,-0.118093856,-0.33420536,-0.03521881,-0.14963622,-0.12113971,-0.06443305,0.02357803,0.06548987,0.21025865,0.12440876
IGFBP4,-0.09035245,-0.16647734,-0.039816495,-0.21019539,0.020270698,-0.1133058,0.10200009,0.07665098,0.19560164,-0.04684024
IGFBP5,-0.18581465,-0.13202806,-0.08730358,0.05983597,-0.16139741,0.15748152,-0.11286813,-0.39780194,0.26528984,0.4273845
IGFBP6,-0.15524289,-0.051822536,0.0027171918,0.11135237,-0.21075556,0.102384366,-0.24870624,-0.03950463,0.39375794,0.031775773
IGFBP7,0.18783318,-1.3249767,0.5626328,-0.77656925,-0.14969897,0.045144733,0.3359752,-1.0711824,1.1465148,0.6770989
IHH,-0.064832315,-0.14797403,-0.038907014,-0.19540188,-0.04688495,-0.07565824,0.12099265,0.10007445,0.1423863,-0.09243952
IL11,-0.10474801,-0.17572707,-0.042472992,-0.18740661,-0.087064266,-0.052910563,0.04741927,-0.11442964,0.20850849,0.18498152
IL16,-0.07635161,-0.17917523,-0.098300986,-0.21887757,0.013094937,-0.13347018,0.16195801,0.09575019,0.14495122,-0.11743303
IL17B,-0.41532388,-0.16149136,-0.17337057,0.5241025,-0.7053094,0.6406099,-0.6775803,-1.2985886,0.7101139,1.4667901
IL17D,-0.09035245,-0.16647734,-0.039816495,-0.21019539,0.020270698,-0.1133058,0.10200009,0.07665098,0.19560164,-0.04684024
INHA,-0.28024986,-1.0462178,-0.9104591,-1.375256,1.4539113,0.44375244,0.031717002,-1.0780822,0.66824806,1.3313842
INHBA,-0.13322584,-0.13541664,-0.13870986,-0.19253592,0.24483861,-0.24861771,0.078399695,0.0749174,0.35508963,-0.102832556
INHBC,-0.40186444,-0.01513413,-1.1366968,-0.86877096,2.5421982,-0.6802696,-0.7511063,0.8058505,1.4990768,-1.2056206
INHBE,0.5453924,0.12930591,-0.533808,-0.1460705,0.48446363,-0.15032905,-0.54418993,-0.14483684,-0.116212316,0.3886881
ISM1,-0.064832315,-0.14797403,-0.038907014,-0.19540188,-0.04688495,-0.07565824,0.12099265,0.10007445,0.1423863,-0.09243952
ISM2,-0.08681359,-0.1216561,-0.09849626,-0.14996421,-0.07866558,-0.040734734,0.09949992,0.03644548,0.13066255,-0.0675834
ITIH1,1.0529299,-1.5356469,-3.4647229,-1.0462326,0.56603605,0.36921614,-1.7138959,1.8692511,-2.52838,0.07313094
ITIH2,0.9702579,-1.7054962,-1.5296476,-0.5372461,0.7230828,0.44905898,0.1285172,1.45174,-0.9666152,-0.92678773
ITIH3,0.56923604,-1.784999,1.5392596,-1.688109,1.3310245,-0.29635805,0.5698855,1.0172867,-1.4953679,-1.0796714
ITIH4,1.0629562,-2.8164318,-1.2699801,0.038124185,0.83560014,0.09768933,-0.22868443,1.6060712,-0.52762353,-1.09457
ITIH5,-0.46180227,0.19312361,-0.4964038,0.5446711,-0.044253524,0.14045145,-0.72512054,-0.13173817,-1.4370257,1.1671467
ITIH6,-0.079294436,-0.16295609,-0.09946404,-0.21063764,0.09264142,-0.1796757,0.10590226,0.044162624,0.2576573,-0.032628402
Igfals,-0.045838613,0.11845858,-0.03214145,-0.19197366,0.11440907,-0.054069832,0.1390833,0.01991571,0.10296415,-0.23118918
Igfbp4,-0.082676634,-0.14112166,-0.16897675,0.052356075,0.190151,-0.07128223,0.25756904,-0.032463845,0.08841512,-0.19639091
Igfbp5,-0.44100362,-0.08978679,0.26174107,-0.4884632,0.62290865,-0.752113,-0.3642186,-0.9370417,-0.22193076,-0.53350973
Igfbp6,0.5118604,0.5097602,0.02993529,-0.46967575,-0.3199448,-0.16484083,-1.0448606,-0.22528054,0.7398166,-0.39047074
Igfbp7,0.33334818,0.48030597,0.039133884,-0.58124036,-0.10588169,-0.076034464,-0.6217498,-0.1075554,0.35730284,-0.39766502
Il16,0.6378927,1.1365916,-0.08942148,-0.9759809,-0.7171249,0.13857484,-1.1224293,-0.06737751,0.3675357,-1.3505628
Itih1,-1.1241845,-0.21399394,-0.052440017,0.34353438,0.7727555,-2.2876482,-0.8897834,-2.888145,-0.1931965,-0.5825081
Itih2,-2.601507,-1.4050342,-1.8707232,1.7089502,0.3548169,-0.37667045,1.6185374,-1.164782,-0.48599952,-0.38636237
Itih3,-1.6630352,-0.627415,-1.112713,1.9865271,0.98476714,-2.9035301,-0.04422027,-3.567229,0.06631393,-0.9043579
Itih4,-0.33714676,-0.6753804,0.21852091,-0.00058077084,0.23563406,-0.9206938,-0.4822981,-0.81154233,0.13991193,0.017186992
Itih5,-0.28491175,0.8958636,-1.1168125,0.5003645,0.2612757,0.29233566,0.10873986,-0.6302046,1.3021451,-1.1365916
KAL1,-0.051276483,-0.16299732,-0.0022296626,-0.022995142,-0.12559293,0.15579756,-0.08024702,-0.54861164,0.19306001,0.6560169
KCP,1.032783,-0.5729765,0.13179639,-0.48082402,0.06396233,-0.20354088,0.1518519,-0.62456864,-0.1268478,-0.18721248
KERA,-0.21344501,-0.020818783,-0.05560936,0.14378671,-0.28473583,0.20143472,-0.2268392,-0.25818345,0.42604676,0.21301214
KNG1,1.899036,-4.3077483,3.1044133,0.048332196,1.0790819,0.23788673,0.85678536,2.903498,-1.033227,-1.5609707
KNG2,-0.05696057,-0.24304402,-0.039808612,0.23366025,0.21669708,-0.047815565,-0.29138872,0.22367331,0.19951406,-0.12940562
Kcp,-0.070073575,-0.170115,-0.099600874,-0.20325996,-0.008297693,-0.122007385,0.13319384,0.12144029,0.14471816,-0.17248693
Kera,-0.03855089,0.20542984,-0.9906092,0.26361236,0.39720547,2.042805,1.9609773,2.9890273,3.2046516,0.059796344
Kng1,-1.4839181,-0.10897559,-0.90702164,1.5258443,1.3693569,-0.054495372,1.1182982,-1.5482728,-0.75186634,-0.7461833
LAMA1,1.1158637,-0.013263021,-0.11823618,0.02298006,-0.25847945,0.047104962,-0.157364,-0.37656018,-0.5706237,0.13651541
LAMA2,0.43633875,0.19368194,-1.7375541,-1.1063607,0.015785616,0.6720205,0.15194465,0.2699619,-1.3397181,-0.49702063
LAMA3,0.030699177,-0.1485385,-0.49736378,-0.058159143,-0.048691727,0.07021674,-0.012287355,0.22870481,0.18815488,0.08826833
LAMA4,-0.09020719,-0.25901732,-0.6636588,-0.5995111,0.08105676,0.051238246,-0.07983973,-0.46585035,0.4053443,0.7029522
LAMA5,0.37333938,-0.56352127,-0.712346,0.13869505,-0.7594914,0.3241864,-1.3116109,-1.0626543,0.40124023,0.3218219
LAMB1,-1.1070036,2.8147397,0.57008964,-1.3403589,2.112556,0.7770209,1.9270984,-0.47204277,0.8426307,2.4018767
LAMB2,-0.4819687,0.7299783,-0.76302177,0.41362002,-0.062161773,0.4502821,-0.5056358,-0.14950305,0.27197614,0.4243801
LAMB3,0.28347343,-0.37177306,-0.35578242,-0.26658973,-0.09839473,0.09183321,0.19773002,0.15596664,0.2620485,0.049745765
LAMB4,0.8722802,-0.42758858,-0.3135366,-0.34627202,0.10137491,0.05822621,0.1315254,-0.20444958,0.14597517,-0.0066579906
LAMC1,-0.649552,1.2487495,-0.6277476,-0.16764529,0.6994994,0.37341118,0.20529266,-0.19330241,0.20760523,0.5389956
LAMC2,0.2998151,-0.37539676,-0.38672405,-0.29057902,-0.12820104,0.11358001,0.21400239,0.14416043,0.25832257,0.07981495
LAMC3,-0.8224156,-0.24553281,-0.6374088,-0.3418293,1.1991128,0.31470507,-0.96794945,0.0010640173,-1.6678144,1.0973061
LEFTY2;LEFTY1,-0.07377687,-0.15687905,-0.11285416,-0.20286806,0.09745059,-0.19815403,0.10218103,0.044355806,0.25137046,-0.06011209
LEP,-0.06433262,-0.1651971,-0.103754744,-0.1904461,0.022855954,-0.14008904,0.1279306,0.066173874,0.16803329,-0.083005734
LEPRE1,0.07055814,-0.15607081,-0.31127945,-0.014757053,-0.21739367,0.30421492,0.03682976,-0.41355488,0.5327537,0.726248
LEPREL2,-0.79724413,-0.13404615,-0.1150411,-0.54025143,2.0151782,-0.60461247,-0.4675062,0.5946581,0.98046154,-0.7777445
LGALS1,-0.6591997,-1.6082026,-0.27595577,0.63631266,-0.86656284,-0.0038267302,-1.2022973,0.03678515,0.15866931,0.82844573
LGALS2,-0.736936,0.4999099,-1.565727,-0.02326795,0.42190784,0.048365112,-1.1482046,0.3289816,-0.60251635,0.83597624
LGALS3,0.704817,-1.3517848,1.1643097,-0.2643854,-1.1231586,0.60918236,-2.1199691,-1.8091358,2.7912169,-1.7522461
LGALS7,0.30783698,-0.38561064,-0.33852822,-0.21231732,-0.024797615,0.102958165,0.12882556,0.18221886,0.28547356,0.025439981
LGALS8,-0.15460499,0.31645602,-0.065859355,-0.20412214,0.26812595,0.1120437,0.08327944,-0.035987075,0.12203522,-0.35278183
LGALS9,-0.20312704,-0.38005692,-0.2141966,-0.4792425,0.28933355,-0.036986306,0.13441831,-0.19087483,0.2483611,0.31680015
LGALSL,-0.032660857,-0.22828731,-0.07610458,0.00028620806,0.12458682,-0.08423583,-0.036037393,0.17190085,0.16395761,-0.14616995
LGI4,-0.064832315,-0.14797403,-0.038907014,-0.19540188,-0.04688495,-0.07565824,0.12099265,0.10007445,0.1423863,-0.09243952
LMAN1,1.5908878,-0.87005574,-0.28413394,-1.2171553,1.227137,0.9894271,1.046556,1.6781555,-3.74399,-1.7568113
LOX,-0.16325583,-0.06789954,-0.31810147,-0.091240555,-0.4232628,0.27029303,0.1586024,-0.47879997,0.36319962,0.9292528
LOXL1,0.27567655,-0.9496297,-0.30962235,-0.10026432,-0.21097745,-0.01317237,0.12833183,0.31136796,0.03728955,0.34541744
LOXL2,0.10734844,-0.0025478182,0.26511464,0.415039,-0.8978629,0.3371326,0.01218239,0.038392875,-0.26749,0.49252278
LOXL3,-0.2074276,-0.009127873,-0.11545613,0.08951003,-0.26011872,0.1807723,-0.10682059,-0.26817977,0.40851063,0.2682411
LOXL4,-0.15248697,-0.08634328,-0.07990361,-0.11358576,-0.1478457,0.008948863,0.04314088,-0.11848793,0.2808143,0.11252684
LPA,-1.2489015,-1.4526832,0.51946473,-1.5806665,3.0007608,-0.43105903,-0.37505576,2.2420974,-0.04829832,-1.7160122
LRG1,2.1340687,-4.8773427,1.7785366,-0.5675682,1.1694286,0.01540155,1.0628468,2.063473,-2.5656729,-0.60099655
LTBP1,2.269842,-1.6055005,0.12821896,-1.7655209,1.5863974,0.32036954,0.41023082,0.5462789,-3.4784405,-1.198278
LTBP2,-0.2512152,-0.10677797,-0.11582642,-0.53095514,-0.29421693,-0.014893019,0.25952932,-0.09891918,0.00861778,0.29603183
LTBP3,0.02718745,-0.046993382,0.10127182,0.033153966,-0.24385174,0.02624242,0.05604245,-0.092959665,-0.054546818,0.25345603
LTBP4,-0.057582136,-1.148635,1.0309724,-1.2405887,0.12553415,0.22516276,0.04524294,-1.356342,1.556001,0.100309625
LUM,3.407599,-1.4049321,1.3548436,0.48959097,-1.0512996,0.27265275,0.717039,-0.78427,-1.0899085,0.33112392
Lama1,-0.5578528,-0.32948422,-0.47083965,0.31130785,0.19172597,-0.13392054,0.5401643,-0.3300815,0.009858967,-0.16912654
Lama2,-0.16234073,-0.410266,-1.4217153,1.3555659,0.95983815,-0.6317532,0.92921,-0.34480262,0.96090114,0.42612427
Lama3,-0.30303934,-0.1407326,-0.24411131,-0.41066986,-0.22742093,-0.12429003,0.085044496,0.14011298,0.0602511,-0.31449342
Lama4,0.08065501,0.13650416,-0.36328498,-0.30912203,0.14972106,0.39144984,0.32275584,0.51679033,0.9411417,-0.11985581
Lama5,-1.5058384,-0.28560498,-1.0159992,1.759353,1.5840535,0.30569702,1.5121142,-0.878558,-0.31827986,-0.84735817
Lamb1,0.39484954,0.883451,0.24453975,-2.5482454,-1.0048614,0.19374771,-1.4856005,2.3088498,1.7835417,-0.0957096
Lamb2,-1.1034541,-0.5187934,-1.2212719,1.3895438,0.75400317,-1.4500307,0.56580263,-1.858055,-0.11985595,-0.52173454
Lamc1,-0.042348783,-0.68585175,-0.68066025,1.3759071,1.1269938,-0.37180904,0.9006742,-0.51718783,-0.0065631615,0.37482476
Lgals1,-0.68731683,0.3034567,-0.0001805645,0.6319457,1.2296418,-0.49426413,0.038539514,-1.3671261,-0.3503363,-0.8365535
Lgals3,-0.00076000177,-0.7398627,-0.14673725,-0.010790515,-0.07064347,-0.11021496,0.04862277,0.20944007,0.0436567,0.22432928
Lgals8,-0.10398238,0.3101461,-0.28355905,-0.3138803,-0.13217634,0.0845531,0.042134065,0.011192049,-0.018365439,-0.6357735
Lgals9,-0.014348987,1.1126151,-0.6585829,-0.68166345,-0.022723977,0.8518856,0.21789375,0.12601437,-0.18184991,-1.3884797
Lgalsl,-0.08655088,0.36057994,-0.39380157,0.18511523,0.33214185,0.17435634,0.22472316,-0.32392198,0.24808984,-0.42509332
Lgi1,0.19097906,0.3098017,0.1088577,-0.8709608,-0.28005373,-0.41297862,-0.9525372,0.06790812,0.43886438,-0.1870725
Lgi2,0.627791,0.6344488,0.09299735,-0.7717602,-0.45897827,-0.24847792,-1.3461732,-0.13095841,0.75043786,-0.4010311
Lgi3,-0.7132716,-0.2665819,-0.6367342,0.59500134,0.38298085,-0.06568172,0.64554125,-0.42062157,-0.010559628,-0.34424835
Lman1,0.4259139,0.5782969,0.019274728,-0.5990968,-0.09102537,-0.01441264,-0.6913745,-0.19017874,0.3942095,-0.47739008
Loxl1,0.12496998,-0.3511312,-0.13323705,0.2456339,0.37643528,-0.18272793,0.29727122,0.02580667,0.13995664,0.104618564
Loxl2,-0.23772845,0.3875454,-0.5431182,-0.41553405,-0.43315196,0.1848586,0.13533834,0.15285912,-0.26651758,-0.9396947
Ltbp1,-0.31635943,-0.4036009,-0.012221205,0.019868271,-0.1548022,0.18575166,0.1746833,0.5805033,0.58670807,-0.03527642
Ltbp2,-0.1114045,-0.055534597,-0.14784868,-0.26270282,-0.14315727,-0.08932857,0.09375485,0.09080256,0.08508702,-0.36640647
Ltbp4,0.52917415,2.3877156,-1.4782653,-1.253512,-0.5516244,1.876586,0.3184602,0.48830262,-0.3890922,-2.518919
Lum,-1.4427701,0.50424784,-1.6129397,0.38265896,0.11327431,0.07920607,0.75241834,-1.0004499,-0.22789115,-1.4429259
M6pr,0.15673976,0.3324016,0.019698342,-0.4323139,-0.0003853719,-0.070942335,-0.32181302,-0.08352325,0.24852903,-0.32831463
MASP1,-0.09509311,-0.25134405,0.04056896,-0.23531123,0.13199417,-0.05444513,0.19537646,0.2841832,0.05051442,-0.31826577
MASP2,3.0245233,-1.5375366,-1.3305565,-2.753993,3.2281504,0.2704923,-0.46710086,1.7993244,-2.648236,-2.7136135
MATN1,-0.06433262,-0.1651971,-0.103754744,-0.1904461,0.022855954,-0.14008904,0.1279306,0.066173874,0.16803329,-0.083005734
MATN2,0.59687865,0.04477399,0.7074039,0.6385272,-1.1636539,0.4891722,-0.1436789,-0.18079415,-0.1462272,0.5624148
MATN3,-0.28307384,-0.24605626,-0.11106312,0.2734371,-0.42983282,0.5003278,-0.41755462,-1.0413527,0.47240332,1.1901001
MATN4,-0.14215203,-0.7026625,0.57954586,-0.4639004,0.65563375,-0.03864879,-0.60162586,-0.42292577,-2.0266016,1.3211023
MBL1,-0.14874971,-0.22301638,-0.15291685,-0.35616937,0.05065157,-0.15655674,0.18983577,-0.007807777,0.15981044,-0.0023609668
MBL2,0.710296,0.051591057,0.83299387,1.4949832,-1.6228385,0.43857577,-0.014176283,0.6740328,-1.301886,0.4562758
MDK,0.10772256,-0.12229562,0.22013237,0.180012,-0.39916435,0.110523924,0.008689007,-0.09073745,-0.17890736,0.43420532
MEGF6,-0.8098695,-0.13333258,-0.113730006,-0.54750836,2.0457172,-0.6112339,-0.47432014,0.60504276,0.99033177,-0.7872494
MFAP1,-0.5013021,0.067674674,-0.7841367,0.1217771,0.17267215,0.021087058,-0.46522313,0.3187192,-0.24909748,0.29016787
MFAP2,3.0641074,-1.9311213,0.25770932,-0.10085029,-1.1913009,1.5312084,-0.90096503,-5.2442427,1.5769144,6.042412
MFAP4,4.097788,0.64744395,1.352621,-1.1970176,-0.28572032,1.3730325,0.3066856,1.3368374,-2.7365267,-3.6737928
MFAP5,0.36234438,-1.0724761,0.5867438,-1.040456,-0.66836876,-0.112913206,0.72519785,-0.40425646,0.6009732,0.08265325
MFGE8,1.2057778,-0.8513527,-0.5062044,0.10647298,0.62669367,0.1658794,-0.56341267,-0.5020603,0.5472655,0.8868168
MGP,1.522425,-1.1645347,-0.58554995,0.241167,-0.21160848,1.2589732,-0.15214941,-0.2506412,1.2105021,0.66560197
MIF,-0.065477565,-0.1281906,-0.10595283,-0.20737295,0.016555246,-0.17679408,0.11307189,-0.037953947,0.18444465,0.008661856
MME,-1.6883996,-0.17911342,-0.3439501,-0.29721007,1.5642115,-0.2125191,-0.4730607,0.6129926,0.6864198,-0.5002557
MMP1,-0.064832315,-0.14797403,-0.038907014,-0.19540188,-0.04688495,-0.07565824,0.12099265,0.10007445,0.1423863,-0.09243952
MMP12,0.27672336,-0.3701339,-0.31853476,-0.21460232,-0.024289485,0.07614947,0.13442908,0.18071929,0.2791795,0.0028906174
MMP13,-1.0111338,-0.65351605,1.0394466,-0.12546034,0.31066546,0.089193985,-0.39110485,0.013853218,1.1123669,-0.1738982
MMP14,-0.019718995,-0.7624465,0.5370276,-0.32080585,0.7386166,-0.012863505,-0.67053825,-0.27510706,-1.9259341,1.0899252
MMP19,0.27706328,-0.3386656,-0.3057552,-0.14397268,-0.070589185,0.16287,0.08101091,0.15719889,0.28599802,0.054951083
MMP2,0.19435103,-0.52767,-0.6044261,-0.4776395,0.5001965,-0.11253501,0.10690019,0.44515985,0.2811152,-0.6104286
MMP3,-0.018517753,-0.17276187,-0.03457614,-0.13382971,-0.059506252,-0.006239754,0.13237666,0.15825932,0.031976987,-0.17529911
MMP8,-0.037302364,-0.20349814,-0.09817513,-0.12653641,0.062821455,-0.11279496,0.08456687,0.14902432,0.15199149,-0.14637947
MMP9,-0.73796123,0.49590254,-1.1135498,0.2751367,0.36560112,0.18237264,-0.8537359,0.24694112,-0.42802787,0.5100818
MMRN1,0.234646,-0.38457572,-0.28488246,0.032826476,0.038641006,0.15593274,-0.096243,0.18878129,0.3345023,0.05645258
MMRN2,-0.12182785,-0.48210907,0.83913183,-0.9337904,2.0467029,-0.50662166,0.24822609,0.14164618,2.6752741,-2.1347933
MPI,-1.1464115,0.27749932,-2.2634823,-0.70060956,2.7076776,-0.84496385,-1.9122028,1.0068187,0.6561909,0.11803723
MST1;MST1L,-0.046530798,-0.22037843,-0.15098031,-0.1547429,0.08914561,-0.1418528,0.11803642,0.12680674,0.13135777,-0.16806778
MUC1,0.80978847,-1.2513361,0.96322805,-0.21482825,-0.066911794,0.15875061,-0.011691717,-0.48856422,0.9462181,-0.6045757
MXRA5,0.14518164,-0.20749761,-0.30621928,-0.11781826,-0.11442783,0.209774,0.08475595,-0.28417706,0.5059457,0.6215082
Masp1,-0.045850415,0.10485359,-0.0319403,-0.1937899,0.11047194,-0.061180893,0.14264019,0.026063405,0.108285084,-0.22851437
Masp2,-0.062221475,-0.20874843,-0.10876439,-0.17713985,0.030552229,-0.12279729,0.12887667,0.12587935,0.14912675,-0.12217178
Matn2,0.4269757,1.106085,-0.2509786,-1.5502238,-0.5667718,0.038566962,-0.92823,0.25705856,-0.096577644,-1.3345727
Matn4,0.89990747,1.2000794,0.42899427,-2.3022597,-0.8329941,-0.5676817,-2.5835822,0.38891992,0.95325494,-0.45734322
Mbl1,0.4443326,-0.8367263,-0.19127853,0.8782132,0.8740732,-0.349733,0.49290937,-0.017318124,0.043226715,0.51667124
Mbl2,0.6849115,1.2961125,-0.6349253,-0.7534355,0.24024434,1.3486291,0.5384355,0.61016893,-0.15860815,-0.729487
Mbp,-0.06367804,-0.1261367,-0.16746196,0.07751528,0.18756516,-0.075442836,0.22241493,-0.05733772,0.101432756,-0.2196946
Megf10,-0.32520983,0.025979796,-0.43449253,0.42506906,0.47336003,0.08185116,0.48806655,-0.24738309,0.09559122,-0.408981
Megf6,-0.17436686,0.05715999,-0.25107962,-0.26754034,-0.2297954,-0.026452554,0.0891982,0.08187906,-0.0016670597,-0.5243962
Megf8,-0.034896933,-0.021309119,0.13435349,-0.5241806,-0.13313203,-0.16800845,-0.267,0.16056912,0.21430627,-0.11151109
Megf9,0.4456103,0.5398266,0.2051626,-1.155704,-0.42954627,-0.35331967,-1.3077353,0.14808421,0.55026454,-0.28821003
Mfap4,-0.03241842,0.3826018,-0.1628994,-0.25303453,0.10114807,0.118026085,0.04721007,-0.047060512,0.054578923,-0.3955749
Mfap5,-0.2309063,-0.26001066,-0.57490164,0.12841237,-0.14096494,-0.9082274,-0.40658063,-0.46973187,0.76395094,-0.0028943613
Mfge8,-0.29442748,-3.313536,-0.85647804,3.464682,1.9680145,-3.4909275,0.28576225,-2.6452782,-0.40071076,0.8745016
Mgp,-0.04590404,0.09951579,-0.032156706,-0.19449802,0.10927947,-0.06370755,0.1441419,0.028356623,0.11079905,-0.22755943
Mmp17,0.2804098,0.32597744,0.15602319,-0.81737435,-0.30456054,-0.272127,-0.88204646,0.09973469,0.4234127,-0.23457341
Mmp2,-0.062110066,-0.024020856,-0.038720038,-0.17877766,0.09044602,0.006083051,0.21763913,0.119664356,0.13710219,-0.15985969
Mmrn1,0.35286412,-0.62728995,-0.19744729,0.8348244,0.8453305,-0.3385456,0.4591195,-0.055154577,0.098508954,0.4355489
Mmrn2,0.29782704,0.78555787,-0.50379646,-0.25397298,0.17407276,0.862428,0.42822057,0.2674009,0.16942619,-0.6105409
Mstn,-0.040699735,-0.1610921,-0.083639294,-0.17974214,0.023896806,-0.07355582,0.1735791,0.182906,0.18018548,-0.13364495
NDNF,-0.1843989,-0.14553691,-0.050143443,-0.38259766,-0.104882956,-0.15736063,0.20436902,-0.029512115,0.15863216,0.11179463
NGF,-0.064832315,-0.14797403,-0.038907014,-0.19540188,-0.04688495,-0.07565824,0.12099265,0.10007445,0.1423863,-0.09243952
NGLY1,-0.13639262,0.127879,0.0075370884,-0.49835032,0.52691746,0.057558656,-0.10542855,-0.28857294,-0.6435626,0.13107722
NID1,1.1446512,-0.5523826,-0.4740978,-0.3326482,-0.85423887,0.7530028,-1.3142004,-1.2883618,0.9730469,-0.93534553
NID2,-0.8315452,2.389936,0.20200425,-0.93404037,2.1546535,0.78659874,1.5072014,-1.0950474,1.4365183,2.1967258
NID2;NID-2,-0.16030113,-0.17009895,-0.07876434,-0.39159992,-0.10728881,-0.15883178,0.22960646,-0.016128454,0.10793832,0.057301316
NOV,-0.20987432,-0.069106214,-0.12604545,0.059045207,-0.18926777,0.16721527,-0.07729151,-0.37513918,0.34435034,0.39174536
NPNT,0.42170608,-0.72069407,0.6921513,-0.10926607,-0.4776968,0.28131172,-0.27808255,-1.6590463,0.123399526,1.7897487
NRP1,-0.09284529,0.1757549,-0.07218342,-0.272696,0.34928328,-0.04215555,0.09605837,0.008995748,0.27543214,-0.32276803
NRP2,-0.064832315,-0.14797403,-0.038907014,-0.19540188,-0.04688495,-0.07565824,0.12099265,0.10007445,0.1423863,-0.09243952
NTN1,-0.07832843,-0.12768222,-0.054464426,-0.20104204,-0.034628864,-0.10146536,0.09809309,-0.103272885,0.2149046,0.14791179
NTN3,-0.63043475,-0.027149174,-0.53223723,0.0159129,0.07545989,0.08377338,-0.26354405,0.2713319,-0.14618607,0.14776818
NTN4,0.120982364,-0.72341704,0.56190896,-0.41759765,-0.10132403,-0.06272816,0.14550012,-0.19894695,0.67223513,-0.3041741
Ncan,-0.30129334,-0.37743968,-0.25108886,-0.03197955,0.017353553,-0.16426979,0.34613454,-0.11329746,0.10128389,0.028630564
