Protein,Consensus,Consensus_Rank,Degree,Betweenness,Eigenvector,Closeness,PageRank,Katz,Subgraph
Plxnb2,0.38430899464965895,169,0.1749174917491749,0.0027561309728623,0.0174579941839861,0.8179703484364019,0.0014126567976152,0.0386683729674237,8.850039542667647e+58
ASPN,0.3800081430669476,170,0.1309130913091309,0.000659096746679,0.046701505764232,0.7962153252160874,0.0010849859829946,0.0384179525005793,4.5349642299480314e+60
Anxa11,0.3788925799295382,171,0.1749174917491749,0.0026010493854084,0.0174579941839861,0.8179703484364019,0.0014126567976152,0.0386683729674237,8.850039542667647e+58
LUM,0.37740740993091954,172,0.1331133113311331,0.0013884648376731,0.0414171861330818,0.8221716796568321,0.0010195988422718,0.0350521255005329,4.5443911971198244e+60
MMRN1,0.3694498545160293,173,0.1771177117711771,0.0015609123320555,0.0227292258901147,0.8213966775196734,0.0014510947834958,0.0263670564189177,1.637586879981941e+60
MMP19,0.3689420656360181,174,0.1771177117711771,0.0015463734332317,0.0227292258901147,0.8213966775196734,0.0014510947834958,0.0263670564189177,1.637586879981941e+60
SERPINF1,0.3591418346667781,175,0.132013201320132,0.0015120454776755,0.0399078803684151,0.8265367671906967,0.0010428450328164,0.0340907614816693,4.049240892098184e+60
ADAMTS1,0.35192076014001683,176,0.1529152915291529,0.0003839474326272,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.5152713103143485e+60
ADAM12,0.35192076014001683,177,0.1529152915291529,0.0003839474326272,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.5152713103143485e+60
ANGPTL1,0.3516668657000112,178,0.1529152915291529,0.0003766779832153,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.5152713103143485e+60
C17ORF58,0.3513847607666724,179,0.1529152915291529,0.0003686008172021,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.5152713103143485e+60
C1QTNF1,0.3513847607666724,180,0.1529152915291529,0.0003686008172021,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.5152713103143478e+60
BMP8A;BMP8B,0.3513847607666724,181,0.1529152915291529,0.0003686008172021,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.5152713103143485e+60
CELA3A;CELA3B,0.3513424450266709,182,0.1529152915291529,0.0003673892423001,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.5152713103143478e+60
CLC,0.3513424450266709,183,0.1529152915291529,0.0003673892423001,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.5152713103143478e+60
GREM1,0.35070186990409125,184,0.1529152915291529,0.0003490484371686,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.5152713103143478e+60
HGF,0.35070186990409125,185,0.1529152915291529,0.0003490484371686,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.5152713103143478e+60
IHH,0.35046858377902096,186,0.1529152915291529,0.0003423690404687,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.5152713103143478e+60
ISM1,0.35033009590265335,187,0.1529152915291529,0.000338403886244,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.5152713103143478e+60
LGI4,0.3500832540859836,188,0.1529152915291529,0.0003313363659825,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.5152713103143478e+60
MMP1,0.3499986226059807,189,0.1529152915291529,0.0003289132161785,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.5152713103143478e+60
PCSK6,0.34986810327805445,190,0.1529152915291529,0.0003251762156691,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.5152713103143478e+60
NRP2,0.34986810327805445,191,0.1529152915291529,0.0003251762156691,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.5152713103143478e+60
NGF,0.34986810327805445,192,0.1529152915291529,0.0003251762156691,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.5152713103143478e+60
SLIT2,0.3497107365688688,193,0.1529152915291529,0.0003206705268816,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.5152713103143478e+60
TNN,0.3495742331969028,194,0.1529152915291529,0.0003167621925477,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.515271310314347e+60
WNT11,0.3495385988895361,195,0.1529152915291529,0.0003157419189461,0.0318301678882763,0.8249754613683049,0.0013401826978972,0.0309595819386523,2.515271310314347e+60
ADAMTS4,0.3466110049290109,196,0.1386138613861386,0.0024820956825335,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
Plxnd1,0.3450749106119629,197,0.1727172717271727,0.001596048004213,0.0183091282399386,0.8099448603570235,0.001425385177486,0.0402357948178176,8.806487744145618e+58
Fgf1,0.3414252781296167,198,0.1727172717271727,0.0053733346902972,0.0163589779098688,0.7619245744514241,0.0013956588358508,0.036948249603275,6.748113803710839e+58
LPA,0.3394923991868547,199,0.1419141914191419,0.0006833282447187,0.0388947116339968,0.8001779591078201,0.0011542852074761,0.0341135800336023,3.9028367118202436e+60
SPARCL1,0.3393669989973412,200,0.1628162816281628,0.0033874926085398,0.0185962829143076,0.8536117199025152,0.0013196369655227,0.0241231705323946,1.0793443906022286e+60
SERPINB3,0.338459850566796,201,0.1166116611661166,0.0122801580371514,0.0109647686269359,0.8631463491799334,0.0011134769538284,0.0171360542421975,3.7760344222109725e+59
Anxa6,0.33418681691181895,202,0.1727172717271727,0.0048820410675428,0.0164793288578717,0.7561268578372938,0.0014402613167676,0.0373438829635354,6.324553984074823e+58
CLGN,0.33366238848872143,203,0.1386138613861386,0.0021113537625265,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
Clec10a,0.33366238848872143,204,0.1386138613861386,0.0021113537625265,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
Clec3b,0.33366238848872143,205,0.1386138613861386,0.0021113537625265,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
Clec1a,0.33366238848872143,206,0.1386138613861386,0.0021113537625265,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
Brinp2,0.3335787448461151,207,0.1727172717271727,8.561597132456613e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765287e+58
Chl1,0.3335787448461151,208,0.1727172717271727,8.561597132456613e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Col6a3,0.3335787448461151,209,0.1727172717271727,8.561597132456613e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Bdnf,0.3335787448461151,210,0.1727172717271727,8.561597132456613e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765287e+58
Bcan,0.3335787448461151,211,0.1727172717271727,8.561597132456613e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765287e+58
Cabp1,0.3335787448461151,212,0.1727172717271727,8.561597132456613e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
C1qtnf4,0.3335787448461151,213,0.1727172717271727,8.561597132456613e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
C1ql3,0.3335787448461151,214,0.1727172717271727,8.561597132456613e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Adam11,0.3335769050313324,215,0.1727172717271727,8.508919962805152e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Adam22,0.3335769050313324,216,0.1727172717271727,8.508919962805152e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Lgi3,0.33357631686930694,217,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Matn4,0.33357631686930694,218,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Hapln2,0.33357631686930694,219,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Megf9,0.33357631686930694,220,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Mmp17,0.33357631686930694,221,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Ncan,0.33357631686930694,222,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765282e+58
Hapln1,0.33357631686930694,223,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Nell2,0.33357631686930694,224,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765282e+58
Ovos,0.33357631686930694,225,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765282e+58
Grip1,0.33357631686930694,226,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Gpc5,0.33357631686930694,227,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Lama1,0.33357631686930694,228,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Plxna4,0.33357631686930694,229,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765282e+58
Plxdc1,0.33357631686930694,230,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765282e+58
Plxna2,0.33357631686930694,231,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765282e+58
Slit1,0.33357631686930694,232,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765282e+58
Spock2,0.33357631686930694,233,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765282e+58
Serpini1,0.33357631686930694,234,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765282e+58
Timp2,0.33357631686930694,235,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765282e+58
Sema6d,0.33357631686930694,236,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Tnr,0.33357631686930694,237,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765282e+58
Sema4f,0.33357631686930694,238,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Sema4d,0.33357631686930694,239,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Sema4a,0.33357631686930694,240,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Sdc3,0.33357631686930694,241,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
S100b,0.33357631686930694,242,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
S100a5,0.33357631686930694,243,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765282e+58
S100a4,0.33357631686930694,244,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765282e+58
Spock1,0.33357631686930694,245,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765282e+58
Ptn,0.33357631686930694,246,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765282e+58
Plxnc1,0.33357631686930694,247,0.1727172717271727,8.492079837866123e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765282e+58
Elfn2,0.333565793997787,248,0.1727172717271727,8.190791309532991e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Elfn1,0.333565793997787,249,0.1727172717271727,8.190791309532991e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
Fgf12,0.333565793997787,250,0.1727172717271727,8.190791309532991e-06,0.0250779192323096,0.7193986692994375,0.0016000802285019,0.0538031360731034,5.825173594765283e+58
EGLN1,0.3297797490704409,251,0.1386138613861386,0.0020001868900451,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
Fam20b,0.3294553283971005,252,0.1386138613861386,0.0019908981491299,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
Fcn1,0.3294553283971005,253,0.1386138613861386,0.0019908981491299,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
FGF12,0.3294553283971005,254,0.1386138613861386,0.0019908981491299,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
FGA,0.32936462521548554,255,0.1298129812981298,0.0003010763631429,0.0436508647430345,0.8031842738884424,0.00108482965631,0.0366077818755019,4.140398189881635e+60
Habp2,0.32780501453706584,256,0.1386138613861386,0.0019436467279526,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
Hgfac,0.32780501453706584,257,0.1386138613861386,0.0019436467279526,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
Igfals,0.32780501453706584,258,0.1386138613861386,0.0019436467279526,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
Vwa5b2,0.32720753163883864,259,0.1727172717271727,1.911617114231416e-05,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222674e+58
Lgals3,0.3271382130699673,260,0.1386138613861386,0.0019245550159295,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
Serpinb9b,0.3271202554250866,261,0.1727172717271727,1.6617297906973006e-05,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222674e+58
Slit2,0.3271202554250866,262,0.1727172717271727,1.6617297906973006e-05,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222674e+58
Sdc2,0.32709204493175265,263,0.1727172717271727,1.5809581305650612e-05,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222674e+58
Nrg3,0.32706662920468377,264,0.1727172717271727,1.5081883833465438e-05,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222674e+58
P4htm,0.32706662920468377,265,0.1727172717271727,1.5081883833465438e-05,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222674e+58
Ntng1,0.32706662920468377,266,0.1727172717271727,1.5081883833465438e-05,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222674e+58
Pag1,0.32706662920468377,267,0.1727172717271727,1.5081883833465438e-05,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222674e+58
Megf10,0.3270560502696835,268,0.1727172717271727,1.4778990107969544e-05,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222674e+58
Megf8,0.3270560502696835,269,0.1727172717271727,1.4778990107969544e-05,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222674e+58
Hapln4,0.32697141878968167,270,0.1727172717271727,1.2355840304002356e-05,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222675e+58
Gpc6,0.32697141878968167,271,0.1727172717271727,1.2355840304002356e-05,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222675e+58
Fstl1,0.32697141878968167,272,0.1727172717271727,1.2355840304002356e-05,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222674e+58
Edil3,0.32694537833429643,273,0.1727172717271727,1.161025574893553e-05,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222674e+58
Cspg5,0.32692119791143875,274,0.1727172717271727,1.091792723351634e-05,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222674e+58
Acan,0.32686340238287626,275,0.1727172717271727,9.263138451572428e-06,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222675e+58
A2m,0.32686340238287626,276,0.1727172717271727,9.263138451572428e-06,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222675e+58
Cbln4,0.32686340238287626,277,0.1727172717271727,9.263138451572428e-06,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222675e+58
Adam23,0.32686340238287626,278,0.1727172717271727,9.263138451572428e-06,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222675e+58
Chadl,0.32686340238287626,279,0.1727172717271727,9.263138451572428e-06,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222675e+58
Clec2l,0.32686340238287626,280,0.1727172717271727,9.263138451572428e-06,0.0250098602024097,0.7167490053833404,0.001598601349651,0.0536747635921409,5.819198605222671e+58
Masp2,0.3262723641682334,281,0.1386138613861386,0.001899764221813,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
Masp1,0.3262723641682334,282,0.1386138613861386,0.001899764221813,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
Mgp,0.3262723641682334,283,0.1386138613861386,0.001899764221813,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
P3h1,0.3262723641682334,284,0.1386138613861386,0.001899764221813,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
PXDNL,0.3246044158283115,285,0.1386138613861386,0.0018520078941106,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
PLXND1,0.3246044158283115,286,0.1386138613861386,0.0018520078941106,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
Plod1,0.3246044158283115,287,0.1386138613861386,0.0018520078941106,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
PXN,0.3246044158283115,288,0.1386138613861386,0.0018520078941106,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
Plod3,0.3246044158283115,289,0.1386138613861386,0.0018520078941106,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
S100P,0.32433513384648854,290,0.1386138613861386,0.0018442978720071,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
SCYL1,0.3238282648738676,291,0.1386138613861386,0.0018297853117681,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.858026901022811e+59
SMAP,0.32347658309879546,292,0.1386138613861386,0.0018197160370218,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.8580269010228104e+59
Sfrp1,0.32256240815572745,293,0.1386138613861386,0.0017935415823858,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.8580269010228104e+59
Sulf2,0.3224010948293547,294,0.1386138613861386,0.0017889228949285,0.0107896299281724,0.9598811641831684,0.0013431031840618,0.0221128246749994,1.8580269010228104e+59
CRELD1,0.3213091004592257,295,0.1265126512651265,0.0093549736765159,0.0120281937996189,0.8631388127863412,0.0012031925392096,0.0196642672131225,3.5220664162962704e+59
GPC1,0.28399823915781275,296,0.1232123212321232,0.0008481024313885,0.0393519513386566,0.8292345370303499,0.0009804147367602,0.0333692832926342,4.029429503996195e+60
SERPINH1,0.2685163780764124,297,0.0572057205720572,0.0223438643423813,0.0026726987427551,0.8881366039718565,0.000635505759129,0.0088700302053998,2.0160138418734208e+58
ANXA3,0.2648100639989909,298,0.1221122112211221,0.0018585558996428,0.0380331082699682,0.8210522654216837,0.0009620548054227,0.0326780915351977,3.6178250734367155e+60
PLXNB1,0.24265149867512228,299,0.1408140814081408,0.0064847029624473,0.0104601933635187,0.859797947157204,0.0012317320072835,0.0178944613623815,3.7904587088464447e+59
FGB,0.24021518264744166,300,0.1232123212321232,0.0003089516000058,0.0381389840266022,0.8236445878028547,0.0010197019672955,0.0327421675843307,3.5920962979939824e+60
LOXL1,0.23131551968539718,301,0.1562156215621562,0.0028906277102097,0.0133400929014721,0.863835549869626,0.001284985112409,0.020387561825457,6.109230592260533e+59
SERPINA3,0.2266651715739604,302,0.1298129812981298,0.0010855711121772,0.034697736153207,0.8130170499245827,0.0010312674073482,0.0305416865920107,3.4304504373928516e+60
Sema4b,0.22575032531900494,303,0.165016501650165,0.0004083007419684,0.0206677188857958,0.7494288655206384,0.0014352062324444,0.0448940479949722,7.428029591301682e+58
Plxna1,0.2168309518562235,304,0.165016501650165,4.4828271373392845e-05,0.02079198697747,0.7479490072405021,0.0014451664570475,0.0451492320636515,7.462782967960177e+58
Igfbp7,0.2168309518562235,305,0.165016501650165,4.4828271373392845e-05,0.02079198697747,0.7479490072405021,0.0014451664570475,0.0451492320636515,7.462782967960174e+58
Sema7a,0.2168309518562235,306,0.165016501650165,4.4828271373392845e-05,0.02079198697747,0.7479490072405021,0.0014451664570475,0.0451492320636515,7.462782967960177e+58
Lman1,0.2168309518562235,307,0.165016501650165,4.4828271373392845e-05,0.02079198697747,0.7479490072405021,0.0014451664570475,0.0451492320636515,7.462782967960176e+58
P4ha1,0.21580756854511415,308,0.1672167216721672,0.0004155701913803,0.019949899293051,0.7485675548927793,0.0014354713428106,0.043520943907905,7.489558042997554e+58
KNG1,0.21230724741874396,309,0.1243124312431243,0.001028627091784,0.0354225719743813,0.8154842225373048,0.0010155877106382,0.0309650143239159,3.3419448266095725e+60
F2,0.20972650426116063,310,0.1188118811881188,0.000438590114518,0.0428315602719002,0.787633052675243,0.0009467072820449,0.0355291350837927,4.105686630901199e+60
POSTN,0.2088436070254387,311,0.1199119911991199,0.0012321716753173,0.0354688457484678,0.8286757276535536,0.0009452792485307,0.0307042454556623,3.4813867202748316e+60
Spon1,0.2077173595554478,312,0.1661166116611661,0.0003005419545752,0.0199956993731352,0.7479601944128418,0.0014331415255156,0.0435999364194766,7.478122396314489e+58
M6pr,0.20657478569316604,313,0.1661166116611661,0.0002678280326357,0.0199956993731352,0.7479601944128418,0.0014331415255156,0.0435999364194766,7.478122396314489e+58
Creld2,0.20629482071638755,314,0.1661166116611661,0.0002598121373851,0.0199956993731352,0.7479601944128418,0.0014331415255156,0.0435999364194766,7.478122396314485e+58
Creld1,0.20629482071638755,315,0.1661166116611661,0.0002598121373851,0.0199956993731352,0.7479601944128418,0.0014331415255156,0.0435999364194766,7.478122396314485e+58
Tnc,0.20556063144288997,316,0.1276127612761276,0.006177012708613,0.0140644520936552,0.8411376723277095,0.0010860603910098,0.0295495140116704,8.648561718490258e+58
MGP,0.20184887702765944,317,0.1276127612761276,0.0020087911874887,0.0308424742218698,0.8143816729318316,0.0010806387728854,0.0286550642812489,2.562839121727543e+60
SERPINC1,0.19925653260957502,318,0.1188118811881188,0.0011703813553161,0.0365199276951672,0.819790002301319,0.00095617767756,0.0313750441281122,3.388553525600594e+60
Anxa7,0.1925636420528926,319,0.1496149614961496,0.0037090346332724,0.016977569993068,0.7663988599555334,0.0012659508452717,0.0382178070415826,4.3558084737866633e+58
ANXA4,0.1825678425931052,320,0.1177117711771177,0.0012745767968867,0.0383388893753107,0.7981408497164567,0.0009268930771446,0.0325873158677808,3.708524382269764e+60
Mfge8,0.17511646212973714,321,0.0891089108910891,0.0097604474103798,0.0079027112155215,0.9224781447274868,0.0009516856726496,0.0144686756910617,1.4663520816226481e+59
COL5A2,0.17016162291609088,322,0.1078107810781078,0.0021420644267069,0.0380660624307369,0.8128387599699468,0.0008364216080213,0.031905733641611,3.6668663859597024e+60
Matn2,0.14798396525382354,323,0.1694169416941694,0.0010988984360991,0.0157364873686509,0.745288873330228,0.0014047192258167,0.0364286826729331,4.392556664690803e+58
Serpinf1,0.13421923295791746,324,0.0792079207920792,0.0121854145766999,0.0054892088929649,0.8890788081444436,0.0009416386277122,0.0121729593043502,7.255571360109047e+58
C1QTNF7,0.1255080345570802,325,0.1584158415841584,0.0004749373615775,0.0227413096874231,0.7762100910833845,0.0012837904509244,0.0257587497695185,1.4896693223355028e+60
PODN,0.12539519258374401,326,0.1584158415841584,0.0004717064951722,0.0227413096874231,0.7762100910833845,0.0012837904509244,0.0257587497695185,1.4896693223355033e+60
Htra1,0.12430534154486098,327,0.154015401540154,0.0009026233019777,0.0193025232182582,0.7333620422131497,0.001345639958616,0.0426595135906266,4.707335798754338e+58
S100a6,0.12323247108995565,328,0.1562156215621562,0.0007844947490343,0.0192536708386151,0.7306939030972942,0.0013529986020287,0.042587755174613,4.7617769104010683e+58
Hmcn2,0.11654449692612748,329,0.1496149614961496,0.0066685082605176,0.01208644020915,0.7270072014053448,0.0012388839569815,0.0292447219199332,2.6357939733728335e+58
Hspg2,0.11596788452598626,330,0.1551155115511551,0.0005082556713821,0.0180761374478729,0.7550676615488451,0.0013209845194376,0.0399036314851858,6.381813391226086e+58
MIF,0.11559774031062545,331,0.1232123212321232,0.0070634816785643,0.0103773663078753,0.8336852725657078,0.0011245943010583,0.0164428215994659,3.6511233954344493e+59
S100a11,0.11490999102596233,332,0.1551155115511551,0.0004779662988325,0.0180761374478729,0.7550676615488451,0.0013209845194376,0.0399036314851858,6.381813391226084e+58
COL2A1,0.11131454790271025,333,0.11001100110011,0.0022801839655331,0.0316092483937343,0.8254968273241481,0.0008717665220056,0.027975335553219,2.73164369618937e+60
Anxa4,0.10585049508999515,334,0.1551155115511551,0.0003780113694188,0.0180655830986265,0.7532230094026777,0.0013157766960715,0.0398779175522833,6.385982091535542e+58
S100A13,0.1032177017718613,335,0.1089108910891089,0.0001066185913745,0.0407762812458051,0.7869774047954968,0.0008832324551619,0.033912788895664,3.645551166998986e+60
C1qc,0.09400506301363691,336,0.1617161716171617,0.0010657820554448,0.0207474008054521,0.6689939109612215,0.0014239400377174,0.0455251817598616,4.6472670847269143e+58
Agt,0.09268070870355284,337,0.1551155115511551,0.0001962751341213,0.019605895937264,0.715617885662195,0.0013950056027051,0.0428107486669704,6.242740559796025e+58
