epoch,split,loss,accuracy,f1_macro
27,val,0.8700900077819824,0.45588235294117646,0.44270481940280854
28,train,0.8260074257850647,0.5463108320251178,0.5179084779286164
28,val,0.8074824810028076,0.5367647058823529,0.5143190143190143
29,train,0.8100916147232056,0.5714285714285714,0.5531583144069567
29,val,0.7607888579368591,0.5514705882352942,0.5289555700514604
30,train,0.7772696614265442,0.5635792778649922,0.5511237974718047
30,val,0.7363748550415039,0.5294117647058824,0.5183260798768393
31,train,0.7662072777748108,0.6075353218210361,0.5889558919148468
31,val,0.6876500844955444,0.5808823529411765,0.5657947389482109
32,train,0.7136514186859131,0.631083202511774,0.6073955720087
32,val,0.6634196043014526,0.5882352941176471,0.5711012633680718
33,train,0.6767345666885376,0.631083202511774,0.6081055797805571
33,val,0.6402311325073242,0.5882352941176471,0.5750910611030232
34,train,0.647225022315979,0.6514913657770801,0.6398326128423898
34,val,0.5978679656982422,0.5882352941176471,0.5861273343427787
35,train,0.6071972250938416,0.6248037676609105,0.6189073643580483
35,val,0.5741492509841919,0.5882352941176471,0.5904944972109152
36,train,0.5941449999809265,0.673469387755102,0.6622893330689242
36,val,0.5448440909385681,0.6397058823529411,0.6379272348439317
37,train,0.5542831420898438,0.7158555729984302,0.6946081262080637
37,val,0.526206374168396,0.6617647058823529,0.643963443963444
38,train,0.5917336940765381,0.6938775510204082,0.6703745071790044
38,val,0.53529292345047,0.6544117647058824,0.6294087280602351
39,train,0.561870276927948,0.6985871271585558,0.6816987324450011
39,val,0.4981253147125244,0.6691176470588235,0.6554137136439332
40,train,0.5257782340049744,0.7535321821036107,0.7337829266690244
40,val,0.477880597114563,0.7132352941176471,0.694165677284956
41,train,0.5083392858505249,0.7268445839874411,0.7015322682366615
41,val,0.4956456422805786,0.7279411764705882,0.6995703085225538
42,train,0.5245134234428406,0.7001569858712716,0.681291529832869
42,val,0.4882814884185791,0.7058823529411765,0.6890697265968034
43,train,0.4941365718841553,0.7158555729984302,0.7043114348154522
43,val,0.45612630248069763,0.6838235294117647,0.6775201308593614
44,train,0.47649306058883667,0.7299843014128728,0.7215384153300896
44,val,0.4460786283016205,0.6838235294117647,0.6791849828446003
45,train,0.4822102189064026,0.7723704866562009,0.7519134802450576
45,val,0.4456310570240021,0.7720588235294118,0.7471552608566924
46,train,0.4460166096687317,0.7880690737833596,0.765651872190206
46,val,0.4421647787094116,0.7647058823529411,0.740216984661429
47,train,0.44269654154777527,0.7582417582417582,0.7500949868587811
47,val,0.42743659019470215,0.7205882352941176,0.7138273491214667
48,train,0.4427817761898041,0.7629513343799058,0.7584002675047451
48,val,0.42442962527275085,0.7132352941176471,0.7082693947144074
49,train,0.44072937965393066,0.7943485086342229,0.775100264488486
49,val,0.4040686786174774,0.7867647058823529,0.7673279263333294
50,train,0.4144499599933624,0.7864992150706437,0.7682294468960303
50,val,0.39125287532806396,0.7867647058823529,0.7690884117689584
51,train,0.4090089499950409,0.7990580847723705,0.7812374108322829
51,val,0.3602108955383301,0.7647058823529411,0.7485529631790305
52,train,0.41079676151275635,0.8116169544740973,0.7980131097400817
52,val,0.343658447265625,0.8014705882352942,0.7852758494702229
53,train,0.39652395248413086,0.8445839874411303,0.8238139452247065
53,val,0.3406989276409149,0.8308823529411765,0.8084701424437047
54,train,0.3775489032268524,0.8304552590266876,0.8080118071233428
54,val,0.37461546063423157,0.8235294117647058,0.8049473255340202
55,train,0.41982412338256836,0.7974882260596546,0.7888673746797318
55,val,0.32795634865760803,0.7794117647058824,0.7726717726717727
56,train,0.4115462601184845,0.8351648351648352,0.8244442474391013
56,val,0.3204326629638672,0.7867647058823529,0.7754386786561759
57,train,0.4270532727241516,0.8430141287284144,0.8211804321900237
57,val,0.3321649730205536,0.8161764705882353,0.7929360577091432
58,train,0.3523530662059784,0.8383045525902669,0.8063442687042239
58,val,0.41580650210380554,0.8088235294117647,0.7803964736533451
59,train,0.4033331573009491,0.9058084772370487,0.8833320675425939
59,val,0.3317037522792816,0.875,0.8508245037145293
60,train,0.36201754212379456,0.8759811616954474,0.8591140918812724
60,val,0.31431806087493896,0.8382352941176471,0.8148526077097505
61,train,0.3613074719905853,0.8178963893249608,0.8036747332812907
61,val,0.3451416790485382,0.7941176470588235,0.7798534798534797
62,train,0.3484223484992981,0.8021978021978022,0.7857296539902522
62,val,0.39167800545692444,0.7720588235294118,0.758827222037591
63,train,0.347219318151474,0.8492935635792779,0.8301656482446024
63,val,0.3322024643421173,0.8161764705882353,0.7985980055794206
64,train,0.3345625102519989,0.8979591836734694,0.8765486236614323
64,val,0.28354600071907043,0.8602941176470589,0.835227871495419
65,train,0.32260170578956604,0.9199372056514914,0.9011391027806456
65,val,0.28531894087791443,0.8676470588235294,0.8371916057309315
66,train,0.3413327634334564,0.9167974882260597,0.8999291038162669
66,val,0.27021241188049316,0.8823529411764706,0.8623255813953489
67,train,0.2924908995628357,0.8854003139717426,0.8672994020303157
67,val,0.29676634073257446,0.8529411764705882,0.8358928033724782
68,train,0.27965831756591797,0.8665620094191523,0.8479776446738282
68,val,0.3188175559043884,0.8382352941176471,0.8221053448902946
69,train,0.3179883658885956,0.8948194662480377,0.8769320282595291
69,val,0.29519373178482056,0.8455882352941176,0.8290228697104493
70,train,0.28789886832237244,0.9167974882260597,0.8994784869512803
70,val,0.27016934752464294,0.875,0.8565323210896505
71,train,0.25890040397644043,0.9215070643642073,0.9050642257163997
71,val,0.2502986192703247,0.8823529411764706,0.8640120663650075
72,train,0.24462150037288666,0.9183673469387755,0.9012828822611433
72,val,0.2463642954826355,0.8676470588235294,0.848901098901099
73,train,0.2655027508735657,0.9136577708006279,0.8977223221653315
73,val,0.24960404634475708,0.875,0.8566152299183973
74,train,0.26740241050720215,0.902668759811617,0.8870350292902603
74,val,0.2588645815849304,0.8529411764705882,0.8360791532443628
75,train,0.2761715352535248,0.8995290423861853,0.8853758097249368
75,val,0.2683483064174652,0.8455882352941176,0.8297497716290096
76,train,0.26468491554260254,0.9120879120879121,0.8982277172437995
76,val,0.25697410106658936,0.8529411764705882,0.8343491613512874
77,train,0.2779269218444824,0.9277864992150706,0.9138483168007498
77,val,0.2513318657875061,0.8455882352941176,0.8247988782956583
78,train,0.2546384036540985,0.9183673469387755,0.9010448476671553
78,val,0.27015775442123413,0.8455882352941176,0.8227308250530312
79,train,0.2724558711051941,0.9167974882260597,0.9011623569911268
79,val,0.25245293974876404,0.8529411764705882,0.8340083982654264
80,train,0.21374528110027313,0.9199372056514914,0.9068505717275746
80,val,0.2259998917579651,0.8676470588235294,0.8508449753429673
81,train,0.24364326894283295,0.9215070643642073,0.9081843480404332
81,val,0.21134375035762787,0.8676470588235294,0.8508449753429673
82,train,0.26068004965782166,0.9058084772370487,0.8895300289466351
82,val,0.24906840920448303,0.8676470588235294,0.85
83,train,0.23588401079177856,0.8995290423861853,0.8774307498878269
83,val,0.29373419284820557,0.8897058823529411,0.875108060005085
84,train,0.2490282654762268,0.9293563579277865,0.9102584369450937
84,val,0.2346794754266739,0.9044117647058824,0.8860082003816019
85,train,0.253950297832489,0.9434850863422292,0.9302228291011932
85,val,0.19273655116558075,0.9044117647058824,0.8859523809523809
86,train,0.21778124570846558,0.9309262166405023,0.9192018628297628
86,val,0.19457656145095825,0.9117647058823529,0.8953448275862069
87,train,0.21736395359039307,0.9073783359497645,0.8944491146468514
87,val,0.21993891894817352,0.8602941176470589,0.8436674436674437
88,train,0.24605108797550201,0.9073783359497645,0.8923907559766242
88,val,0.24535085260868073,0.875,0.8581820394045
89,train,0.23120513558387756,0.9262166405023547,0.9119965186508195
89,val,0.2422955483198166,0.875,0.8571219853271135
90,train,0.23598486185073853,0.9309262166405023,0.9149965203803246
90,val,0.23797380924224854,0.8823529411764706,0.8627430844061879
91,train,0.23050731420516968,0.9403453689167975,0.9259751402197255
91,val,0.2124035358428955,0.9044117647058824,0.8835332708371976
92,train,0.23808522522449493,0.9372056514913658,0.9241809325472712
92,val,0.1989443600177765,0.8897058823529411,0.8718591350170297
93,train,0.20832102000713348,0.9230769230769231,0.9090130530651742
93,val,0.23103958368301392,0.8602941176470589,0.8436674436674437
94,train,0.20127268135547638,0.9073783359497645,0.8913917049490231
94,val,0.267229825258255,0.8602941176470589,0.844435956200662
95,train,0.24522016942501068,0.9199372056514914,0.9050740629252955
95,val,0.2568075358867645,0.8676470588235294,0.85
96,train,0.18933889269828796,0.9434850863422292,0.9312625616066011
96,val,0.24544958770275116,0.8455882352941176,0.8201485924398235
97,train,0.2320844531059265,0.9403453689167975,0.9270781206561023
97,val,0.24823693931102753,0.8529411764705882,0.8298339137172892
98,train,0.18644779920578003,0.9340659340659341,0.9202537422416941
98,val,0.22924558818340302,0.875,0.8560125418367722
99,train,0.2185380458831787,0.9246467817896389,0.9110094643715706
99,val,0.2210635095834732,0.8529411764705882,0.8343491613512874
100,train,0.18185260891914368,0.9183673469387755,0.9046030994807644
100,val,0.20674967765808105,0.875,0.8581820394045
101,train,0.20091462135314941,0.9215070643642073,0.9078382462091709
101,val,0.2012023627758026,0.8823529411764706,0.8658985606821344
102,train,0.18974067270755768,0.9434850863422292,0.9316870632648317
102,val,0.18979370594024658,0.8823529411764706,0.8644046297764388
103,train,0.2100057303905487,0.9560439560439561,0.9460900990519835
103,val,0.22453483939170837,0.8897058823529411,0.8662057952558544
104,train,0.18794775009155273,0.9466248037676609,0.9334356770794615
104,val,0.24753433465957642,0.8897058823529411,0.863874418718403
105,train,0.21363623440265656,0.9529042386185244,0.9418272191431337
105,val,0.22744160890579224,0.8970588235294118,0.8781213849774622
106,train,0.2247995138168335,0.9340659340659341,0.9207730884260226
106,val,0.2130674570798874,0.9044117647058824,0.8893625496118774
107,train,0.20950013399124146,0.9136577708006279,0.8987694655004832
107,val,0.2389478087425232,0.8897058823529411,0.8738104275985265
108,train,0.21206893026828766,0.9105180533751962,0.8955045522820461
108,val,0.24300110340118408,0.8823529411764706,0.8658985606821344
109,train,0.20699232816696167,0.9340659340659341,0.922005167297374
109,val,0.2008524388074875,0.8970588235294118,0.8812669683257918
110,train,0.20669804513454437,0.9529042386185244,0.9434267486899066
110,val,0.18528276681900024,0.9117647058823529,0.8939393939393939
111,train,0.17469944059848785,0.957613814756672,0.947992295726753
111,val,0.19537723064422607,0.9191176470588235,0.8997937527383866
112,train,0.1941516101360321,0.9466248037676609,0.9333716303761226
112,val,0.21384958922863007,0.9264705882352942,0.9097354497354497
113,train,0.22572048008441925,0.9403453689167975,0.9281395003608893
113,val,0.2075263261795044,0.8823529411764706,0.8637855921307218
114,train,0.19581352174282074,0.9262166405023547,0.9125383173494249
114,val,0.2125767469406128,0.875,0.8585878352228006
115,train,0.20672768354415894,0.9230769230769231,0.9093986397989448
115,val,0.21150709688663483,0.875,0.8585878352228006
116,train,0.18128935992717743,0.9403453689167975,0.9285649494783187
116,val,0.20005948841571808,0.8970588235294118,0.8777830525705025
117,train,0.17568618059158325,0.9607535321821036,0.9516175878960839
117,val,0.2332085818052292,0.9117647058823529,0.8897525238988654
118,train,0.1759243905544281,0.9654631083202512,0.9565620135909798
118,val,0.2836908996105194,0.9191176470588235,0.8976464969567729
119,train,0.18679176270961761,0.967032967032967,0.9590457609724433
119,val,0.266279399394989,0.9264705882352942,0.9070209697387398
120,train,0.25063005089759827,0.9372056514913658,0.9262909319102528
120,val,0.19596809148788452,0.8970588235294118,0.8795348837209302
121,train,0.17131026089191437,0.9105180533751962,0.89835076136446
121,val,0.23782296478748322,0.8602941176470589,0.8436674436674437
122,train,0.251542329788208,0.9120879120879121,0.8995706316900347
122,val,0.2733820676803589,0.8308823529411765,0.8146291655063584
123,train,0.22341682016849518,0.9324960753532182,0.920652423430319
123,val,0.2519172430038452,0.8676470588235294,0.8492239858906525
124,train,0.16575683653354645,0.9481946624803768,0.9368962328591457
124,val,0.2740655839443207,0.8676470588235294,0.8454168695152854
125,train,0.1771480143070221,0.9560439560439561,0.9439956151568888
125,val,0.3534926772117615,0.8823529411764706,0.8602046567423486
126,train,0.23714786767959595,0.9591836734693877,0.9485206429888541
126,val,0.3241391181945801,0.8897058823529411,0.8693726108635852
127,train,0.22202086448669434,0.9513343799058085,0.9409420000134089
127,val,0.2557153105735779,0.8823529411764706,0.8621657184875575
128,train,0.1936786025762558,0.9277864992150706,0.9147648076867677
128,val,0.2487671673297882,0.8676470588235294,0.85
129,train,0.1918325126171112,0.9230769230769231,0.9096720393610229
129,val,0.23492476344108582,0.8897058823529411,0.8733805159144525
130,train,0.23180752992630005,0.9403453689167975,0.929681080570941
130,val,0.17642906308174133,0.8970588235294118,0.8812669683257918
131,train,0.19562584161758423,0.9481946624803768,0.9381637355433295
131,val,0.13602526485919952,0.9117647058823529,0.8969789466174066
132,train,0.15362580120563507,0.9560439560439561,0.946260064155673
132,val,0.16098226606845856,0.9411764705882353,0.9282554415676056
133,train,0.17121252417564392,0.9544740973312402,0.9434540214437561
133,val,0.2362183779478073,0.9264705882352942,0.9070209697387398
134,train,0.2101881504058838,0.9607535321821036,0.9518638174547472
134,val,0.23181994259357452,0.8970588235294118,0.8731216931216931
135,train,0.1728411614894867,0.957613814756672,0.9483856547306014
135,val,0.20193874835968018,0.8970588235294118,0.8784197644767361
136,train,0.13303682208061218,0.9481946624803768,0.937672235449401
136,val,0.21164089441299438,0.8897058823529411,0.8726440643733877
137,train,0.16750888526439667,0.9403453689167975,0.9286823478508657
137,val,0.22945739328861237,0.875,0.8551399867189341
138,train,0.15700533986091614,0.9340659340659341,0.921046359713841
138,val,0.2469242513179779,0.8897058823529411,0.8715347088855884
139,train,0.16670040786266327,0.9466248037676609,0.9352943304750534
139,val,0.260393351316452,0.8970588235294118,0.8761995522013352
140,train,0.15374192595481873,0.9638932496075353,0.9556868275797786
140,val,0.27672699093818665,0.9044117647058824,0.8836984106361786
141,train,0.1606280505657196,0.9717425431711146,0.9652545682924772
141,val,0.28502365946769714,0.9191176470588235,0.8968835296006555
142,train,0.17004096508026123,0.9717425431711146,0.9654602489708872
142,val,0.2681894302368164,0.9191176470588235,0.8968835296006555
143,train,0.16165293753147125,0.9560439560439561,0.9465008101390185
143,val,0.23167088627815247,0.9117647058823529,0.8913990402362496
144,train,0.14818450808525085,0.9340659340659341,0.9213585062869263
144,val,0.23997333645820618,0.8897058823529411,0.8709404864443625
145,train,0.16554568707942963,0.9246467817896389,0.9109594153841941
145,val,0.249962717294693,0.8897058823529411,0.8723328337971883
146,train,0.19193275272846222,0.9419152276295133,0.9301166426166426
146,val,0.23683159053325653,0.8970588235294118,0.8781213849774622
147,train,0.16176345944404602,0.9638932496075353,0.9558834968527931
147,val,0.21569855511188507,0.8970588235294118,0.8761995522013352
148,train,0.13793818652629852,0.9686028257456829,0.9615094752535511
148,val,0.2249935269355774,0.9117647058823529,0.8896168980285754
149,train,0.14065231382846832,0.9686028257456829,0.9614234486280648
149,val,0.22160837054252625,0.9191176470588235,0.8960515128065499
150,train,0.1790861040353775,0.967032967032967,0.9596181788520596
150,val,0.1876453012228012,0.9117647058823529,0.894484056248762
151,train,0.1269228756427765,0.9434850863422292,0.9319007263922519
151,val,0.2248528152704239,0.9044117647058824,0.8869190069190069
152,train,0.17093773186206818,0.9434850863422292,0.9321256850755045
152,val,0.20754212141036987,0.8970588235294118,0.8777830525705025
153,train,0.20159095525741577,0.9529042386185244,0.9431545789728272
153,val,0.18034283816814423,0.9044117647058824,0.8875335297895651
154,train,0.15781208872795105,0.9623233908948194,0.9544479871790467
154,val,0.16605888307094574,0.9044117647058824,0.8860082003816019
155,train,0.14851266145706177,0.9733124018838305,0.9671577690545025
155,val,0.19860443472862244,0.9117647058823529,0.8930167659782318
156,train,0.16563157737255096,0.9717425431711146,0.9652051909079761
156,val,0.2105221450328827,0.8970588235294118,0.8761995522013352
157,train,0.16144461929798126,0.9607535321821036,0.9519082731970282
157,val,0.24369829893112183,0.8970588235294118,0.8746001381582443
158,train,0.15324407815933228,0.9544740973312402,0.9445588025419959
158,val,0.24447712302207947,0.8823529411764706,0.8601398601398601
159,train,0.15426281094551086,0.9481946624803768,0.9375258047736296
159,val,0.21557660400867462,0.875,0.8547022693000846
160,train,0.14799539744853973,0.9544740973312402,0.9457755527057031
160,val,0.19606995582580566,0.8897058823529411,0.8718591350170297
161,train,0.1189720556139946,0.957613814756672,0.9494326825230716
161,val,0.18365691602230072,0.8970588235294118,0.8794975354482878
162,train,0.1867723912000656,0.9654631083202512,0.9581649262288111
162,val,0.20481126010417938,0.9044117647058824,0.8836660389202762
163,train,0.13429661095142365,0.9623233908948194,0.9538805482467453
163,val,0.2754722237586975,0.9044117647058824,0.8854761495675962
164,train,0.12207598984241486,0.957613814756672,0.9475046436230974
164,val,0.33910712599754333,0.9044117647058824,0.8838589761058763
165,train,0.19548262655735016,0.967032967032967,0.9596181788520596
165,val,0.25324547290802,0.9117647058823529,0.8930167659782318
166,train,0.12529097497463226,0.9654631083202512,0.9587869037420864
166,val,0.19805997610092163,0.8970588235294118,0.8766732542819499
167,train,0.15291745960712433,0.9638932496075353,0.957048167031861
167,val,0.18383033573627472,0.9117647058823529,0.8967441860465116
168,train,0.14898496866226196,0.9686028257456829,0.9619234341400636
168,val,0.18162432312965393,0.8970588235294118,0.8777830525705025
169,train,0.14729951322078705,0.9654631083202512,0.9575294426998792
169,val,0.22350600361824036,0.9044117647058824,0.8854761495675962
170,train,0.15805558860301971,0.9544740973312402,0.9438194475105597
170,val,0.2778403162956238,0.9117647058823529,0.8931623931623932
171,train,0.14263984560966492,0.9623233908948194,0.9532823746662314
171,val,0.24423903226852417,0.9117647058823529,0.8931623931623932
172,train,0.1474376767873764,0.9748822605965463,0.9689567247948899
172,val,0.17411816120147705,0.9338235294117647,0.9176657771764324
