Gene,Degree,Betweenness,PageRank,Degree_Norm,Betweenness_Norm,PageRank_Norm,Consensus_Score,N_Tissues,Direction_Consistency,Universality_Score,Predominant_Direction
HSPB6,3,1.0,0.0020906616406275785,0.043478260869565216,0.017145738779626826,0.0949842977150153,0.05103031529621872,,,,
IGFBP7,3,2.0,0.001605493018535016,0.043478260869565216,0.03429147755925365,0.07294180171887205,0.0495612881312638,8.0,0.75,0.5020060370335819,DOWN
MYOC,2,2.0,0.0020217074607032847,0.028985507246376812,0.03429147755925365,0.09185152662123956,0.04943710415269868,,,,
S100A16,3,0.0,0.002347782555593721,0.043478260869565216,0.0,0.10666598214510321,0.049391098991357046,6.0,0.8333333333333334,0.5244756800525904,DOWN
CILP,3,2.0,0.0015340398000198573,0.043478260869565216,0.03429147755925365,0.06969549268050343,0.04858739541975321,4.0,1.0,0.6085970003594228,UP
LOXL2,4,0.0,0.0017734004437839675,0.057971014492753624,0.0,0.08057028093257236,0.04735949007687316,5.0,0.8,0.5248161577712742,DOWN
GPC4,3,2.0,0.0013826088936648297,0.043478260869565216,0.03429147755925365,0.06281558537605655,0.04652342322841915,4.0,0.75,0.4603603899684018,DOWN
SLIT3,2,2.0,0.0017621215666566814,0.028985507246376812,0.03429147755925365,0.08005785166035995,0.0458990016644348,4.0,0.75,0.5163172865998962,DOWN
SEMA7A,2,2.0,0.0017203721802471327,0.028985507246376812,0.03429147755925365,0.07816106641731439,0.04532996609152114,,,,
ITIH1,4,0.0,0.0015915590656767867,0.057971014492753624,0.0,0.07230874532135965,0.044881029393509346,10.0,0.7,0.6367153545873856,UP
PGK1,3,0.0,0.001998066039690453,0.043478260869565216,0.0,0.09077743422472209,0.04462453461524271,,,,
PHOSPHO1,2,2.0,0.0016640130718860945,0.028985507246376812,0.03429147755925365,0.07560052279634341,0.04456180300522984,,,,
SEMA3C,2,0.0,0.0024149144415907694,0.028985507246376812,0.0,0.1097159615974454,0.04450899137778434,,,,
TGM3,1,0.0,0.0028321257948769434,0.014492753623188406,0.0,0.128670978813298,0.044398395093264764,4.0,1.0,0.6107562502459144,DOWN
DSP,1,0.0,0.0028321257948769434,0.014492753623188406,0.0,0.128670978813298,0.044398395093264764,4.0,0.75,0.4754236861171003,DOWN
DPYSL3,2,0.0,0.0023091614137482172,0.028985507246376812,0.0,0.10491132134114549,0.04306759930089437,,,,
FBN2,3,1.0,0.0015023659267872575,0.043478260869565216,0.017145738779626826,0.06825646469699395,0.04301196539081232,,,,
ALPL,2,2.0,0.001543272201826915,0.028985507246376812,0.03429147755925365,0.07011494515661189,0.04291612971331038,,,,
COL21A1,3,1.0,0.0014679810775472329,0.043478260869565216,0.017145738779626826,0.06669426989051153,0.04254330694886759,4.0,0.75,0.5278861533297251,DOWN
EGLN1,2,2.0,0.001482148040363483,0.028985507246376812,0.03429147755925365,0.067337912547796,0.04208301993066561,,,,
TNC,3,1.0,0.0013909451197711329,0.043478260869565216,0.017145738779626826,0.06319432221558795,0.04149332264639052,,,,
PDCD6IP,2,2.0,0.001403156951696278,0.028985507246376812,0.03429147755925365,0.06374913809620816,0.041006387595189264,,,,
CFD,2,2.0,0.001300609543000862,0.028985507246376812,0.03429147755925365,0.05909013761131628,0.0396086874497217,,,,
CSPG4,3,0.0,0.0015242628771085052,0.043478260869565216,0.0,0.06925130116787306,0.03816669469818801,6.0,0.8333333333333334,0.5635121885498932,DOWN
FCN3,3,0.0,0.001514639604490095,0.043478260869565216,0.0,0.06881409039516026,0.038035531466374166,3.0,1.0,0.6049946629551917,UP
PRG4,2,2.0,0.0011266713233357376,0.028985507246376812,0.03429147755925365,0.051187663428199554,0.03723794519478668,4.0,1.0,0.7106150338969908,UP
CAP2,2,0.0,0.0018795182801108977,0.028985507246376812,0.0,0.08539149540490788,0.03721165152002309,,,,
CHRD,2,2.0,0.0010830277631607753,0.028985507246376812,0.03429147755925365,0.049204820852220874,0.03664309242199308,3.0,1.0,0.5191775344651433,DOWN
SERPINE2,2,2.0,0.0010493263851647922,0.028985507246376812,0.03429147755925365,0.04767367795526897,0.03618374955290751,6.0,0.8333333333333334,0.5478058676154404,UP
S100A13,2,0.0,0.001768162944784072,0.028985507246376812,0.0,0.08033232747581939,0.035693901141296544,7.0,0.7142857142857143,0.5158613854942901,DOWN
ASAH1,2,0.0,0.0015676163915974723,0.028985507246376812,0.0,0.07122096619983691,0.0329604927585018,,,,
SRI,1,0.0,0.0019648728157838496,0.014492753623188406,0.0,0.0892693781144471,0.03257791488360949,,,,
ANXA6,2,0.0,0.0015276284968441113,0.028985507246376812,0.0,0.0694042101899501,0.03241546595553575,10.0,0.75,0.5291613437637215,DOWN
CRELD2,2,0.0,0.0013717244554223666,0.028985507246376812,0.0,0.062321076507480165,0.030290525850794774,,,,
LGALS1,2,0.0,0.0012959309197289892,0.028985507246376812,0.0,0.05887757535967495,0.02925747550645321,,,,
LOXL3,2,0.0,0.001200661205386484,0.028985507246376812,0.0,0.054549219812090224,0.02795896884217779,4.0,1.0,0.5601340791758458,DOWN
FTH1,2,0.0,0.0011897197457153542,0.028985507246376812,0.0,0.05405212030892649,0.027809838991228672,,,,
FSTL1,2,0.0,0.001138245622618349,0.028985507246376812,0.0,0.05171351451167389,0.027108257252052893,5.0,1.0,0.6027675711424133,DOWN
PLXNB2,1,0.0,0.001538081888488548,0.014492753623188406,0.0,0.06987913546948447,0.026760842090120703,,,,
TPT1,1,0.0,0.0015126358079672762,0.014492753623188406,0.0,0.06872305260990362,0.02641401723224645,,,,
HRNR,1,0.0,0.0014930506627852805,0.014492753623188406,0.0,0.06783324757182005,0.026147075720821377,3.0,1.0,0.5166256145754868,DOWN
PPBP,2,0.0,0.001063559755689763,0.028985507246376812,0.0,0.04832033769071336,0.026090304205764733,3.0,1.0,0.5355329768382857,DOWN
NAXE,2,0.0,0.0010552509024526003,0.028985507246376812,0.0,0.04794284447315371,0.025977056240496836,,,,
SPARCL1,1,0.0,0.0014106962384207809,0.014492753623188406,0.0,0.06409166786806741,0.025024601809695585,,,,
LMAN2,1,0.0,0.001365638874642595,0.014492753623188406,0.0,0.062044592448404455,0.0244104791837967,,,,
CPA3,1,0.0,0.001357861058190904,0.014492753623188406,0.0,0.061691225639034765,0.02430446914098579,,,,
ECM2,1,0.0,0.0011912126351249768,0.014492753623188406,0.0,0.05411994623033988,0.022033085318377325,4.0,1.0,0.5929050433057915,DOWN
FABP3,1,0.0,0.0011563867362204578,0.014492753623188406,0.0,0.052537713369001836,0.021558415459975912,,,,
ANXA4,1,0.0,0.0011353022581524312,0.014492753623188406,0.0,0.05157978966529913,0.021271038348865103,10.0,0.8,0.6000057473039482,DOWN
RAB35,1,0.0,0.0011268965497120602,0.014492753623188406,0.0,0.05119789605923184,0.021156470267044914,,,,
CAT,1,0.0,0.0011226320080154042,0.014492753623188406,0.0,0.051004146630696065,0.02109834543848418,,,,
MIF,1,0.0,0.0011226320080154042,0.014492753623188406,0.0,0.051004146630696065,0.02109834543848418,,,,
PEBP1,1,0.0,0.0011226320080154042,0.014492753623188406,0.0,0.051004146630696065,0.02109834543848418,,,,
ITIH5,1,0.0,0.0011035695314881226,0.014492753623188406,0.0,0.05013808781445008,0.020838527793610388,8.0,0.875,0.6234268399347267,DOWN
CTSF,1,0.0,0.0010677945504443782,0.014492753623188406,0.0,0.04851273563685523,0.02035092214033193,,,,
PPT1,1,0.0,0.0010677945504443782,0.014492753623188406,0.0,0.04851273563685523,0.02035092214033193,,,,
KERA,1,0.0,0.0010671217851078918,0.014492753623188406,0.0,0.04848217012507113,0.0203417524867967,,,,
CA2,1,0.0,0.001049103702502308,0.014492753623188406,0.0,0.04766356089189615,0.020096169716844206,,,,
CDH13,1,0.0,0.001033013392011443,0.014492753623188406,0.0,0.04693253545368483,0.01987686208538081,,,,
NAMPT,1,0.0,0.001033013392011443,0.014492753623188406,0.0,0.04693253545368483,0.01987686208538081,,,,
DLG1,1,0.0,0.0010286383285348722,0.014492753623188406,0.0,0.0467337647278509,0.019817230867630632,,,,
CLIC1,1,0.0,0.0010247858290869851,0.014492753623188406,0.0,0.046558735470416786,0.019764722090400397,,,,
PRXL2A,1,0.0,0.0010176025648837989,0.014492753623188406,0.0,0.04623238074501213,0.019666815672779003,,,,
DPP7,1,0.0,0.0009670050201312297,0.014492753623188406,0.0,0.043933600224514244,0.018977181516629638,,,,
STX4,1,0.0,0.0009510417996072811,0.014492753623188406,0.0,0.043208348820235346,0.018759606095345965,,,,
LRPAP1,1,0.0,0.0009389758510668935,0.014492753623188406,0.0,0.04266016080831477,0.018595149691769793,,,,
HTRA1,1,0.0,0.0008930375931965706,0.014492753623188406,0.0,0.04057306403604412,0.017969020660088597,8.0,0.75,0.6002321534833734,UP
HDGF,1,0.0,0.000889383960619412,0.014492753623188406,0.0,0.04040706982746145,0.017919222397513798,,,,
GLG1,1,0.0,0.000889383960619412,0.014492753623188406,0.0,0.04040706982746145,0.017919222397513798,,,,
LTBP4,1,0.0,0.000862493507163073,0.014492753623188406,0.0,0.03918536527845468,0.017552711032811766,,,,
CD109,1,0.0,0.000862493507163073,0.014492753623188406,0.0,0.03918536527845468,0.017552711032811766,5.0,1.0,0.6264502857854676,DOWN
INHBA,1,0.0,0.000862493507163073,0.014492753623188406,0.0,0.03918536527845468,0.017552711032811766,3.0,1.0,0.5243887604395526,UP
LRG1,1,0.0,0.0008606940581761656,0.014492753623188406,0.0,0.03910361154319024,0.017528184912232434,4.0,1.0,0.6114537260409437,UP
TINAGL1,1,0.0,0.0008565567987137012,0.014492753623188406,0.0,0.03891564488379861,0.017471794914414945,7.0,0.7142857142857143,0.5329444133457999,UP
EMILIN1,1,0.0,0.0008534730921745664,0.014492753623188406,0.0,0.03877554392518964,0.017429764626832253,10.0,0.7,0.5769063309387832,DOWN
LGALS8,1,0.0,0.0008435396271449112,0.014492753623188406,0.0,0.03832424028935347,0.017294373536081403,4.0,0.75,0.4121889788044535,DOWN
FREM1,1,0.0,0.0008435396271449112,0.014492753623188406,0.0,0.03832424028935347,0.017294373536081403,3.0,1.0,0.6009917139115806,DOWN
CHAD,1,0.0,0.0008435396271449112,0.014492753623188406,0.0,0.03832424028935347,0.017294373536081403,4.0,0.75,0.4583382022209679,DOWN
AMY1B,1,0.0,0.0008248599825033901,0.014492753623188406,0.0,0.03747557454002239,0.017039773811282077,,,,
SERPINA6,1,0.0,0.0008248599825033901,0.014492753623188406,0.0,0.03747557454002239,0.017039773811282077,6.0,0.8333333333333334,0.6305402226586648,UP
PON3,1,0.0,0.0008232411510535205,0.014492753623188406,0.0,0.037402026738026714,0.017017709470683377,,,,
